,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group,Lithologies,Scores
5673,592,2182308,0,2.05,vitreous maghemite-goethite fragments in semi-ferruginous clay matrix; relatively SHARP AT:,mud,100,mud,sediment_clastic,sediment,"mud, sand","101, 55"
5674,592,2182308,2,3.5,strong hardcap development within transported material comprising VT G and white clay on joint surfaces; <5% vughs,mud,100,mud,sediment_clastic,sediment,"mud, lamprophyre, grainstone","100, 46, 35"
5675,592,2182308,3,6.15,mod bedded hardcap mineralisation comprising goethitic hematite and VT goethite with up to 25% vughs; appears bedded but transported pisoids below at:,mineralisation,100,mineralisation,ore,mineralisation,"mineralisation, colluvium, ironstone, lamprophyre, coarse_grained_plutonic_crystalline_igneous_rock","100, 100, 72, 46, 0"
5676,592,2182308,6,7.1,almost clast supported pisoidal cemented mass of magnetic maghemite in ochreous goethitic matrix true transported or insitu laterite??,laterite,101,laterite,residual_deposit,surficial_rock,"colluvium, laterite","101, 101"
5677,592,2182308,7,10.6,insitu bedded Mt. Newman mineralisation 10% vughs dominated by VT H-W and F w/ VT G increasing down interval to:,mineralisation,100,mineralisation,ore,mineralisation,"mineralisation, fault","100, 44"
5678,592,2182308,10,14.65,insitu bedded Mt. Newman mineralisation 15-20% vughs more G domt than previous interval; with some F shale ochreous G interbeds,mineralisation,100,mineralisation,ore,mineralisation,"mineralisation, mudstone","100, 100"
5679,592,2182308,14,15.9,interbedd martite-red feruginous shale at end of main hardcap mineralisation zone,mudstone,100,mudstone,clastic,sedimentary_rock,mudstone,100
5680,592,2182308,15,22.4,hard to soft bedded G-dominant ore with increasing hematite and ferruginous shale interbeds downhole becoming less competent toward EOI,mudstone,100,mudstone,clastic,sedimentary_rock,"ore, mudstone, ironstone","101, 100, 61"
5681,592,2182308,22,24.5,"hard bedded and partially vughy ""hardcappy"" G-W dominant interval w/ some vughs filled with ferruginous shale derived clays; with increasing softer bedded material EOI",mud,100,mud,sediment_clastic,sediment,"mud, pyroclastic_sediment, carbonate_sediment","101, 52, 35"
5682,592,2182308,24,25.3,softer bedded interbedded deep RB F shale and VT hematite; WITH SMALL QUART BRECCIA OR VEINING @ 25 - 25.1m,breccia,100,breccia,fault_rock,texture_structure,"mudstone, breccia, unclassified_rock, ironstone","101, 100, 73, 72"
5683,592,2182308,25,26.1,clay altered ferruginous shale - adjacent to fault structure or insitu weathered shale?,mudstone,101,mudstone,clastic,sedimentary_rock,"mudstone, mudstone, fault","101, 101, 100"
5684,592,2182308,26,26.3,BRITTLE FAULT STRUCTURE with quartz breccia and secondary manganese aggregates,breccia,100,breccia,fault_rock,texture_structure,"breccia, bonded_aggregate, fault","101, 101, 100"
5685,592,2182308,26,26.85,partially clay altered softer ochreous goethite interval adjacent to fault structure,mud,100,mud,sediment_clastic,sediment,"mud, fault","100, 100"
5686,592,2182308,29,31.4,clay altered pink shale marker horizon with SMALL QUARTZ BRECCIA-VEINING-FAULT RELATED STRUCTURE @ 30-30.06m,mud,100,mud,sediment_clastic,sediment,"mud, vein","100, 100"
5687,592,2182308,31,34.5,mostly soft-mod bedded limonitic ore with some clasts of VT G that appear brecciated CENTRED ON 32.35m; SHARP CHANGE IN MINERALOGY AT:,ore,100,ore,ore,mineralisation,"ore, channel_deposit, fault_breccia","101, 47, 43"
5688,592,2182308,34,39.4,mod bedded hematite shale-ferruginous shale with VT martite interbeds; rare intervals of more G dominant material,mudstone,100,mudstone,clastic,sedimentary_rock,"mudstone, intermediate, artificial_material","101, 62, 49"
5689,592,2182308,39,40.4,harder interbedded VT G dominant zone with W-H and goethitic shale material,mudstone,100,mudstone,clastic,sedimentary_rock,"mudstone, dolostone, unclassified_rock","100, 59, 57"
5690,592,2182308,40,42.3,interbedd martite-ferruginous shale vughy; SHARP AT:,mudstone,100,mudstone,clastic,sedimentary_rock,"mudstone, sapropel","100, 62"
5691,592,2182308,42,46.2,interbedded interval of soft bedded clay-altered pink shale markers and ochreous G/VT G; SHARP AT;,mud,100,mud,sediment_clastic,sediment,"mudstone, sapropel, mud","100, 62, 56"
5692,592,2182308,49,50.6,soft bedded T-F with some pink clays; SHARP AT:,mud,100,mud,sediment_clastic,sediment,"mud, spots, sapropel","101, 67, 62"
5693,592,2182308,59,62.2,interbedded white clays and VT-G/ferruginous shale/clay beds at base of Mt Newman iron mineralisation,mineralisation,101,mineralisation,ore,mineralisation,"mud, mineralisation","101, 101"
5694,592,2182308,62,64.6,EOH; unenriched shaley BIF converted to white clay in places,mud,100,mud,sediment_clastic,sediment,"unclassified_rock, banded_iron_formation, mud","101, 100, 100"
