,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group,Lithologies,Scores
6780,2670,2470338,7,15.0,KAOLINITIC CLAY AND QZ; WEATHD GRANITE,granite,101,granite,felsic_coarse_grained_crystalline,igneous_rock,"granite, mud","101, 100"
