,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group,Lithologies,Scores
5317,592,2182240,32,34.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5318,592,2182240,34,36.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5319,592,2182240,36,38.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5320,592,2182240,38,40.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5321,592,2182240,40,42.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5322,592,2182240,42,44.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5323,592,2182240,44,46.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5324,592,2182240,46,48.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5325,592,2182240,48,50.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5326,592,2182240,50,52.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5327,592,2182240,52,54.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5328,592,2182240,54,56.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5329,592,2182240,56,58.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5330,592,2182240,58,60.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5331,592,2182240,60,62.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5332,592,2182240,62,64.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5333,592,2182240,70,72.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5334,592,2182240,72,74.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5335,592,2182240,74,76.0,White clays,mud,101,mud,sediment_clastic,sediment,mud,101
5336,592,2182240,132,133.0,1m interval! Approx 3% pale microbanded chert,chert,101,chert,siliceous,sedimentary_rock,chert,101
