,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group,Lithologies,Scores
1664,592,2181852,18,20.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1665,592,2181852,20,22.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1666,592,2181852,22,24.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1667,592,2181852,24,26.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1668,592,2181852,26,28.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1669,592,2181852,28,30.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1670,592,2181852,30,32.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1671,592,2181852,32,34.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1672,592,2181852,34,36.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1673,592,2181852,36,38.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1674,592,2181852,38,40.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1675,592,2181852,40,42.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1676,592,2181852,44,46.0,Fe-stained clay no chips,mud,100,mud,sediment_clastic,sediment,mud,100
1677,592,2181852,64,66.0,Clay after shale?,mudstone,101,mudstone,clastic,sedimentary_rock,mudstone,101
1678,592,2181852,66,68.0,Clay after shale?,mudstone,101,mudstone,clastic,sedimentary_rock,mudstone,101
1679,592,2181852,68,70.0,Clay after shale?,mudstone,101,mudstone,clastic,sedimentary_rock,mudstone,101
1680,592,2181852,70,72.0,Clay after shale?,mudstone,101,mudstone,clastic,sedimentary_rock,mudstone,101
1681,592,2181852,72,74.0,Clay after shale?,mudstone,101,mudstone,clastic,sedimentary_rock,mudstone,101
1682,592,2181852,74,76.0,Clay after shale?,mudstone,101,mudstone,clastic,sedimentary_rock,mudstone,101
1683,592,2181852,76,78.0,Clay after shale?,mudstone,101,mudstone,clastic,sedimentary_rock,mudstone,101
1684,592,2181852,78,80.0,Clay after shale?,mudstone,101,mudstone,clastic,sedimentary_rock,mudstone,101
1685,592,2181852,122,124.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1686,592,2181852,124,126.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1687,592,2181852,126,128.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1688,592,2181852,128,130.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1689,592,2181852,130,132.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1690,592,2181852,132,134.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1691,592,2181852,134,136.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1692,592,2181852,136,138.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1693,592,2181852,138,140.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1694,592,2181852,140,142.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1695,592,2181852,142,144.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1696,592,2181852,144,146.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1697,592,2181852,146,148.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1698,592,2181852,148,150.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1699,592,2181852,150,152.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1700,592,2181852,152,154.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
1701,592,2181852,154,156.0,Shaley,mudstone,91,mudstone,clastic,sedimentary_rock,mudstone,91
