strat,thickness_mean,thickess_range
0,18.074509908286757,3.417671518796211
1,48.10530029842729,20.548777442906605
2,29.23464160583542,11.152864853098146
3,28.222001817727733,10.510428148959756
4,17.846634682835326,4.683490879575111
5,46.31775884433564,7.243271956311056
6,26.81401350788959,1.9394323898224495
7,18.2801801054547,5.959610608567354
8,27.78525115161653,1.4723594638374997
9,27.661478843197223,5.281566367558534
