,CODE,UNITNAME,DESCRIPTN,lithos,distance,GROUP_,FORMATION,MEMBER,BED,LITHNAME1,LITHNAME2,ROCKTYPE1,ROCKTYPE2
1652,A-AN-ax,Annean Supersuite,"Pyroxenite, medium to coarse grained; amphibole pseudomorphs after pyroxene are locally abundant; metamorphosed",pyroxenite,194715.78204152975,,,,,pyroxenite (intrusive),,igneous ultramafic intrusive,
2327,A-AN-jmod-mib,Annean Supersuite,Metadolerite typically with large (up to 100 m) inclusions of metamorphosed banded iron-formation; locally strongly sheared and recrystallized,"iron-formation,metadolerite",177851.057698152,,,,,metadolerite,meta-banded iron formation,meta-igneous mafic intrusive,metasedimentary other chemical: meta-iron formation
1482,A-AN-mas,Annean Supersuite,Ultramafic schist and serpentinite derived from intrusive rocks; typically interlayered with mafic schist; locally strongly sheared,"schist,serpentinite,ultramafic,mafic,schist",194666.32300045798,,,,,ultramafic schist derived from intrusive rock,,meta-igneous ultramafic intrusive,
1656,A-AN-mat,Annean Supersuite,Serpentinite with local relict olivine cumulate texture; locally with talc?tremolite?chlorite schist dominant; typically sheared,"serpentinite,schist",191865.39816984505,,,,,serpentinite derived from intrusive rock,,meta-igneous ultramafic intrusive,
339,A-AN-mgtn,Annean Supersuite,Fine-grained biotite tonalite gneiss; includes crosscutting younger phases and pegmatites,"gneiss,tonalite",153980.99202493334,,,,,metatonalite,,meta-igneous felsic intrusive,
1752,A-AN-mog,Annean Supersuite,"Metagabbro, locally with amphibole porphyroblasts; includes deeply weathered rock",metagabbro,186905.11908153113,,,,,metagabbro,,meta-igneous mafic intrusive,
1608,A-AN-od,Annean Supersuite,"Dolerite grading into metadolerite, locally schistose; metamorphosed","dolerite,metadolerite",102679.53028575052,,,,,dolerite,,igneous mafic intrusive,
1746,A-AN-og,Annean Supersuite,"Gabbro locally grading into leucogabbro, gabbronorite, and pegmatitic gabbro; locally with modal layering of pyroxene and plagioclase; minor intercumulus magnetite; metamorphosed","gabbro,leucogabbro,gabbro,gabbronorite",194772.16469254598,,,,,gabbro,,igneous mafic intrusive,
1654,A-AN-ogy,Annean Supersuite,Layered gabbro to leucogabbro; modal layering of plagioclase and pyroxene on a decimetre scale; locally abundant clinopyroxene oikocrysts up to 30 mm; metamorphosed,"gabbro,leucogabbro",193234.30785526533,,,,,gabbro,,igneous mafic intrusive,
1623,A-AN-xog-od,Annean Supersuite,Interlayered gabbro and dolerite; locally interlayered greenschist to amphibolite facies metagabbro and metadolerite; metamorphosed,"dolerite,gabbro,amphibolite,metadolerite,metagabbro",189441.20957552985,,,,,gabbro,dolerite,igneous mafic intrusive,igneous mafic intrusive
3609,A-ANC-mgga,Cullculli Suite,Hornblende-bearing metagranodiorite with minor metatonalite; contains scattered small mafic xenoliths,"metagranodiorite,metatonalite,mafic",179166.88380665673,,,,,metagranodiorite,,meta-igneous felsic intrusive,
1787,A-ANK-gg,Mount Kenneth Suite,"Granodiorite, typically with sparsely distributed biotite schlieren; locally with rafts of amphibolite; metamorphosed","granodiorite,amphibolite",195332.64495720237,,,,,granodiorite,,igneous granitic,
1017,A-ANK-gt,Mount Kenneth Suite,"Tonalite, typically with plagioclase and hornblende phenocrysts; locally sheared; includes rafts of amphibolite; metamorphosed","tonalite,amphibolite",207869.4294065095,,,,,tonalite,,igneous granitic,
1655,A-ANK-gth,Mount Kenneth Suite,Hornblende tonalite; locally weakly deformed; metamorphosed,tonalite,192158.03159412672,,,,,tonalite,,igneous granitic,
3435,A-ANK-jmg-md,Mount Kenneth Suite,"Metagranitic rock, locally sheared with abundant rafts and lenses of sheared quartzite, psammite, and pelite","metagranitic,pelite,psammite,quartzite",128548.67081604798,,,,,metagranitic rock,metasiliciclastic rock,meta-igneous felsic intrusive,metasedimentary siliciclastic
1540,A-ANK-jmgg-mog,Mount Kenneth Suite,Metagranodiorite to metamonzogranite with muscovite-rich patches; abundant decimetre-sized rafts of metagabbro; locally strongly schistose,"metagranodiorite,metamonzogranite,metagabbro",102924.41726967148,,,,,metagranodiorite,metagabbro,meta-igneous felsic intrusive,meta-igneous mafic intrusive
1511,A-ANK-jmggn-mus,Mount Kenneth Suite,Gneissose metagranodiorite with abundant rafts of ultramafic schist; locally strongly sheared,"metagranodiorite,schist,ultramafic",101745.78434081058,,,,,metagranodiorite,ultramafic schist; volcanic or undivided,meta-igneous felsic intrusive,meta-igneous ultramafic volcanic or undivided
3463,A-ANK-mg,Mount Kenneth Suite,"Metagranitic rock, locally sheared; includes deeply weathered rocks",metagranitic,101630.20425552399,,,,,metagranitic rock,,meta-igneous felsic intrusive,
1374,A-ANK-mgg,Mount Kenneth Suite,"Metagranodiorite, typically with sparse biotite schlieren; locally with rafts of amphibolite derived from intrusive rocks","metagranodiorite,amphibolite",163832.18111970954,,,,,metagranodiorite,,meta-igneous felsic intrusive,
1415,A-ANK-mgs,Mount Kenneth Suite,"Schistose metagranitic rock, locally strongly sheared; includes deeply weathered rocks",metagranitic,123750.70805146405,,,,,granitic schist,,meta-igneous felsic intrusive,
1525,A-ANK-mgta,Mount Kenneth Suite,Amphibole-rich metatonalite; locally sheared,metatonalite,105242.1529696475,,,,,metatonalite,,meta-igneous felsic intrusive,
1758,A-ANK-xmgt-mg,Mount Kenneth Suite,Metatonalitic rock with subordinate metagranodiorite and metamonzogranite; locally strongly deformed; typically weakly schistose,"metagranodiorite,metamonzogranite",198207.11409819237,,,,,metatonalite,metagranitic rock,meta-igneous felsic intrusive,meta-igneous felsic intrusive
3523,A-ANR-jmg-mwa,Rothsay Suite,Heterogeneous metagranite with abundant rafts of amphibolite; commonly with abundant pegmatite,"amphibolite,metagranite,pegmatite",121115.41770121684,,,,,metagranitic rock,amphibolite,meta-igneous felsic intrusive,meta-igneous mafic
1984,A-ANR-mgg,Rothsay Suite,"Porphyritic to equigranular, medium- to coarse-grained metagranodiorite; magmatic foliation, in places with moderate solid-state overprint",metagranodiorite,126833.94785125875,,,,,metagranodiorite,,meta-igneous felsic intrusive,
3349,A-ANR-mgms,Rothsay Suite,"Foliated biotite metamonzogranite, with local K-feldspar phenocrysts; common pegmatite veins","metamonzogranite,pegmatite",119388.5183774942,,,,,metamonzogranite,,meta-igneous felsic intrusive,
1927,A-ANW-ap,Warriedar Suite,Peridotite; relict cumulate textures preserved locally; minor pyroxenite; metamorphosed; typically serpentinized,"peridotite,pyroxenite",30731.930920198163,,,,,pyroxene peridotite,,igneous ultramafic intrusive,
2933,A-ANW-ax,Warriedar Suite,Pyroxenite; relict cumulate textures preserved locally; minor peridotite; metamorphosed; typically serpentinized,"pyroxenite,peridotite",5515.81949940742,,,,,pyroxenite (intrusive),,igneous ultramafic intrusive,
2997,A-ANW-masr,Warriedar Suite,Ultramafic talc?tremolite?serpentine?magnetite schist; locally strongly sheared,"schist,ultramafic",6450.522454195505,,,,,ultramafic schist derived from intrusive rock,,meta-igneous ultramafic intrusive,
3276,A-ANW-mat,Warriedar Suite,Serpentinite derived from intrusive rocks; locally strongly sheared and talc rich,serpentinite,27184.51716844869,,,,,serpentinite derived from intrusive rock,,meta-igneous ultramafic intrusive,
3007,A-ANW-mog,Warriedar Suite,"Metagabbro; locally with layers of metaleucogabbro, metagabbronorite, metadolerite and minor metapyroxenite; includes amphibole-porphyroblastic metagabbro and metadolerite; typically weakly schistose","metagabbro,metadolerite,metadolerite,metagabbro,metagabbronorite,metaleucogabbro,metapyroxenite",2655.650159010279,,,,,metagabbro,,meta-igneous mafic intrusive,
2968,A-ANW-mogs,Warriedar Suite,Gabbroic schist; plagioclase?epidote?actinolite?chlorite±hornblende assemblage,schist,8687.232616561765,,,,,metagabbro,,meta-igneous mafic intrusive,
2985,A-ANW-od,Warriedar Suite,Dolerite; metamorphosed,dolerite,5272.022876949007,,,,,dolerite,,igneous mafic intrusive,
3362,A-ANW-og,Warriedar Suite,"Gabbro; locally includes layers of leucogabbro, gabbronorite, dolerite, minor pyroxenite and pegmatitic gabbro; metamorphosed","gabbro,dolerite,gabbro,gabbronorite,leucogabbro,pyroxenite",2432.7649250155123,,,,,gabbro,,igneous mafic intrusive,
