,CODE,UNITNAME,DESCRIPTN,lithos,distance,GROUP_,FORMATION,MEMBER,BED,LITHNAME1,LITHNAME2,ROCKTYPE1,ROCKTYPE2
844,A-AN-gmap,Annean Supersuite,"Fine-grained monzogranite, commonly as dykes in greenstones; quartz(?feldspar)-porphyritic to locally equigranular; locally schistose",monzogranite,222777.64931420254,,,,,monzogranite,,igneous granitic,
1797,A-AN-jmod-mib,Annean Supersuite,Metadolerite typically with large (up to 100 m) inclusions of metamorphosed banded iron-formation; locally strongly sheared and recrystallized,"iron-formation,metadolerite",211496.6192806524,,,,,metadolerite,meta-banded iron formation,meta-igneous mafic intrusive,metasedimentary other chemical: meta-iron formation
446,A-AN-mggs,Annean Supersuite,Biotite metagranodiorite; strongly foliated; commonly with pegmatite and leucogranite veins,"metagranodiorite,leucogranite,pegmatite",210522.6389976362,,,,,metagranodiorite,,meta-igneous felsic intrusive,
665,A-AN-mgn,Annean Supersuite,Medium-grained granitic gneiss; locally muscovite-bearing; strongly foliated,"gneiss,granitic",214891.33079022964,,,,,granitic gneiss,,meta-igneous felsic intrusive,
339,A-AN-mgtn,Annean Supersuite,Fine-grained biotite tonalite gneiss; includes crosscutting younger phases and pegmatites,"gneiss,tonalite",149419.93985355017,,,,,metatonalite,,meta-igneous felsic intrusive,
1608,A-AN-od,Annean Supersuite,"Dolerite grading into metadolerite, locally schistose; metamorphosed","dolerite,metadolerite",131176.64305214796,,,,,dolerite,,igneous mafic intrusive,
492,A-ANC-mg,Cullculli Suite,"Metatonalite, metagranodiorite, and metatrondhjemite; typically hornblende bearing, and with common mafic clots","metatonalite,mafic,metagranodiorite,metatrondhjemite",212418.61830010658,,,,,metagranitic rock,,meta-igneous felsic intrusive,
3609,A-ANC-mgga,Cullculli Suite,Hornblende-bearing metagranodiorite with minor metatonalite; contains scattered small mafic xenoliths,"metagranodiorite,metatonalite,mafic",156492.67383868515,,,,,metagranodiorite,,meta-igneous felsic intrusive,
485,A-ANC-mgta,Cullculli Suite,"Metatonalite with hornblende phenocrysts and common, small, elliptical mafic xenoliths","metatonalite,mafic",220822.1051733192,,,,,metatonalite,,meta-igneous felsic intrusive,
1641,A-ANK-gg,Mount Kenneth Suite,"Granodiorite, typically with sparsely distributed biotite schlieren; locally with rafts of amphibolite; metamorphosed","granodiorite,amphibolite",214733.70063364657,,,,,granodiorite,,igneous granitic,
1017,A-ANK-gt,Mount Kenneth Suite,"Tonalite, typically with plagioclase and hornblende phenocrysts; locally sheared; includes rafts of amphibolite; metamorphosed","tonalite,amphibolite",217059.23000643583,,,,,tonalite,,igneous granitic,
3435,A-ANK-jmg-md,Mount Kenneth Suite,"Metagranitic rock, locally sheared with abundant rafts and lenses of sheared quartzite, psammite, and pelite","metagranitic,pelite,psammite,quartzite",151961.6611640611,,,,,metagranitic rock,metasiliciclastic rock,meta-igneous felsic intrusive,metasedimentary siliciclastic
1540,A-ANK-jmgg-mog,Mount Kenneth Suite,Metagranodiorite to metamonzogranite with muscovite-rich patches; abundant decimetre-sized rafts of metagabbro; locally strongly schistose,"metagranodiorite,metamonzogranite,metagabbro",132857.13270194916,,,,,metagranodiorite,metagabbro,meta-igneous felsic intrusive,meta-igneous mafic intrusive
1511,A-ANK-jmggn-mus,Mount Kenneth Suite,Gneissose metagranodiorite with abundant rafts of ultramafic schist; locally strongly sheared,"metagranodiorite,schist,ultramafic",130224.67683102112,,,,,metagranodiorite,ultramafic schist; volcanic or undivided,meta-igneous felsic intrusive,meta-igneous ultramafic volcanic or undivided
3463,A-ANK-mg,Mount Kenneth Suite,"Metagranitic rock, locally sheared; includes deeply weathered rocks",metagranitic,130736.08972582131,,,,,metagranitic rock,,meta-igneous felsic intrusive,
1374,A-ANK-mgg,Mount Kenneth Suite,"Metagranodiorite, typically with sparse biotite schlieren; locally with rafts of amphibolite derived from intrusive rocks","metagranodiorite,amphibolite",176818.98739281693,,,,,metagranodiorite,,meta-igneous felsic intrusive,
3292,A-ANK-mgs,Mount Kenneth Suite,"Schistose metagranitic rock, locally strongly sheared; includes deeply weathered rocks",metagranitic,154989.4998077896,,,,,granitic schist,,meta-igneous felsic intrusive,
1525,A-ANK-mgta,Mount Kenneth Suite,Amphibole-rich metatonalite; locally sheared,metatonalite,131990.57727957945,,,,,metatonalite,,meta-igneous felsic intrusive,
1988,A-ANR-jmg-mwa,Rothsay Suite,Heterogeneous metagranite with abundant rafts of amphibolite; commonly with abundant pegmatite,"amphibolite,metagranite,pegmatite",85847.5571180194,,,,,metagranitic rock,amphibolite,meta-igneous felsic intrusive,meta-igneous mafic
1984,A-ANR-mgg,Rothsay Suite,"Porphyritic to equigranular, medium- to coarse-grained metagranodiorite; magmatic foliation, in places with moderate solid-state overprint",metagranodiorite,86959.56586575088,,,,,metagranodiorite,,meta-igneous felsic intrusive,
1987,A-ANR-mgms,Rothsay Suite,"Foliated biotite metamonzogranite, with local K-feldspar phenocrysts; common pegmatite veins","metamonzogranite,pegmatite",84595.7405764451,,,,,metamonzogranite,,meta-igneous felsic intrusive,
1927,A-ANW-ap,Warriedar Suite,Peridotite; relict cumulate textures preserved locally; minor pyroxenite; metamorphosed; typically serpentinized,"peridotite,pyroxenite",24544.48522529528,,,,,pyroxene peridotite,,igneous ultramafic intrusive,
2176,A-ANW-ax,Warriedar Suite,Pyroxenite; relict cumulate textures preserved locally; minor peridotite; metamorphosed; typically serpentinized,"pyroxenite,peridotite",25265.748716353468,,,,,pyroxenite (intrusive),,igneous ultramafic intrusive,
3277,A-ANW-masr,Warriedar Suite,Ultramafic talc?tremolite?serpentine?magnetite schist; locally strongly sheared,"schist,ultramafic",24406.77110001241,,,,,ultramafic schist derived from intrusive rock,,meta-igneous ultramafic intrusive,
3276,A-ANW-mat,Warriedar Suite,Serpentinite derived from intrusive rocks; locally strongly sheared and talc rich,serpentinite,24423.731309567433,,,,,serpentinite derived from intrusive rock,,meta-igneous ultramafic intrusive,
3009,A-ANW-mog,Warriedar Suite,"Metagabbro; locally with layers of metaleucogabbro, metagabbronorite, metadolerite and minor metapyroxenite; includes amphibole-porphyroblastic metagabbro and metadolerite; typically weakly schistose","metagabbro,metadolerite,metadolerite,metagabbro,metagabbronorite,metaleucogabbro,metapyroxenite",34959.11974083538,,,,,metagabbro,,meta-igneous mafic intrusive,
2968,A-ANW-mogs,Warriedar Suite,Gabbroic schist; plagioclase?epidote?actinolite?chlorite±hornblende assemblage,schist,41799.07427161312,,,,,metagabbro,,meta-igneous mafic intrusive,
2823,A-ANW-od,Warriedar Suite,Dolerite; metamorphosed,dolerite,24408.74012514413,,,,,dolerite,,igneous mafic intrusive,
1928,A-ANW-og,Warriedar Suite,"Gabbro; locally includes layers of leucogabbro, gabbronorite, dolerite, minor pyroxenite and pegmatitic gabbro; metamorphosed","gabbro,dolerite,gabbro,gabbronorite,leucogabbro,pyroxenite",24670.393857503328,,,,,gabbro,,igneous mafic intrusive,
2881,A-ANW-xax-og,Warriedar Suite,"Basal pyroxenite to pyroxene peridotite, typically showing cumulate textures; gabbro?leucogabbro in central to upper parts, locally layered and with doleritic or granophyric top contacts; metamorphosed","peridotite,pyroxenite,gabbro?leucogabbro",25338.631115180477,,,,,pyroxenite (intrusive),gabbro,igneous ultramafic intrusive,igneous mafic intrusive
1901,A-ANW-xog-od,Warriedar Suite,Interlayered gabbro and dolerite; metamorphosed,"dolerite,gabbro",24582.39540455958,,,,,gabbro,dolerite,igneous mafic intrusive,igneous mafic intrusive
3474,A-ANco-mgti,Courin Granodiorite,Migmatitic metatonalite with stromatic mesosomes of metatonalite and leucosomes of metamonzogranite; rare melanosomes of biotite metadiorite,"metamonzogranite,metatonalite,metatonalite,metadiorite",122189.16783518513,,Courin Granodiorite,,,metatonalite,,meta-igneous felsic intrusive,
3485,A-ANco-xmgmn-mggs,Courin Granodiorite,Interlayered monzogranitic augen gneiss and granodiorite schist on a metre-scale; locally lineated,"gneiss,granodiorite,schist",115042.38838749341,,Courin Granodiorite,,,metamonzogranite,metagranodiorite,meta-igneous felsic intrusive,meta-igneous felsic intrusive
662,A-ANct-gtl,Cue Tonalite,Leucocratic tonalite; medium to coarse grained; metamorphosed,tonalite,222388.16797336043,,Cue Tonalite,,,tonalite,,igneous granitic,
2174,A-ANed-mog,Edamurta Gabbro,"Metagabbro, typically deformed with greenschist to amphibolite facies assemblages; locally with relict igneous texture; locally garnet-bearing","metagabbro,amphibolite",71659.81121994555,,Edamurta Gabbro,,,metagabbro,,meta-igneous mafic intrusive,
2106,A-ANed-oad,Edamurta Gabbro,Anorthosite to leucogabbro with distinctive euhedral plagioclase megacrysts up to 20 mm long; metamorphosed,"anorthosite,leucogabbro",71627.52546451942,,Edamurta Gabbro,,,anorthosite,,igneous mafic intrusive,
2817,A-ANff-aph,Fields Find Igneous Complex,Hornblende-bearing pyroxene peridotite; relict olivine cumulate texture (~3 mm grain size) with interstitial pyroxene and oikocrystic hornblende up to 20 mm; typically moderately serpentinized; metamorphosed,peridotite,48711.80611923823,,Fields Find Igneous Complex,,,harzburgite,,igneous ultramafic intrusive,
3589,A-ANff-ax,Fields Find Igneous Complex,Pyroxenite with mesocumulate to adcumulate texture (4?8 mm grain size); locally with minor peridotite and gabbro; locally hornblende bearing; metamorphosed,"pyroxenite,gabbro,peridotite",43944.72198290716,,Fields Find Igneous Complex,,,pyroxenite (intrusive),,igneous ultramafic intrusive,
2455,A-ANff-od,Fields Find Igneous Complex,Dolerite with subophitic texture; local gabbro; metamorphosed,"dolerite,gabbro",42517.17725777611,,Fields Find Igneous Complex,,,dolerite,,igneous mafic intrusive,
2886,A-ANff-og,Fields Find Igneous Complex,"Gabbro with ophitic texture and 5?12 mm grain size, typically with decametre-scale igneous layering; local gabbronorite with cumulate orthopyroxene crystals; local hornblende gabbro","gabbro,gabbro,gabbronorite",40889.8587144118,,Fields Find Igneous Complex,,,gabbro,,igneous mafic intrusive,
2994,A-ANff-xaxh-apx,Fields Find Igneous Complex,"Interlayered pyroxenite and peridotite, locally with hornblende or pyroxene oikocrysts; commonly serpentinized or tremolite rich; metamorphosed","peridotite,pyroxenite",43090.6403035646,,Fields Find Igneous Complex,,,pyroxenite (intrusive),pyroxene peridotite,igneous ultramafic intrusive,igneous ultramafic intrusive
3545,A-ANgo-gme,Goonetarra Granodiorite,"Equigranular monzogranite to syenogranite; undeformed, locally with magmatic foliation","monzogranite,syenogranite",32267.465368032976,,Goonetarra Granodiorite,,,monzogranite,,igneous granitic,
3534,A-ANgo-gmp,Goonetarra Granodiorite,K-feldspar-porphyritic to megacrystic monzogranite;  common magmatic foliation,monzogranite,19089.74723242065,,Goonetarra Granodiorite,,,monzogranite,,igneous granitic,
3535,A-ANgo-jgmfe-mgtn,Goonetarra Granodiorite,Equigranular monzogranite to syenogranite; common magmatic foliation; commonly contains rafts of migmatitic tonalite,"monzogranite,syenogranite,tonalite",38902.17634997539,,Goonetarra Granodiorite,,,monzogranite,metatonalite,igneous granitic,meta-igneous felsic intrusive
3484,A-ANgo-jmgmu-mgtn,Goonetarra Granodiorite,K-feldspar megacrystic biotite metamonzogranite with layered tonalite gneiss xenoliths,"gneiss,metamonzogranite,tonalite",78068.08178384701,,Goonetarra Granodiorite,,,metamonzogranite,metatonalite,meta-igneous felsic intrusive,meta-igneous felsic intrusive
2289,A-ANgo-mgms,Goonetarra Granodiorite,"Foliated biotite metamonzogranite, with local K-feldspar phenocrysts",metamonzogranite,39563.45270545665,,Goonetarra Granodiorite,,,metamonzogranite,,meta-igneous felsic intrusive,
2436,A-ANgo-mgmu,Goonetarra Granodiorite,K-feldspar megacrystic biotite metamonzogranite; commonly strongly foliated,metamonzogranite,20173.705718114077,,Goonetarra Granodiorite,,,metamonzogranite,,meta-igneous felsic intrusive,
2255,A-ANgo-mgtn,Goonetarra Granodiorite,Layered biotite tonalite gneiss; includes crosscutting younger phases and pegmatites,"gneiss,tonalite",55675.14942258029,,Goonetarra Granodiorite,,,metatonalite,,meta-igneous felsic intrusive,
