,CODE,UNITNAME,DESCRIPTN,lithos,distance,GROUP_,FORMATION,MEMBER,BED,LITHNAME1,LITHNAME2,ROCKTYPE1,ROCKTYPE2
1652,A-AN-ax,Annean Supersuite,"Pyroxenite, medium to coarse grained; amphibole pseudomorphs after pyroxene are locally abundant; metamorphosed",pyroxenite,199826.7612475341,,,,,pyroxenite (intrusive),,igneous ultramafic intrusive,
844,A-AN-gmap,Annean Supersuite,"Fine-grained monzogranite, commonly as dykes in greenstones; quartz(?feldspar)-porphyritic to locally equigranular; locally schistose",monzogranite,214277.4992575923,,,,,monzogranite,,igneous granitic,
2327,A-AN-jmod-mib,Annean Supersuite,Metadolerite typically with large (up to 100 m) inclusions of metamorphosed banded iron-formation; locally strongly sheared and recrystallized,"iron-formation,metadolerite",185616.80183407338,,,,,metadolerite,meta-banded iron formation,meta-igneous mafic intrusive,metasedimentary other chemical: meta-iron formation
1482,A-AN-mas,Annean Supersuite,Ultramafic schist and serpentinite derived from intrusive rocks; typically interlayered with mafic schist; locally strongly sheared,"schist,serpentinite,ultramafic,mafic,schist",199700.78577484438,,,,,ultramafic schist derived from intrusive rock,,meta-igneous ultramafic intrusive,
1656,A-AN-mat,Annean Supersuite,Serpentinite with local relict olivine cumulate texture; locally with talc?tremolite?chlorite schist dominant; typically sheared,"serpentinite,schist",197427.46774373317,,,,,serpentinite derived from intrusive rock,,meta-igneous ultramafic intrusive,
446,A-AN-mggs,Annean Supersuite,Biotite metagranodiorite; strongly foliated; commonly with pegmatite and leucogranite veins,"metagranodiorite,leucogranite,pegmatite",203553.50857565983,,,,,metagranodiorite,,meta-igneous felsic intrusive,
665,A-AN-mgn,Annean Supersuite,Medium-grained granitic gneiss; locally muscovite-bearing; strongly foliated,"gneiss,granitic",206635.59955864705,,,,,granitic gneiss,,meta-igneous felsic intrusive,
339,A-AN-mgtn,Annean Supersuite,Fine-grained biotite tonalite gneiss; includes crosscutting younger phases and pegmatites,"gneiss,tonalite",137732.80183517665,,,,,metatonalite,,meta-igneous felsic intrusive,
1752,A-AN-mog,Annean Supersuite,"Metagabbro, locally with amphibole porphyroblasts; includes deeply weathered rock",metagabbro,193382.97546479266,,,,,metagabbro,,meta-igneous mafic intrusive,
1608,A-AN-od,Annean Supersuite,"Dolerite grading into metadolerite, locally schistose; metamorphosed","dolerite,metadolerite",109575.99793482243,,,,,dolerite,,igneous mafic intrusive,
