,CODE,UNITNAME,DESCRIPTN,lithos,distance,GROUP_,FORMATION,MEMBER,BED,LITHNAME1,LITHNAME2,ROCKTYPE1,ROCKTYPE2
1652,A-AN-ax,Annean Supersuite,"Pyroxenite, medium to coarse grained; amphibole pseudomorphs after pyroxene are locally abundant; metamorphosed",pyroxenite,195350.5826650887,,,,,pyroxenite (intrusive),,igneous ultramafic intrusive,
2327,A-AN-jmod-mib,Annean Supersuite,Metadolerite typically with large (up to 100 m) inclusions of metamorphosed banded iron-formation; locally strongly sheared and recrystallized,"iron-formation,metadolerite",178437.12476222753,,,,,metadolerite,meta-banded iron formation,meta-igneous mafic intrusive,metasedimentary other chemical: meta-iron formation
1482,A-AN-mas,Annean Supersuite,Ultramafic schist and serpentinite derived from intrusive rocks; typically interlayered with mafic schist; locally strongly sheared,"schist,serpentinite,ultramafic,mafic,schist",195302.45423178704,,,,,ultramafic schist derived from intrusive rock,,meta-igneous ultramafic intrusive,
1656,A-AN-mat,Annean Supersuite,Serpentinite with local relict olivine cumulate texture; locally with talc?tremolite?chlorite schist dominant; typically sheared,"serpentinite,schist",192492.26260170576,,,,,serpentinite derived from intrusive rock,,meta-igneous ultramafic intrusive,
339,A-AN-mgtn,Annean Supersuite,Fine-grained biotite tonalite gneiss; includes crosscutting younger phases and pegmatites,"gneiss,tonalite",154830.15539755908,,,,,metatonalite,,meta-igneous felsic intrusive,
1752,A-AN-mog,Annean Supersuite,"Metagabbro, locally with amphibole porphyroblasts; includes deeply weathered rock",metagabbro,187515.2249217328,,,,,metagabbro,,meta-igneous mafic intrusive,
1608,A-AN-od,Annean Supersuite,"Dolerite grading into metadolerite, locally schistose; metamorphosed","dolerite,metadolerite",103319.17459610796,,,,,dolerite,,igneous mafic intrusive,
1746,A-AN-og,Annean Supersuite,"Gabbro locally grading into leucogabbro, gabbronorite, and pegmatitic gabbro; locally with modal layering of pyroxene and plagioclase; minor intercumulus magnetite; metamorphosed","gabbro,leucogabbro,gabbro,gabbronorite",195407.02907893,,,,,gabbro,,igneous mafic intrusive,
1654,A-AN-ogy,Annean Supersuite,Layered gabbro to leucogabbro; modal layering of plagioclase and pyroxene on a decimetre scale; locally abundant clinopyroxene oikocrysts up to 30 mm; metamorphosed,"gabbro,leucogabbro",193858.31277810803,,,,,gabbro,,igneous mafic intrusive,
1623,A-AN-xog-od,Annean Supersuite,Interlayered gabbro and dolerite; locally interlayered greenschist to amphibolite facies metagabbro and metadolerite; metamorphosed,"dolerite,gabbro,amphibolite,metadolerite,metagabbro",190062.2225430142,,,,,gabbro,dolerite,igneous mafic intrusive,igneous mafic intrusive
3609,A-ANC-mgga,Cullculli Suite,Hornblende-bearing metagranodiorite with minor metatonalite; contains scattered small mafic xenoliths,"metagranodiorite,metatonalite,mafic",179957.05796335652,,,,,metagranodiorite,,meta-igneous felsic intrusive,
1787,A-ANK-gg,Mount Kenneth Suite,"Granodiorite, typically with sparsely distributed biotite schlieren; locally with rafts of amphibolite; metamorphosed","granodiorite,amphibolite",195969.0559929526,,,,,granodiorite,,igneous granitic,
1017,A-ANK-gt,Mount Kenneth Suite,"Tonalite, typically with plagioclase and hornblende phenocrysts; locally sheared; includes rafts of amphibolite; metamorphosed","tonalite,amphibolite",208672.79570136726,,,,,tonalite,,igneous granitic,
1655,A-ANK-gth,Mount Kenneth Suite,Hornblende tonalite; locally weakly deformed; metamorphosed,tonalite,192781.74010927803,,,,,tonalite,,igneous granitic,
3435,A-ANK-jmg-md,Mount Kenneth Suite,"Metagranitic rock, locally sheared with abundant rafts and lenses of sheared quartzite, psammite, and pelite","metagranitic,pelite,psammite,quartzite",129238.4258375518,,,,,metagranitic rock,metasiliciclastic rock,meta-igneous felsic intrusive,metasedimentary siliciclastic
1540,A-ANK-jmgg-mog,Mount Kenneth Suite,Metagranodiorite to metamonzogranite with muscovite-rich patches; abundant decimetre-sized rafts of metagabbro; locally strongly schistose,"metagranodiorite,metamonzogranite,metagabbro",103515.31110145162,,,,,metagranodiorite,metagabbro,meta-igneous felsic intrusive,meta-igneous mafic intrusive
1511,A-ANK-jmggn-mus,Mount Kenneth Suite,Gneissose metagranodiorite with abundant rafts of ultramafic schist; locally strongly sheared,"metagranodiorite,schist,ultramafic",102385.45943372174,,,,,metagranodiorite,ultramafic schist; volcanic or undivided,meta-igneous felsic intrusive,meta-igneous ultramafic volcanic or undivided
3463,A-ANK-mg,Mount Kenneth Suite,"Metagranitic rock, locally sheared; includes deeply weathered rocks",metagranitic,102255.30315796845,,,,,metagranitic rock,,meta-igneous felsic intrusive,
1374,A-ANK-mgg,Mount Kenneth Suite,"Metagranodiorite, typically with sparse biotite schlieren; locally with rafts of amphibolite derived from intrusive rocks","metagranodiorite,amphibolite",164618.28486411125,,,,,metagranodiorite,,meta-igneous felsic intrusive,
1415,A-ANK-mgs,Mount Kenneth Suite,"Schistose metagranitic rock, locally strongly sheared; includes deeply weathered rocks",metagranitic,124315.267949503,,,,,granitic schist,,meta-igneous felsic intrusive,
1525,A-ANK-mgta,Mount Kenneth Suite,Amphibole-rich metatonalite; locally sheared,metatonalite,105907.7670719035,,,,,metatonalite,,meta-igneous felsic intrusive,
1758,A-ANK-xmgt-mg,Mount Kenneth Suite,Metatonalitic rock with subordinate metagranodiorite and metamonzogranite; locally strongly deformed; typically weakly schistose,"metagranodiorite,metamonzogranite",198829.47484803954,,,,,metatonalite,metagranitic rock,meta-igneous felsic intrusive,meta-igneous felsic intrusive
3523,A-ANR-jmg-mwa,Rothsay Suite,Heterogeneous metagranite with abundant rafts of amphibolite; commonly with abundant pegmatite,"amphibolite,metagranite,pegmatite",121632.38930186868,,,,,metagranitic rock,amphibolite,meta-igneous felsic intrusive,meta-igneous mafic
1984,A-ANR-mgg,Rothsay Suite,"Porphyritic to equigranular, medium- to coarse-grained metagranodiorite; magmatic foliation, in places with moderate solid-state overprint",metagranodiorite,127383.27194745096,,,,,metagranodiorite,,meta-igneous felsic intrusive,
3349,A-ANR-mgms,Rothsay Suite,"Foliated biotite metamonzogranite, with local K-feldspar phenocrysts; common pegmatite veins","metamonzogranite,pegmatite",119881.71661373954,,,,,metamonzogranite,,meta-igneous felsic intrusive,
1927,A-ANW-ap,Warriedar Suite,Peridotite; relict cumulate textures preserved locally; minor pyroxenite; metamorphosed; typically serpentinized,"peridotite,pyroxenite",31340.92272888273,,,,,pyroxene peridotite,,igneous ultramafic intrusive,
2933,A-ANW-ax,Warriedar Suite,Pyroxenite; relict cumulate textures preserved locally; minor peridotite; metamorphosed; typically serpentinized,"pyroxenite,peridotite",4681.381071391787,,,,,pyroxenite (intrusive),,igneous ultramafic intrusive,
2997,A-ANW-masr,Warriedar Suite,Ultramafic talc?tremolite?serpentine?magnetite schist; locally strongly sheared,"schist,ultramafic",5607.567936415975,,,,,ultramafic schist derived from intrusive rock,,meta-igneous ultramafic intrusive,
3276,A-ANW-mat,Warriedar Suite,Serpentinite derived from intrusive rocks; locally strongly sheared and talc rich,serpentinite,27707.08846804965,,,,,serpentinite derived from intrusive rock,,meta-igneous ultramafic intrusive,
3007,A-ANW-mog,Warriedar Suite,"Metagabbro; locally with layers of metaleucogabbro, metagabbronorite, metadolerite and minor metapyroxenite; includes amphibole-porphyroblastic metagabbro and metadolerite; typically weakly schistose","metagabbro,metadolerite,metadolerite,metagabbro,metagabbronorite,metaleucogabbro,metapyroxenite",1857.0472966929935,,,,,metagabbro,,meta-igneous mafic intrusive,
2968,A-ANW-mogs,Warriedar Suite,Gabbroic schist; plagioclase?epidote?actinolite?chlorite±hornblende assemblage,schist,7992.043966739722,,,,,metagabbro,,meta-igneous mafic intrusive,
2985,A-ANW-od,Warriedar Suite,Dolerite; metamorphosed,dolerite,4441.756345358558,,,,,dolerite,,igneous mafic intrusive,
3362,A-ANW-og,Warriedar Suite,"Gabbro; locally includes layers of leucogabbro, gabbronorite, dolerite, minor pyroxenite and pegmatitic gabbro; metamorphosed","gabbro,dolerite,gabbro,gabbronorite,leucogabbro,pyroxenite",1600.8412891199644,,,,,gabbro,,igneous mafic intrusive,
2881,A-ANW-xax-og,Warriedar Suite,"Basal pyroxenite to pyroxene peridotite, typically showing cumulate textures; gabbro?leucogabbro in central to upper parts, locally layered and with doleritic or granophyric top contacts; metamorphosed","peridotite,pyroxenite,gabbro?leucogabbro",34640.30107831015,,,,,pyroxenite (intrusive),gabbro,igneous ultramafic intrusive,igneous mafic intrusive
1901,A-ANW-xog-od,Warriedar Suite,Interlayered gabbro and dolerite; metamorphosed,"dolerite,gabbro",26251.28982962725,,,,,gabbro,dolerite,igneous mafic intrusive,igneous mafic intrusive
1433,A-ANab-od,"Atley Igneous Complex, border zone",Dolerite grading into gabbro; locally as large xenoliths within gabbro and gabbronorite; metamorphosed,"dolerite,gabbro,gabbro,gabbronorite",210922.70195145483,,Atley Igneous Complex,"Atley Igneous Complex, border zone",,dolerite,,igneous mafic intrusive,
1791,A-ANam-mat,"Atley Igneous Complex, middle zone",Serpentinite derived from peridotitic igneous layers; locally grades into metapyroxenite,"serpentinite,metapyroxenite",201765.2038646136,,Atley Igneous Complex,"Atley Igneous Complex, middle zone",,serpentinite derived from intrusive rock,,meta-igneous ultramafic intrusive,
1332,A-ANam-od,"Atley Igneous Complex, middle zone",Dolerite grading into gabbro; metamorphosed,"dolerite,gabbro",212091.75541988228,,Atley Igneous Complex,"Atley Igneous Complex, middle zone",,dolerite,,igneous mafic intrusive,
3355,A-ANam-ogy,"Atley Igneous Complex, middle zone",Gabbro with well-developed modal layering of pyroxene and plagioclase; locally grading into leucogabbro and magnetite-bearing gabbro; metamorphosed,"gabbro,gabbro,leucogabbro",199215.4269862686,,Atley Igneous Complex,"Atley Igneous Complex, middle zone",,gabbro,,igneous mafic intrusive,
1387,A-ANat-mog,Atley Igneous Complex,Metagabbro with amphibole pseudomorphs after pyroxene,metagabbro,212211.1771258385,,Atley Igneous Complex,,,metagabbro,,meta-igneous mafic intrusive,
1305,A-ANaz-og,"Atley Igneous Complex, upper zone","Gabbro grading into magnetite- and ilmenite-bearing olivine gabbro, leucogabbro and gabbronorite; metamorphosed","gabbro,gabbro,gabbronorite,leucogabbro",212080.1098435858,,Atley Igneous Complex,"Atley Igneous Complex, upper zone",,gabbro,,igneous mafic intrusive,
3622,A-ANaz-ogyj,"Atley Igneous Complex, upper zone",Layered gabbro; typically magnetite- and ilmenite-bearing; minor anorthosite and leucogabbronorite; metamorphosed,"gabbro,anorthosite,leucogabbronorite",212073.1062585499,,Atley Igneous Complex,"Atley Igneous Complex, upper zone",,gabbro,,igneous mafic intrusive,
3621,A-ANaz-xam-ogl,"Atley Igneous Complex, upper zone",Magnetitite units interlayered with magnetite- and ilmenite-bearing leucogabbro; modally layered on a metre scale; metamorphosed,"leucogabbro,magnetitite",214226.87448419075,,Atley Igneous Complex,"Atley Igneous Complex, upper zone",,magnetitite,gabbro,igneous ultramafic intrusive,igneous mafic intrusive
1673,A-ANcb-gth,Courlbarloo Tonalite,Hornblende tonalite with 3?8 mm hornblende phenocrysts; locally weakly deformed; metamorphosed,tonalite,192146.9692608644,,Courlbarloo Tonalite,,,tonalite,,igneous granitic,
3474,A-ANco-mgti,Courin Granodiorite,Migmatitic metatonalite with stromatic mesosomes of metatonalite and leucosomes of metamonzogranite; rare melanosomes of biotite metadiorite,"metamonzogranite,metatonalite,metatonalite,metadiorite",158974.26263093523,,Courin Granodiorite,,,metatonalite,,meta-igneous felsic intrusive,
3485,A-ANco-xmgmn-mggs,Courin Granodiorite,Interlayered monzogranitic augen gneiss and granodiorite schist on a metre-scale; locally lineated,"gneiss,granodiorite,schist",152850.75004731736,,Courin Granodiorite,,,metamonzogranite,metagranodiorite,meta-igneous felsic intrusive,meta-igneous felsic intrusive
2174,A-ANed-mog,Edamurta Gabbro,"Metagabbro, typically deformed with greenschist to amphibolite facies assemblages; locally with relict igneous texture; locally garnet-bearing","metagabbro,amphibolite",113498.81503605515,,Edamurta Gabbro,,,metagabbro,,meta-igneous mafic intrusive,
2106,A-ANed-oad,Edamurta Gabbro,Anorthosite to leucogabbro with distinctive euhedral plagioclase megacrysts up to 20 mm long; metamorphosed,"anorthosite,leucogabbro",113534.89203695691,,Edamurta Gabbro,,,anorthosite,,igneous mafic intrusive,
