,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
6743,2670,2470324,44,49.0,EOH; INSITU MINERALISED BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
