,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
2183,592,2181899,36,38.0,ochrerous goethitic shale,mudstone,101,mudstone,clastic,sedimentary_rock
2184,592,2181899,38,40.0,ochrerous goethitic shale,mudstone,101,mudstone,clastic,sedimentary_rock
2185,592,2181899,42,44.0,ochrerous goethitic shale,mudstone,101,mudstone,clastic,sedimentary_rock
2186,592,2181899,44,46.0,ochrerous goethitic shale,mudstone,101,mudstone,clastic,sedimentary_rock
2187,592,2181899,46,48.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2188,592,2181899,48,50.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2189,592,2181899,50,52.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2190,592,2181899,52,54.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2191,592,2181899,54,56.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2192,592,2181899,56,58.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2193,592,2181899,58,60.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2194,592,2181899,60,62.0,or denatured chert,chert,101,chert,siliceous,sedimentary_rock
2195,592,2181899,62,64.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2196,592,2181899,64,66.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2197,592,2181899,66,68.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2198,592,2181899,68,70.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
2199,592,2181899,70,72.0,EOH; unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
