,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
5512,592,2182273,42,44.0,POSSIBLY Mn SHALE???,mudstone,101,mudstone,clastic,sedimentary_rock
5513,592,2182273,44,46.0,POSSIBLY Mn SHALE???,mudstone,101,mudstone,clastic,sedimentary_rock
5514,592,2182273,46,48.0,POSSIBLY Mn SHALE???,mudstone,101,mudstone,clastic,sedimentary_rock
5515,592,2182273,48,50.0,POSSIBLY Mn SHALE???,mudstone,101,mudstone,clastic,sedimentary_rock
5516,592,2182273,50,52.0,10% SHALE POSSIBLY Mn SHALE???,mudstone,101,mudstone,clastic,sedimentary_rock
5517,592,2182273,52,54.0,POSSIBLY Mn SHALE???,mudstone,101,mudstone,clastic,sedimentary_rock
5518,592,2182273,54,56.0,POSSIBLY Mn SHALE???,mudstone,101,mudstone,clastic,sedimentary_rock
5519,592,2182273,56,58.0,POSSIBLY Mn SHALE???,mudstone,101,mudstone,clastic,sedimentary_rock
5520,592,2182273,58,60.0,VERY FINE MINERALISATION POSSIBLY Mn SHALE,mudstone,101,mudstone,clastic,sedimentary_rock
5521,592,2182273,60,62.0,QUITE SILICEOUS? Mn SHALE??,mudstone,101,mudstone,clastic,sedimentary_rock
5522,592,2182273,62,64.0,QUITE SILICEOUS? Mn SHALE??,mudstone,101,mudstone,clastic,sedimentary_rock
