,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
5107,592,2182203,18,20.0,White clays,mud,101,mud,sediment_clastic,sediment
5108,592,2182203,20,22.0,White clays,mud,101,mud,sediment_clastic,sediment
5109,592,2182203,22,24.0,White clays,mud,101,mud,sediment_clastic,sediment
5110,592,2182203,24,26.0,White clays,mud,101,mud,sediment_clastic,sediment
5111,592,2182203,26,28.0,White clays,mud,101,mud,sediment_clastic,sediment
5112,592,2182203,28,30.0,White clays,mud,101,mud,sediment_clastic,sediment
5113,592,2182203,30,32.0,White clays,mud,101,mud,sediment_clastic,sediment
5114,592,2182203,32,34.0,White clays,mud,101,mud,sediment_clastic,sediment
5115,592,2182203,34,36.0,White clays,mud,101,mud,sediment_clastic,sediment
5116,592,2182203,36,38.0,White clays,mud,101,mud,sediment_clastic,sediment
5117,592,2182203,38,40.0,White clays,mud,101,mud,sediment_clastic,sediment
5118,592,2182203,40,42.0,White clays,mud,101,mud,sediment_clastic,sediment
