,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
4897,592,2182188,50,52.0,unenriched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
4898,592,2182188,52,54.0,unenriched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
4899,592,2182188,54,56.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4900,592,2182188,56,58.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4901,592,2182188,58,60.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4902,592,2182188,60,62.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4903,592,2182188,62,64.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4904,592,2182188,64,66.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4905,592,2182188,66,68.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4906,592,2182188,68,70.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4907,592,2182188,70,72.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4908,592,2182188,72,74.0,clay weathered BIF - low grade?,mud,100,mud,sediment_clastic,sediment
4909,592,2182188,88,90.0,clay after ferruginous shale,mudstone,101,mudstone,clastic,sedimentary_rock
4910,592,2182188,94,96.0,unenrched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
4911,592,2182188,96,98.0,unenrched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
4912,592,2182188,98,100.0,unenrched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
4913,592,2182188,100,102.0,unenrched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
4914,592,2182188,102,104.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
4915,592,2182188,104,106.0,unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
4916,592,2182188,106,108.0,EOH; unenriched cherty BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
