,Company_ID,CollarID,Fromdepth,Todepth,Comment,CET_Comment,Comment_Score,detailed_lithology,lithology_subgroup,lithology_group
3516,592,2182082,16,18.0,Hard clay with fine grits,mud,100,mud,sediment_clastic,sediment
3517,592,2182082,18,20.0,Puggy clay with fine grits,mud,100,mud,sediment_clastic,sediment
3518,592,2182082,20,22.0,Puggy clay with Hematitic or other FeO pisoids. Hard to sieve.,mud,100,mud,sediment_clastic,sediment
3519,592,2182082,22,24.0,Puggy clay with hematitic small grits,mud,100,mud,sediment_clastic,sediment
3520,592,2182082,30,32.0,Heterogenous mix of transporte chert and FeO,chert,100,chert,siliceous,sedimentary_rock
3521,592,2182082,32,34.0,In clay,mud,101,mud,sediment_clastic,sediment
3522,592,2182082,34,36.0,Angular frags. Less clay. Heterogenous. Possibly detritaL?,mud,100,mud,sediment_clastic,sediment
3523,592,2182082,36,38.0,Hematite - 70%. In some clay. Detrital? Or start of insitu?,mud,100,mud,sediment_clastic,sediment
3524,592,2182082,46,48.0,Goethite in clay,mud,101,mud,sediment_clastic,sediment
3525,592,2182082,48,50.0,G - 70% with softer smaller frags F? Could be as 40% clay,mud,101,mud,sediment_clastic,sediment
3526,592,2182082,50,52.0,Hematite in clay,mud,101,mud,sediment_clastic,sediment
3527,592,2182082,52,54.0,Hematite in clay after shale - shaley bits < 20%,mud,101,mud,sediment_clastic,sediment
3528,592,2182082,54,56.0,This and previous 20m - highly weathered. In clay. Surficial horizon? Detrital still?,mud,100,mud,sediment_clastic,sediment
3529,592,2182082,58,60.0,Possibly McLeod. Chert <10% with G that is mostly siliceous,chert,100,chert,siliceous,sedimentary_rock
3530,592,2182082,60,62.0,Small frags - cherty BIF?,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
3531,592,2182082,64,66.0,<30% G. Biffy chert,chert,101,chert,siliceous,sedimentary_rock
3532,592,2182082,76,78.0,<30% G. Biffy chert,chert,101,chert,siliceous,sedimentary_rock
3533,592,2182082,78,80.0,<30% G. Biffy chert,chert,101,chert,siliceous,sedimentary_rock
3534,592,2182082,80,82.0,Microbanded Chert 40% with FeO - Hematite - bands,chert,100,chert,siliceous,sedimentary_rock
3535,592,2182082,82,84.0,Microbanded Chert 40% with FeO - Hematite - bands,chert,100,chert,siliceous,sedimentary_rock
3536,592,2182082,126,128.0,Also trace chert,chert,101,chert,siliceous,sedimentary_rock
3537,592,2182082,132,134.0,Also trace chert,chert,101,chert,siliceous,sedimentary_rock
3538,592,2182082,134,136.0,Also trace chert,chert,101,chert,siliceous,sedimentary_rock
3539,592,2182082,140,142.0,This zone: mody enriched BIF,banded_iron_formation,101,banded_iron_formation,ore,mineralisation
3540,592,2182082,156,158.0,This zone: D and Q associated with fault and unconformity?,fault,100,fault,breaks,texture_structure
3541,592,2182082,158,160.0,Vein quartz? With goethd chert? No fizz,chert,100,chert,siliceous,sedimentary_rock
