,Unnamed: 0,Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,CET_Litho,Score,Level_3,Level_2,Level_1,xbt,ybt,zbt,xmt,ymt,zmt,xet,yet,zet,Unnamed: 20
1849,1935,1621,1233207,0.0,1.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478027.83287111885,6771009.056835352,431.426,478027.5823884296,6771009.059021283,430.9932729716895,478027.3348713139,6771009.061181333,430.5588427410604,
1850,1936,1621,1233207,1.0,2.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478027.3348713139,6771009.061181333,430.5588427410604,478027.0903676068,6771009.063315084,430.1227093056243,478026.8489269351,6771009.065422105,429.684872662688,
1851,1937,1621,1233207,2.0,3.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478026.8489269351,6771009.065422105,429.684872662688,478026.6106008398,6771009.067501945,429.2453328093305,478026.37544291065,6771009.069554137,428.8040897423769,
1852,1938,1621,1233207,3.0,4.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478026.37544291065,6771009.069554137,428.8040897423769,478026.1435089344,6771009.071578195,428.3611434583677,478025.9148570584,6771009.073573612,427.916493953524,
1853,1939,1621,1233207,4.0,5.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478025.9148570584,6771009.073573612,427.916493953524,478025.6895479728,6771009.0755398525,427.4701412237066,478025.467645111,6771009.077476371,427.02208526436925,
1854,1940,1621,1233207,5.0,6.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478025.467645111,6771009.077476371,427.02208526436925,478025.2492148765,6771009.079382584,426.5723260705031,478025.0343268931,6771009.0812578825,426.1208636365715,
1855,1941,1621,1233207,6.0,7.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478025.0343268931,6771009.0812578825,426.1208636365715,478024.8230542892,6771009.083101631,425.6676979564341,478024.61547401646,6771009.084913158,425.21282902325447,
1856,1942,1621,1233207,7.0,9.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478024.61547401646,6771009.084913158,425.21282902325447,478024.21175649686,6771009.0884363465,424.29796508592574,478023.8238499253,6771009.091821558,423.3762865461149,
1857,1943,1621,1233207,9.0,10.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478023.8238499253,6771009.091821558,423.3762865461149,478023.6360478152,6771009.093460483,422.91290121177695,478023.4525043944,6771009.095062241,422.44781256072815,
1858,1944,1621,1233207,10.0,11.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478023.4525043944,6771009.095062241,422.44781256072815,478023.2733371088,6771009.09662581,421.9810205764404,478023.0986722431,6771009.098150088,421.5125252397039,
1859,1945,1621,1233207,11.0,12.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478023.0986722431,6771009.098150088,421.5125252397039,478022.92864612857,6771009.099633883,421.0423265280132,478022.7634065965,6771009.101075907,420.570424414767,
1860,1946,1621,1233207,12.0,13.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478022.7634065965,6771009.101075907,420.570424414767,478022.603114745,6771009.102474753,420.0968188682105,478022.44794711366,6771009.103828881,419.62150985001176,
1861,1947,1621,1233207,13.0,14.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478022.44794711366,6771009.103828881,419.62150985001176,478022.2980983945,6771009.105136591,419.1444973133096,478022.1537848634,6771009.106395996,418.66578119998,
1862,1948,1621,1233207,14.0,15.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478022.1537848634,6771009.106395996,418.66578119998,478022.01524879993,6771009.107604982,418.1853614367099,478021.882764295,6771009.108761158,417.7032379291984,
1863,1949,1621,1233207,15.0,16.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.882764295,6771009.108761158,417.7032379291984,478021.7566450658,6771009.109861783,417.2194105532921,478021.6372552728,6771009.110903682,416.73387914088767,
1864,1950,1621,1233207,16.0,17.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.6372552728,6771009.110903682,416.73387914088767,478021.5250250138,6771009.111883101,416.2466434563869,478021.4204734903,6771009.1127955085,415.7577031549168,
1865,1951,1621,1233207,19.0,20.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.1026208455,6771009.115569367,413.7837445092266,478021.0528687484,6771009.116003548,413.2862506612014,478021.0322407423,6771009.116183565,412.7868185086973,
1866,1952,1621,1233207,20.0,21.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.0322407423,6771009.116183565,412.7868185086973,478021.0322407422,6771009.116183565,412.2868185086973,478021.0322407421,6771009.116183565,411.7868185086973,
1867,1953,1621,1233207,21.0,22.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.0322407421,6771009.116183565,411.7868185086973,478021.0322407419,6771009.116183565,411.2868185086973,478021.03224074177,6771009.116183565,410.7868185086973,
1868,1954,1621,1233207,22.0,23.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.03224074177,6771009.116183565,410.7868185086973,478021.0322407417,6771009.116183565,410.2868185086973,478021.0322407416,6771009.116183565,409.7868185086973,
1869,1955,1621,1233207,23.0,24.0,Slc,claystone mudstone,mudstone,101,mudstone,clastic,sedimentary rock,478021.0322407416,6771009.116183565,409.7868185086973,478021.0322407415,6771009.116183565,409.2868185086973,478021.0322407414,6771009.116183565,408.7868185086973,
1870,1956,1621,1233207,24.0,25.0,Slc,claystone mudstone,mudstone,101,mudstone,clastic,sedimentary rock,478021.0322407414,6771009.116183565,408.7868185086973,478021.0322407413,6771009.116183565,408.2868185086973,478021.0322407411,6771009.116183565,407.7868185086973,
1871,1957,1621,1233207,25.0,26.0,Slc,claystone mudstone,mudstone,101,mudstone,clastic,sedimentary rock,478021.0322407411,6771009.116183565,407.7868185086973,478021.032240741,6771009.116183565,407.2868185086973,478021.03224074095,6771009.116183565,406.7868185086973,
1872,1958,1621,1233207,26.0,27.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.03224074095,6771009.116183565,406.7868185086973,478021.0322407408,6771009.116183565,406.2868185086973,478021.0322407407,6771009.116183565,405.7868185086973,
1873,1959,1621,1233207,27.0,29.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.0322407407,6771009.116183565,405.7868185086973,478021.0322407404,6771009.116183565,404.7868185086973,478021.03224074026,6771009.116183565,403.7868185086973,
1874,1960,1621,1233207,29.0,30.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.03224074026,6771009.116183565,403.7868185086973,478021.03224074026,6771009.116183565,403.2868185086973,478021.03224074,6771009.116183565,402.7868185086973,
1875,1961,1621,1233207,30.0,31.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.03224074,6771009.116183565,402.7868185086973,478021.0322407399,6771009.116183565,402.2868185086973,478021.0322407398,6771009.116183565,401.7868185086973,
1876,1962,1621,1233207,31.0,32.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.0322407398,6771009.116183565,401.7868185086973,478021.0322407397,6771009.116183565,401.2868185086973,478021.0322407396,6771009.116183565,400.7868185086973,
1877,1963,1621,1233207,32.0,36.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478021.0322407396,6771009.116183565,400.7868185086973,478021.0322407392,6771009.116183565,398.7868185086973,478021.0322407387,6771009.116183565,396.7868185086973,
