,Unnamed: 0,Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,CET_Litho,Score,Level_3,Level_2,Level_1,xbt,ybt,zbt,xmt,ymt,zmt,xet,yet,zet,Unnamed: 20
1749,1833,1621,1233153,0.0,9.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.798323722,374.132,478416.72182212205,6771009.808582697,369.6320117798757,478416.72182212205,6771009.814813929,365.13201632667887,
1750,1834,1621,1233153,9.0,11.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.814813929,365.13201632667887,478416.72182212205,6771009.81522787,364.1320164409102,478416.72182212205,6771009.81522787,363.1320164409102,
1751,1835,1621,1233153,11.0,21.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.81522787,363.1320164409102,478416.72182212205,6771009.815227871,358.1320164409101,478416.72182212205,6771009.815227873,353.1320164409101,
1752,1836,1621,1233153,21.0,28.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.815227873,353.1320164409101,478416.72182212205,6771009.815227873,349.6320164409101,478416.72182212205,6771009.815227874,346.1320164409101,
1753,1837,1621,1233153,28.0,41.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.815227874,346.1320164409101,478416.72182212205,6771009.815227875,339.6320164409101,478416.72182212205,6771009.815227876,333.1320164409101,
1754,1838,1621,1233153,41.0,52.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.815227876,333.1320164409101,478416.72182212205,6771009.815227877,327.6320164409101,478416.72182212205,6771009.815227877,322.1320164409101,
1755,1839,1621,1233153,52.0,70.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.815227877,322.1320164409101,478416.72182212205,6771009.81522788,313.1320164409101,478416.72182212205,6771009.815227883,304.1320164409101,
1756,1840,1621,1233153,70.0,88.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.815227883,304.1320164409101,478416.72182212205,6771009.815227884,295.1320164409101,478416.72182212205,6771009.815227887,286.1320164409101,
1757,1841,1621,1233153,88.0,121.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.815227887,286.1320164409101,478416.72182212205,6771009.8152278885,269.6320164409101,478416.72182212205,6771009.815227892,253.1320164409101,
1758,1842,1621,1233153,121.0,145.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,478416.72182212205,6771009.815227892,253.1320164409101,478416.72182212205,6771009.815227895,241.1320164409101,478416.72182212205,6771009.815227898,229.1320164409101,
1759,1843,1621,1233153,145.0,155.0,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial,478416.72182212205,6771009.815227898,229.1320164409101,478416.72182212205,6771009.815227898,224.1320164409101,478416.72182212205,6771009.815227899,219.1320164409101,
1760,1844,1621,1233153,155.0,180.0,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,478416.72182212205,6771009.815227899,219.1320164409101,478416.72182212205,6771009.815227903,206.6320164409101,478416.72182212205,6771009.815227901,194.1320164409101,
