,Unnamed: 0,Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,CET_Litho,Score,Level_3,Level_2,Level_1,xbt,ybt,zbt,xmt,ymt,zmt,xet,yet,zet,Unnamed: 20
3196,3284,1621,1233227,4.0,10.0,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482786.0020461996,6775746.726425407,367.15703019539353,482786.9553331385,6775745.759734277,364.4821647869617,482787.8086519807,6775744.894416894,361.7397630422025,
3197,3285,1621,1233227,10.0,54.0,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482787.8086519807,6775744.894416894,361.7397630422025,482790.77857534005,6775741.88273336,340.2915988150457,482790.7785753432,6775741.882733356,318.2915988150457,
3198,3286,1621,1233227,54.0,57.0,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482790.7785753432,6775741.882733356,318.2915988150457,482790.77857534325,6775741.882733356,316.7915988150457,482790.7785753436,6775741.882733355,315.2915988150457,
3199,3287,1621,1233227,57.0,59.0,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482790.7785753436,6775741.882733355,315.2915988150457,482790.77857534366,6775741.882733355,314.2915988150457,482790.77857534384,6775741.882733355,313.2915988150457,
3200,3288,1621,1233227,59.0,64.0,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482790.77857534384,6775741.882733355,313.2915988150457,482790.7785753442,6775741.882733355,310.7915988150457,482790.7785753445,6775741.882733353,308.2915988150457,
3201,3289,1621,1233227,64.0,90.0,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482790.7785753445,6775741.882733353,308.2915988150457,482790.7785753461,6775741.8827333525,295.2915988150457,482790.7785753477,6775741.88273335,282.2915988150457,
3202,3290,1621,1233227,90.0,92.0,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482790.7785753477,6775741.88273335,282.2915988150457,482790.7785753478,6775741.88273335,281.2915988150457,482790.7785753479,6775741.88273335,280.2915988150457,
3203,3291,1621,1233227,92.8,93.16,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482790.778575348,6775741.88273335,279.4915988150457,482790.778575348,6775741.88273335,279.3115988150457,482790.778575348,6775741.88273335,279.1315988150457,
3204,3292,1621,1233227,93.16,93.6,Sc,conglomerate,conglomerate,101,conglomerate,clastic,sedimentary rock,482790.778575348,6775741.88273335,279.1315988150457,482790.778575348,6775741.88273335,278.91159881504564,482790.77857534814,6775741.88273335,278.6915988150457,
3205,3293,1621,1233227,93.6,98.5,Spt,siltstone,mudstone,101,mudstone,clastic,sedimentary rock,482790.77857534814,6775741.88273335,278.6915988150457,482790.7785753484,6775741.88273335,276.2415988150457,482790.7785753486,6775741.882733349,273.79159881504563,
3206,3294,1621,1233227,98.5,100.25,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482790.7785753486,6775741.882733349,273.79159881504563,482790.7785753487,6775741.882733349,272.91659881504563,482790.7785753488,6775741.882733349,272.04159881504563,
3207,3295,1621,1233227,100.25,108.0,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482790.7785753488,6775741.882733349,272.04159881504563,482790.7785753492,6775741.882733348,268.16659881504563,482790.7785753497,6775741.882733348,264.29159881504563,
3208,3296,1621,1233227,108.0,111.02,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482790.7785753497,6775741.882733348,264.29159881504563,482790.7785753498,6775741.882733348,262.78159881504564,482790.77857535,6775741.882733348,261.27159881504565,
3209,3297,1621,1233227,111.02,114.4,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482790.77857535,6775741.882733348,261.27159881504565,482790.77857535024,6775741.882733348,259.58159881504565,482790.7785753504,6775741.882733346,257.8915988150456,
3210,3298,1621,1233227,114.4,123.7,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482790.7785753504,6775741.882733346,257.8915988150456,482790.7785753509,6775741.882733345,253.2415988150456,482790.7785753514,6775741.882733344,248.5915988150456,
3211,3299,1621,1233227,123.7,190.5,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482790.7785753514,6775741.882733344,248.5915988150456,482790.7785753553,6775741.8827333385,215.1915988150457,482790.77857535897,6775741.882733333,181.79159881504563,
3212,3300,1621,1233227,190.5,196.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482790.77857535897,6775741.882733333,181.79159881504563,482790.7785753593,6775741.882733333,179.04159881504563,482790.77857535967,6775741.882733333,176.29159881504563,
3213,3301,1621,1233227,196.0,234.44,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482790.77857535967,6775741.882733333,176.29159881504563,482790.7785753619,6775741.882733329,157.07159881504563,482790.7785753642,6775741.882733325,137.85159881504563,
3214,3302,1621,1233227,234.44,245.7,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482790.7785753642,6775741.882733325,137.85159881504563,482790.7785753648,6775741.882733325,132.22159881504564,482790.7785753655,6775741.882733324,126.59159881504564,
3215,3303,1621,1233227,245.7,260.1,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,482790.7785753655,6775741.882733324,126.59159881504564,482790.7785753651,6775741.882733325,119.39159881504564,482790.77857536345,6775741.882733326,112.19159881504558,
