,Unnamed: 0,Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,CET_Litho,Score,Level_3,Level_2,Level_1,xbt,ybt,zbt,xmt,ymt,zmt,xet,yet,zet,Unnamed: 20
1503,1585,1621,1233121,0.0,19.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.031352877,403.327,482590.459074809,6775493.038453732,393.8270030099421,482590.459074809,6775493.03975137,384.3270031281081,
1504,1586,1621,1233121,19.0,20.0,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482590.459074809,6775493.03975137,384.3270031281081,482590.459074809,6775493.03975137,383.8270031281081,482590.459074809,6775493.03975137,383.3270031281081,
1505,1587,1621,1233121,20.0,21.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.03975137,383.3270031281081,482590.459074809,6775493.03975137,382.8270031281081,482590.459074809,6775493.03975137,382.3270031281081,
1506,1588,1621,1233121,21.0,23.0,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482590.459074809,6775493.03975137,382.3270031281081,482590.459074809,6775493.03975137,381.3270031281081,482590.459074809,6775493.03975137,380.3270031281081,
1507,1589,1621,1233121,23.0,26.0,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482590.459074809,6775493.03975137,380.3270031281081,482590.459074809,6775493.03975137,378.8270031281081,482590.459074809,6775493.03975137,377.3270031281081,
1508,1590,1621,1233121,26.0,52.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.03975137,377.3270031281081,482590.459074809,6775493.039751372,364.3270031281081,482590.459074809,6775493.039751376,351.3270031281081,
1509,1591,1621,1233121,52.0,55.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.039751376,351.3270031281081,482590.459074809,6775493.039751376,349.8270031281081,482590.459074809,6775493.039751378,348.3270031281081,
1510,1592,1621,1233121,55.0,58.0,S,massive sulphides,massive_sulphide,91,massive_sulphide,ore,mineralisation,482590.459074809,6775493.039751378,348.3270031281081,482590.459074809,6775493.039751378,346.8270031281081,482590.459074809,6775493.039751378,345.3270031281081,
1511,1593,1621,1233121,58.0,70.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.039751378,345.3270031281081,482590.459074809,6775493.039751379,339.3270031281081,482590.459074809,6775493.039751382,333.3270031281081,
1512,1594,1621,1233121,70.0,86.0,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482590.459074809,6775493.039751382,333.3270031281081,482590.459074809,6775493.039751383,325.3270031281081,482590.459074809,6775493.039751384,317.3270031281081,
1513,1595,1621,1233121,86.0,89.0,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482590.459074809,6775493.039751384,317.3270031281081,482590.459074809,6775493.039751384,315.8270031281081,482590.459074809,6775493.039751385,314.3270031281081,
1514,1596,1621,1233121,89.0,92.0,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482590.459074809,6775493.039751385,314.3270031281081,482590.459074809,6775493.039751385,312.8270031281081,482590.459074809,6775493.039751384,311.3270031281081,
1515,1597,1621,1233121,92.0,99.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.039751384,311.3270031281081,482590.459074809,6775493.039751383,307.8270031281081,482590.459074809,6775493.039751383,304.3270031281081,
1516,1598,1621,1233121,99.0,100.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.039751383,304.3270031281081,482590.459074809,6775493.039751383,303.8270031281081,482590.459074809,6775493.039751383,303.3270031281081,
1517,1599,1621,1233121,100.0,102.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.039751383,303.3270031281081,482590.459074809,6775493.039751383,302.3270031281081,482590.459074809,6775493.039751382,301.3270031281081,
1518,1600,1621,1233121,102.0,104.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.039751382,301.3270031281081,482590.459074809,6775493.039751382,300.3270031281081,482590.459074809,6775493.03975138,299.3270031281081,
1519,1601,1621,1233121,104.0,106.0,Sif,iron-formation,banded_iron_formation,90,banded_iron_formation,ore,mineralisation,482590.459074809,6775493.03975138,299.3270031281081,482590.459074809,6775493.03975138,298.3270031281081,482590.459074809,6775493.039751379,297.3270031281081,
1520,1602,1621,1233121,106.0,120.0,Ssh,shale,mudstone,101,mudstone,clastic,sedimentary rock,482590.459074809,6775493.039751379,297.3270031281081,482590.459074809,6775493.039751376,290.3270031281081,482590.459074809,6775493.039751372,283.3270031281081,
