,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
17897,592,2182283,104.0,106.0,Stratigraphy,Mt Newman,34532084
17899,592,2182283,100.0,102.0,Stratigraphy,Mt Newman,34532082
17901,592,2182283,96.0,98.0,Stratigraphy,Mt Newman,34532080
17902,592,2182283,94.0,96.0,Stratigraphy,Mt Newman,34532079
17905,592,2182283,88.0,90.0,Stratigraphy,Mt Newman,34532076
17907,592,2182283,84.0,86.0,Stratigraphy,Mt Newman,34532074
17909,592,2182283,80.0,82.0,Stratigraphy,Mt Newman,34532072
17910,592,2182283,78.0,80.0,Stratigraphy,Mt Newman,34532071
17913,592,2182283,68.0,70.0,Stratigraphy,TransCover,34532066
17915,592,2182283,64.0,66.0,Stratigraphy,TransCover,34532064
17917,592,2182283,60.0,62.0,Stratigraphy,TransCover,34532062
17918,592,2182283,58.0,60.0,Stratigraphy,TransCover,34532061
17921,592,2182283,52.0,54.0,Stratigraphy,TransCover,34532058
17922,592,2182283,50.0,52.0,Stratigraphy,TransCover,34532057
17923,592,2182283,48.0,50.0,Stratigraphy,TransCover,34532056
17925,592,2182283,44.0,46.0,Stratigraphy,TransCover,34532054
17929,592,2182283,36.0,38.0,Stratigraphy,TransCover,34532050
17931,592,2182283,32.0,34.0,Stratigraphy,TransCover,34532048
17933,592,2182283,28.0,30.0,Stratigraphy,TransCover,34532046
17934,592,2182283,26.0,28.0,Stratigraphy,TransCover,34532045
17937,592,2182283,20.0,22.0,Stratigraphy,TransCover,34532042
17939,592,2182283,16.0,18.0,Stratigraphy,TransCover,34532040
17941,592,2182283,12.0,14.0,Stratigraphy,TransCover,34532038
17942,592,2182283,10.0,12.0,Stratigraphy,TransCover,34532037
17945,592,2182283,4.0,6.0,Stratigraphy,TransCover,34532034
17947,592,2182283,0.0,2.0,Stratigraphy,TransCover,34532032
31145,592,2182283,102.0,104.0,Stratigraphy,Mt Newman,34532083
31146,592,2182283,98.0,100.0,Stratigraphy,Mt Newman,34532081
31149,592,2182283,86.0,88.0,Stratigraphy,Mt Newman,34532075
31150,592,2182283,82.0,84.0,Stratigraphy,Mt Newman,34532073
31153,592,2182283,66.0,68.0,Stratigraphy,TransCover,34532065
31154,592,2182283,62.0,64.0,Stratigraphy,TransCover,34532063
31158,592,2182283,46.0,48.0,Stratigraphy,TransCover,34532055
31159,592,2182283,42.0,44.0,Stratigraphy,TransCover,34532053
31161,592,2182283,34.0,36.0,Stratigraphy,TransCover,34532049
31162,592,2182283,30.0,32.0,Stratigraphy,TransCover,34532047
31165,592,2182283,18.0,20.0,Stratigraphy,TransCover,34532041
31166,592,2182283,14.0,16.0,Stratigraphy,TransCover,34532039
31169,592,2182283,2.0,4.0,Stratigraphy,TransCover,34532033
32097,592,2182283,6.0,8.0,Stratigraphy,TransCover,34532035
32098,592,2182283,8.0,10.0,Stratigraphy,TransCover,34532036
32100,592,2182283,22.0,24.0,Stratigraphy,TransCover,34532043
32101,592,2182283,24.0,26.0,Stratigraphy,TransCover,34532044
32104,592,2182283,38.0,40.0,Stratigraphy,TransCover,34532051
32105,592,2182283,40.0,42.0,Stratigraphy,TransCover,34532052
32108,592,2182283,54.0,56.0,Stratigraphy,TransCover,34532059
32109,592,2182283,56.0,58.0,Stratigraphy,TransCover,34532060
32112,592,2182283,70.0,72.0,Stratigraphy,TransCover,34532067
32113,592,2182283,72.0,74.0,Stratigraphy,TransCover,34532068
32115,592,2182283,90.0,92.0,Stratigraphy,Mt Newman,34532077
32116,592,2182283,92.0,94.0,Stratigraphy,Mt Newman,34532078
32119,592,2182283,106.0,108.0,Stratigraphy,Mt Newman,34532085
32120,592,2182283,108.0,110.0,Stratigraphy,Mt Newman,34532086
32122,592,2182283,110.0,112.0,Stratigraphy,Mt Newman,34532087
32123,592,2182283,112.0,114.0,Stratigraphy,Mt Newman,34532088
47794,592,2182283,104.0,106.0,Stratigraphy,Mt Newman,34532084
47796,592,2182283,100.0,102.0,Stratigraphy,Mt Newman,34532082
47798,592,2182283,96.0,98.0,Stratigraphy,Mt Newman,34532080
47799,592,2182283,94.0,96.0,Stratigraphy,Mt Newman,34532079
47802,592,2182283,88.0,90.0,Stratigraphy,Mt Newman,34532076
47804,592,2182283,84.0,86.0,Stratigraphy,Mt Newman,34532074
47806,592,2182283,80.0,82.0,Stratigraphy,Mt Newman,34532072
47807,592,2182283,78.0,80.0,Stratigraphy,Mt Newman,34532071
47810,592,2182283,68.0,70.0,Stratigraphy,TransCover,34532066
47812,592,2182283,64.0,66.0,Stratigraphy,TransCover,34532064
47814,592,2182283,60.0,62.0,Stratigraphy,TransCover,34532062
47815,592,2182283,58.0,60.0,Stratigraphy,TransCover,34532061
47818,592,2182283,52.0,54.0,Stratigraphy,TransCover,34532058
47819,592,2182283,50.0,52.0,Stratigraphy,TransCover,34532057
47820,592,2182283,48.0,50.0,Stratigraphy,TransCover,34532056
47822,592,2182283,44.0,46.0,Stratigraphy,TransCover,34532054
47826,592,2182283,36.0,38.0,Stratigraphy,TransCover,34532050
47828,592,2182283,32.0,34.0,Stratigraphy,TransCover,34532048
47830,592,2182283,28.0,30.0,Stratigraphy,TransCover,34532046
47831,592,2182283,26.0,28.0,Stratigraphy,TransCover,34532045
47834,592,2182283,20.0,22.0,Stratigraphy,TransCover,34532042
47836,592,2182283,16.0,18.0,Stratigraphy,TransCover,34532040
47838,592,2182283,12.0,14.0,Stratigraphy,TransCover,34532038
47839,592,2182283,10.0,12.0,Stratigraphy,TransCover,34532037
47842,592,2182283,4.0,6.0,Stratigraphy,TransCover,34532034
47844,592,2182283,0.0,2.0,Stratigraphy,TransCover,34532032
61042,592,2182283,102.0,104.0,Stratigraphy,Mt Newman,34532083
61043,592,2182283,98.0,100.0,Stratigraphy,Mt Newman,34532081
61046,592,2182283,86.0,88.0,Stratigraphy,Mt Newman,34532075
61047,592,2182283,82.0,84.0,Stratigraphy,Mt Newman,34532073
61050,592,2182283,66.0,68.0,Stratigraphy,TransCover,34532065
61051,592,2182283,62.0,64.0,Stratigraphy,TransCover,34532063
61055,592,2182283,46.0,48.0,Stratigraphy,TransCover,34532055
61056,592,2182283,42.0,44.0,Stratigraphy,TransCover,34532053
61058,592,2182283,34.0,36.0,Stratigraphy,TransCover,34532049
61059,592,2182283,30.0,32.0,Stratigraphy,TransCover,34532047
61062,592,2182283,18.0,20.0,Stratigraphy,TransCover,34532041
61063,592,2182283,14.0,16.0,Stratigraphy,TransCover,34532039
61066,592,2182283,2.0,4.0,Stratigraphy,TransCover,34532033
61994,592,2182283,6.0,8.0,Stratigraphy,TransCover,34532035
61995,592,2182283,8.0,10.0,Stratigraphy,TransCover,34532036
61997,592,2182283,22.0,24.0,Stratigraphy,TransCover,34532043
61998,592,2182283,24.0,26.0,Stratigraphy,TransCover,34532044
62001,592,2182283,38.0,40.0,Stratigraphy,TransCover,34532051
62002,592,2182283,40.0,42.0,Stratigraphy,TransCover,34532052
62005,592,2182283,54.0,56.0,Stratigraphy,TransCover,34532059
62006,592,2182283,56.0,58.0,Stratigraphy,TransCover,34532060
62009,592,2182283,70.0,72.0,Stratigraphy,TransCover,34532067
62010,592,2182283,72.0,74.0,Stratigraphy,TransCover,34532068
62012,592,2182283,90.0,92.0,Stratigraphy,Mt Newman,34532077
62013,592,2182283,92.0,94.0,Stratigraphy,Mt Newman,34532078
62016,592,2182283,106.0,108.0,Stratigraphy,Mt Newman,34532085
62017,592,2182283,108.0,110.0,Stratigraphy,Mt Newman,34532086
62019,592,2182283,110.0,112.0,Stratigraphy,Mt Newman,34532087
62020,592,2182283,112.0,114.0,Stratigraphy,Mt Newman,34532088
