,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
15641,592,2182221,40.0,42.0,Stratigraphy,TransCover,34528478
15645,592,2182221,48.0,50.0,Stratigraphy,TransCover,34528482
15649,592,2182221,56.0,58.0,Stratigraphy,TransCover,34528486
15657,592,2182221,72.0,74.0,Stratigraphy,Mt Newman,34528494
15661,592,2182221,80.0,82.0,Stratigraphy,Mt Newman,34528498
15665,592,2182221,88.0,90.0,Stratigraphy,Mt Newman,34528502
15673,592,2182221,104.0,106.0,Stratigraphy,Mt Newman,34528510
15677,592,2182221,112.0,114.0,Stratigraphy,Mt Newman,34528514
15681,592,2182221,120.0,122.0,Stratigraphy,Mt Newman,34528518
15689,592,2182221,136.0,138.0,Stratigraphy,Mt Newman,34528526
15693,592,2182221,144.0,146.0,Stratigraphy,Mt Newman,34528530
15697,592,2182221,152.0,154.0,Stratigraphy,Mt Newman,34528534
18111,592,2182221,36.0,38.0,Stratigraphy,TransCover,34528476
27619,592,2182221,168.0,170.0,Stratigraphy,Mt Newman,34528542
28937,592,2182221,6.0,8.0,Stratigraphy,TransCover,34528461
30017,592,2182221,38.0,40.0,Stratigraphy,TransCover,34528477
30019,592,2182221,46.0,48.0,Stratigraphy,TransCover,34528481
30021,592,2182221,54.0,56.0,Stratigraphy,TransCover,34528485
30022,592,2182221,58.0,60.0,Stratigraphy,TransCover,34528487
30025,592,2182221,70.0,72.0,Stratigraphy,Mt Newman,34528493
30026,592,2182221,74.0,76.0,Stratigraphy,Mt Newman,34528495
30027,592,2182221,78.0,80.0,Stratigraphy,Mt Newman,34528497
30029,592,2182221,86.0,88.0,Stratigraphy,Mt Newman,34528501
30030,592,2182221,90.0,92.0,Stratigraphy,Mt Newman,34528503
30031,592,2182221,94.0,96.0,Stratigraphy,Mt Newman,34528505
30033,592,2182221,102.0,104.0,Stratigraphy,Mt Newman,34528509
30034,592,2182221,106.0,108.0,Stratigraphy,Mt Newman,34528511
30035,592,2182221,110.0,112.0,Stratigraphy,Mt Newman,34528513
30037,592,2182221,118.0,120.0,Stratigraphy,Mt Newman,34528517
30038,592,2182221,122.0,124.0,Stratigraphy,Mt Newman,34528519
30041,592,2182221,134.0,136.0,Stratigraphy,Mt Newman,34528525
30042,592,2182221,138.0,140.0,Stratigraphy,Mt Newman,34528527
