,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
66658,2670,2470363,45.0,56.0,Stratigraphy,Fortescue,38827598
66660,2670,2470363,38.0,41.0,Stratigraphy,Fortescue,38827595
66662,2670,2470363,26.0,30.0,Stratigraphy,TransCover,38827592
66663,2670,2470363,14.0,26.0,Stratigraphy,TransCover,38827591
69131,2670,2470363,3.0,7.0,Stratigraphy,TransCover,38827588
69132,2670,2470363,10.0,14.0,Stratigraphy,TD3,38827590
69134,2670,2470363,35.0,38.0,Stratigraphy,Fortescue,38827594
70475,2670,2470363,41.0,42.0,Stratigraphy,Fortescue,38827596
71713,2670,2470363,42.0,45.0,Stratigraphy,Fortescue,38827597
72385,2670,2470363,0.0,3.0,Stratigraphy,TransCover,38827587
73001,2670,2470363,30.0,35.0,Stratigraphy,Fortescue,38827593
73337,2670,2470363,7.0,10.0,Stratigraphy,TransCover,38827589
75626,2670,2470363,45.0,56.0,Stratigraphy,Fortescue,38827598
75628,2670,2470363,38.0,41.0,Stratigraphy,Fortescue,38827595
75630,2670,2470363,26.0,30.0,Stratigraphy,TransCover,38827592
75631,2670,2470363,14.0,26.0,Stratigraphy,TransCover,38827591
78099,2670,2470363,3.0,7.0,Stratigraphy,TransCover,38827588
78100,2670,2470363,10.0,14.0,Stratigraphy,TD3,38827590
78102,2670,2470363,35.0,38.0,Stratigraphy,Fortescue,38827594
79443,2670,2470363,41.0,42.0,Stratigraphy,Fortescue,38827596
80681,2670,2470363,42.0,45.0,Stratigraphy,Fortescue,38827597
81353,2670,2470363,0.0,3.0,Stratigraphy,TransCover,38827587
81969,2670,2470363,30.0,35.0,Stratigraphy,Fortescue,38827593
82305,2670,2470363,7.0,10.0,Stratigraphy,TransCover,38827589
