,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
15007,592,2182271,82.0,84.0,Stratigraphy,Mt Newman,34531449
15008,592,2182271,80.0,82.0,Stratigraphy,Mt Newman,34531448
15009,592,2182271,78.0,80.0,Stratigraphy,Mt Newman,34531447
15010,592,2182271,76.0,78.0,Stratigraphy,Mt Newman,34531446
15011,592,2182271,74.0,76.0,Stratigraphy,Mt Newman,34531445
15012,592,2182271,72.0,74.0,Stratigraphy,Mt Newman,34531444
15013,592,2182271,70.0,72.0,Stratigraphy,Mt Newman,34531443
15014,592,2182271,68.0,70.0,Stratigraphy,Mt Newman,34531442
15015,592,2182271,66.0,68.0,Stratigraphy,Mt Newman,34531441
15017,592,2182271,62.0,64.0,Stratigraphy,Mt Newman,34531439
15018,592,2182271,60.0,62.0,Stratigraphy,Mt Newman,34531438
15019,592,2182271,58.0,60.0,Stratigraphy,Mt Newman,34531437
15020,592,2182271,56.0,58.0,Stratigraphy,Mt Newman,34531436
15021,592,2182271,54.0,56.0,Stratigraphy,Mt Newman,34531435
15022,592,2182271,52.0,54.0,Stratigraphy,Mt Newman,34531434
15023,592,2182271,50.0,52.0,Stratigraphy,Mt Newman,34531433
15024,592,2182271,48.0,50.0,Stratigraphy,Mt Newman,34531432
15025,592,2182271,46.0,48.0,Stratigraphy,Mt Newman,34531431
15026,592,2182271,44.0,46.0,Stratigraphy,Mt Newman,34531430
15027,592,2182271,42.0,44.0,Stratigraphy,Mt Newman,34531429
15028,592,2182271,40.0,42.0,Stratigraphy,Mt Newman,34531428
15029,592,2182271,38.0,40.0,Stratigraphy,Mt Newman,34531427
15030,592,2182271,36.0,38.0,Stratigraphy,Mt Newman,34531426
15031,592,2182271,34.0,36.0,Stratigraphy,Mt Newman,34531425
15033,592,2182271,30.0,32.0,Stratigraphy,TransCover,34531423
15034,592,2182271,28.0,30.0,Stratigraphy,TransCover,34531422
15035,592,2182271,26.0,28.0,Stratigraphy,TransCover,34531421
15036,592,2182271,24.0,26.0,Stratigraphy,TransCover,34531420
15037,592,2182271,22.0,24.0,Stratigraphy,TransCover,34531419
