,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
13115,592,2181911,0.0,2.0,Stratigraphy,TransCover,34505873
13116,592,2181911,2.0,4.0,Stratigraphy,TransCover,34505874
13118,592,2181911,4.0,6.0,Stratigraphy,TransCover,34505875
13119,592,2181911,6.0,8.0,Stratigraphy,TransCover,34505876
13121,592,2181911,8.0,10.0,Stratigraphy,TransCover,34505877
13122,592,2181911,10.0,12.0,Stratigraphy,Mt Newman,34505878
13124,592,2181911,12.0,14.0,Stratigraphy,Mt Newman,34505879
13125,592,2181911,14.0,16.0,Stratigraphy,Mt Newman,34505880
13128,592,2181911,16.0,18.0,Stratigraphy,Mt Newman,34505881
13144,592,2181911,18.0,20.0,Stratigraphy,Mt Newman,34505882
13176,592,2181911,20.0,22.0,Stratigraphy,Mt Newman,34505883
13208,592,2181911,22.0,24.0,Stratigraphy,Mt Newman,34505884
13240,592,2181911,24.0,26.0,Stratigraphy,Mt Newman,34505885
13256,592,2181911,26.0,28.0,Stratigraphy,Mt Newman,34505886
13288,592,2181911,28.0,30.0,Stratigraphy,Mt Newman,34505887
13304,592,2181911,30.0,32.0,Stratigraphy,Mt Newman,34505888
13336,592,2181911,32.0,34.0,Stratigraphy,Mt Newman,34505889
13352,592,2181911,34.0,36.0,Stratigraphy,Mt Newman,34505890
13384,592,2181911,36.0,38.0,Stratigraphy,Mt Newman,34505891
13416,592,2181911,38.0,40.0,Stratigraphy,Mt Newman,34505892
13448,592,2181911,40.0,42.0,Stratigraphy,Mt Newman,34505893
13464,592,2181911,42.0,44.0,Stratigraphy,McLeod,34505894
13496,592,2181911,44.0,46.0,Stratigraphy,McLeod,34505895
13506,592,2181911,46.0,48.0,Stratigraphy,McLeod,34505896
13508,592,2181911,48.0,50.0,Stratigraphy,McLeod,34505897
13510,592,2181911,50.0,52.0,Stratigraphy,McLeod,34505898
13516,592,2181911,52.0,54.0,Stratigraphy,McLeod,34505899
13520,592,2181911,54.0,56.0,Stratigraphy,McLeod,34505900
13524,592,2181911,56.0,58.0,Stratigraphy,McLeod,34505901
13526,592,2181911,58.0,60.0,Stratigraphy,McLeod,34505902
43012,592,2181911,0.0,2.0,Stratigraphy,TransCover,34505873
43013,592,2181911,2.0,4.0,Stratigraphy,TransCover,34505874
43015,592,2181911,4.0,6.0,Stratigraphy,TransCover,34505875
43016,592,2181911,6.0,8.0,Stratigraphy,TransCover,34505876
43018,592,2181911,8.0,10.0,Stratigraphy,TransCover,34505877
43019,592,2181911,10.0,12.0,Stratigraphy,Mt Newman,34505878
43021,592,2181911,12.0,14.0,Stratigraphy,Mt Newman,34505879
43022,592,2181911,14.0,16.0,Stratigraphy,Mt Newman,34505880
43025,592,2181911,16.0,18.0,Stratigraphy,Mt Newman,34505881
43041,592,2181911,18.0,20.0,Stratigraphy,Mt Newman,34505882
43073,592,2181911,20.0,22.0,Stratigraphy,Mt Newman,34505883
43105,592,2181911,22.0,24.0,Stratigraphy,Mt Newman,34505884
43137,592,2181911,24.0,26.0,Stratigraphy,Mt Newman,34505885
43153,592,2181911,26.0,28.0,Stratigraphy,Mt Newman,34505886
43185,592,2181911,28.0,30.0,Stratigraphy,Mt Newman,34505887
43201,592,2181911,30.0,32.0,Stratigraphy,Mt Newman,34505888
43233,592,2181911,32.0,34.0,Stratigraphy,Mt Newman,34505889
43249,592,2181911,34.0,36.0,Stratigraphy,Mt Newman,34505890
43281,592,2181911,36.0,38.0,Stratigraphy,Mt Newman,34505891
43313,592,2181911,38.0,40.0,Stratigraphy,Mt Newman,34505892
43345,592,2181911,40.0,42.0,Stratigraphy,Mt Newman,34505893
43361,592,2181911,42.0,44.0,Stratigraphy,McLeod,34505894
43393,592,2181911,44.0,46.0,Stratigraphy,McLeod,34505895
43403,592,2181911,46.0,48.0,Stratigraphy,McLeod,34505896
43405,592,2181911,48.0,50.0,Stratigraphy,McLeod,34505897
43407,592,2181911,50.0,52.0,Stratigraphy,McLeod,34505898
43413,592,2181911,52.0,54.0,Stratigraphy,McLeod,34505899
43417,592,2181911,54.0,56.0,Stratigraphy,McLeod,34505900
43421,592,2181911,56.0,58.0,Stratigraphy,McLeod,34505901
43423,592,2181911,58.0,60.0,Stratigraphy,McLeod,34505902
