,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
67835,2670,2470163,100.0,102.0,Stratigraphy,Paraburdoo,38817081
67836,2670,2470163,94.0,96.0,Stratigraphy,Paraburdoo,38817075
67837,2670,2470163,84.0,86.0,Stratigraphy,Paraburdoo,38817065
67838,2670,2470163,76.0,78.0,Stratigraphy,Paraburdoo,38817057
67839,2670,2470163,70.0,72.0,Stratigraphy,Paraburdoo,38817051
67840,2670,2470163,64.0,66.0,Stratigraphy,Paraburdoo,38817045
67841,2670,2470163,62.0,64.0,Stratigraphy,Paraburdoo,38817043
67842,2670,2470163,48.0,50.0,Stratigraphy,TransCover,38817031
67843,2670,2470163,46.0,48.0,Stratigraphy,TransCover,38817030
67844,2670,2470163,36.0,38.0,Stratigraphy,TransCover,38817025
67845,2670,2470163,24.0,26.0,Stratigraphy,TransCover,38817019
67846,2670,2470163,16.0,18.0,Stratigraphy,TransCover,38817015
67847,2670,2470163,10.0,12.0,Stratigraphy,TransCover,38817012
67848,2670,2470163,4.0,6.0,Stratigraphy,TransCover,38817009
67849,2670,2470163,2.0,4.0,Stratigraphy,TransCover,38817008
67966,2670,2470163,0.0,2.0,Stratigraphy,TransCover,38817007
67967,2670,2470163,6.0,8.0,Stratigraphy,TransCover,38817010
67968,2670,2470163,14.0,16.0,Stratigraphy,TransCover,38817014
67969,2670,2470163,20.0,22.0,Stratigraphy,TransCover,38817017
67970,2670,2470163,34.0,36.0,Stratigraphy,TransCover,38817024
67971,2670,2470163,44.0,46.0,Stratigraphy,TransCover,38817029
67972,2670,2470163,52.0,54.0,Stratigraphy,Paraburdoo,38817033
67973,2670,2470163,54.0,56.0,Stratigraphy,UWA?,38817036
67974,2670,2470163,60.0,62.0,Stratigraphy,Paraburdoo,38817041
67975,2670,2470163,66.0,68.0,Stratigraphy,Paraburdoo,38817047
67976,2670,2470163,74.0,76.0,Stratigraphy,Paraburdoo,38817055
67977,2670,2470163,80.0,82.0,Stratigraphy,Paraburdoo,38817061
67978,2670,2470163,92.0,94.0,Stratigraphy,Paraburdoo,38817073
67979,2670,2470163,98.0,100.0,Stratigraphy,Paraburdoo,38817079
71063,2670,2470163,96.0,98.0,Stratigraphy,Paraburdoo,38817077
71064,2670,2470163,78.0,80.0,Stratigraphy,Paraburdoo,38817059
71065,2670,2470163,68.0,70.0,Stratigraphy,Paraburdoo,38817049
71066,2670,2470163,52.0,54.0,Stratigraphy,UWA?,38817034
71067,2670,2470163,38.0,40.0,Stratigraphy,TransCover,38817026
71068,2670,2470163,18.0,20.0,Stratigraphy,TransCover,38817016
71069,2670,2470163,8.0,10.0,Stratigraphy,TransCover,38817011
71129,2670,2470163,12.0,14.0,Stratigraphy,TransCover,38817013
71130,2670,2470163,32.0,34.0,Stratigraphy,TransCover,38817023
71131,2670,2470163,50.0,52.0,Stratigraphy,TransCover,38817032
71132,2670,2470163,58.0,60.0,Stratigraphy,UWA?,38817040
71133,2670,2470163,72.0,74.0,Stratigraphy,Paraburdoo,38817053
71134,2670,2470163,90.0,92.0,Stratigraphy,Paraburdoo,38817071
72677,2670,2470163,82.0,84.0,Stratigraphy,Paraburdoo,38817063
72678,2670,2470163,54.0,56.0,Stratigraphy,Paraburdoo,38817035
72679,2670,2470163,22.0,24.0,Stratigraphy,TransCover,38817018
72710,2670,2470163,30.0,32.0,Stratigraphy,TransCover,38817022
72711,2670,2470163,58.0,60.0,Stratigraphy,Paraburdoo,38817039
72712,2670,2470163,88.0,90.0,Stratigraphy,Paraburdoo,38817069
73484,2670,2470163,56.0,58.0,Stratigraphy,Paraburdoo,38817037
73500,2670,2470163,28.0,30.0,Stratigraphy,TransCover,38817021
73501,2670,2470163,86.0,88.0,Stratigraphy,Paraburdoo,38817067
73887,2670,2470163,56.0,58.0,Stratigraphy,UWA?,38817038
73895,2670,2470163,26.0,28.0,Stratigraphy,TransCover,38817020
76803,2670,2470163,100.0,102.0,Stratigraphy,Paraburdoo,38817081
76804,2670,2470163,94.0,96.0,Stratigraphy,Paraburdoo,38817075
76805,2670,2470163,84.0,86.0,Stratigraphy,Paraburdoo,38817065
76806,2670,2470163,76.0,78.0,Stratigraphy,Paraburdoo,38817057
76807,2670,2470163,70.0,72.0,Stratigraphy,Paraburdoo,38817051
76808,2670,2470163,64.0,66.0,Stratigraphy,Paraburdoo,38817045
76809,2670,2470163,62.0,64.0,Stratigraphy,Paraburdoo,38817043
76810,2670,2470163,48.0,50.0,Stratigraphy,TransCover,38817031
76811,2670,2470163,46.0,48.0,Stratigraphy,TransCover,38817030
76812,2670,2470163,36.0,38.0,Stratigraphy,TransCover,38817025
76813,2670,2470163,24.0,26.0,Stratigraphy,TransCover,38817019
76814,2670,2470163,16.0,18.0,Stratigraphy,TransCover,38817015
76815,2670,2470163,10.0,12.0,Stratigraphy,TransCover,38817012
76816,2670,2470163,4.0,6.0,Stratigraphy,TransCover,38817009
76817,2670,2470163,2.0,4.0,Stratigraphy,TransCover,38817008
76934,2670,2470163,0.0,2.0,Stratigraphy,TransCover,38817007
76935,2670,2470163,6.0,8.0,Stratigraphy,TransCover,38817010
76936,2670,2470163,14.0,16.0,Stratigraphy,TransCover,38817014
76937,2670,2470163,20.0,22.0,Stratigraphy,TransCover,38817017
76938,2670,2470163,34.0,36.0,Stratigraphy,TransCover,38817024
76939,2670,2470163,44.0,46.0,Stratigraphy,TransCover,38817029
76940,2670,2470163,52.0,54.0,Stratigraphy,Paraburdoo,38817033
76941,2670,2470163,54.0,56.0,Stratigraphy,UWA?,38817036
76942,2670,2470163,60.0,62.0,Stratigraphy,Paraburdoo,38817041
76943,2670,2470163,66.0,68.0,Stratigraphy,Paraburdoo,38817047
76944,2670,2470163,74.0,76.0,Stratigraphy,Paraburdoo,38817055
76945,2670,2470163,80.0,82.0,Stratigraphy,Paraburdoo,38817061
76946,2670,2470163,92.0,94.0,Stratigraphy,Paraburdoo,38817073
76947,2670,2470163,98.0,100.0,Stratigraphy,Paraburdoo,38817079
80031,2670,2470163,96.0,98.0,Stratigraphy,Paraburdoo,38817077
80032,2670,2470163,78.0,80.0,Stratigraphy,Paraburdoo,38817059
80033,2670,2470163,68.0,70.0,Stratigraphy,Paraburdoo,38817049
