,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
83037,2738,713708,47.0,62.0,Stratigraphic,Broadhurst Fm,9840408
83041,2738,713708,43.0,46.0,Stratigraphic,Broadhurst Fm,9840406
83058,2738,713708,21.0,43.0,Stratigraphic,Paterson Fm,9840405
83074,2738,713708,117.0,123.0,Stratigraphic,Broadhurst Fm,9840415
83077,2738,713708,116.0,117.0,Stratigraphic,Broadhurst Fm,9840414
83102,2738,713708,62.0,66.0,Stratigraphic,Broadhurst Fm,9840409
83124,2738,713708,87.0,94.0,Stratigraphic,Broadhurst Fm,9840411
83130,2738,713708,94.0,103.0,Stratigraphic,Broadhurst Fm,9840412
83150,2738,713708,103.0,116.0,Stratigraphic,Broadhurst Fm,9840413
83155,2738,713708,46.0,47.0,Stratigraphic,Broadhurst Fm,9840407
83165,2738,713708,66.0,87.0,Stratigraphic,Broadhurst Fm,9840410
83175,2738,713708,47.0,62.0,Stratigraphic,Broadhurst Fm,9840408
83179,2738,713708,43.0,46.0,Stratigraphic,Broadhurst Fm,9840406
83196,2738,713708,21.0,43.0,Stratigraphic,Paterson Fm,9840405
83212,2738,713708,117.0,123.0,Stratigraphic,Broadhurst Fm,9840415
83215,2738,713708,116.0,117.0,Stratigraphic,Broadhurst Fm,9840414
83240,2738,713708,62.0,66.0,Stratigraphic,Broadhurst Fm,9840409
83262,2738,713708,87.0,94.0,Stratigraphic,Broadhurst Fm,9840411
83268,2738,713708,94.0,103.0,Stratigraphic,Broadhurst Fm,9840412
83288,2738,713708,103.0,116.0,Stratigraphic,Broadhurst Fm,9840413
83293,2738,713708,46.0,47.0,Stratigraphic,Broadhurst Fm,9840407
83303,2738,713708,66.0,87.0,Stratigraphic,Broadhurst Fm,9840410
