,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
7355,592,2181888,2.0,4.0,Stratigraphy,TransCover,34504921
7356,592,2181888,4.0,6.0,Stratigraphy,TransCover,34504922
7357,592,2181888,6.0,8.0,Stratigraphy,TransCover,34504923
7358,592,2181888,8.0,10.0,Stratigraphy,TransCover,34504924
7359,592,2181888,10.0,12.0,Stratigraphy,TransCover,34504925
7360,592,2181888,12.0,14.0,Stratigraphy,TransCover,34504926
7361,592,2181888,14.0,16.0,Stratigraphy,TransCover,34504927
7362,592,2181888,16.0,18.0,Stratigraphy,TransCover,34504928
7363,592,2181888,18.0,20.0,Stratigraphy,TransCover,34504929
7364,592,2181888,20.0,22.0,Stratigraphy,TransCover,34504930
7365,592,2181888,22.0,24.0,Stratigraphy,TransCover,34504931
7366,592,2181888,24.0,26.0,Stratigraphy,TransCover,34504932
7367,592,2181888,26.0,28.0,Stratigraphy,TransCover,34504933
7368,592,2181888,28.0,30.0,Stratigraphy,TransCover,34504934
7369,592,2181888,30.0,32.0,Stratigraphy,TransCover,34504935
7370,592,2181888,32.0,34.0,Stratigraphy,TransCover,34504936
7371,592,2181888,34.0,36.0,Stratigraphy,TransCover,34504937
7372,592,2181888,36.0,38.0,Stratigraphy,Fortescue,34504938
7373,592,2181888,38.0,40.0,Stratigraphy,Fortescue,34504939
7374,592,2181888,40.0,42.0,Stratigraphy,Fortescue,34504940
7375,592,2181888,42.0,44.0,Stratigraphy,Fortescue,34504941
7376,592,2181888,44.0,46.0,Stratigraphy,Fortescue,34504942
7377,592,2181888,46.0,48.0,Stratigraphy,Fortescue,34504943
7378,592,2181888,48.0,50.0,Stratigraphy,Fortescue,34504944
7379,592,2181888,50.0,52.0,Stratigraphy,Fortescue,34504945
7380,592,2181888,52.0,54.0,Stratigraphy,Fortescue,34504946
13514,592,2181888,0.0,2.0,Stratigraphy,TransCover,34504920
37252,592,2181888,2.0,4.0,Stratigraphy,TransCover,34504921
37253,592,2181888,4.0,6.0,Stratigraphy,TransCover,34504922
37254,592,2181888,6.0,8.0,Stratigraphy,TransCover,34504923
37255,592,2181888,8.0,10.0,Stratigraphy,TransCover,34504924
37256,592,2181888,10.0,12.0,Stratigraphy,TransCover,34504925
37257,592,2181888,12.0,14.0,Stratigraphy,TransCover,34504926
37258,592,2181888,14.0,16.0,Stratigraphy,TransCover,34504927
37259,592,2181888,16.0,18.0,Stratigraphy,TransCover,34504928
37260,592,2181888,18.0,20.0,Stratigraphy,TransCover,34504929
37261,592,2181888,20.0,22.0,Stratigraphy,TransCover,34504930
37262,592,2181888,22.0,24.0,Stratigraphy,TransCover,34504931
37263,592,2181888,24.0,26.0,Stratigraphy,TransCover,34504932
37264,592,2181888,26.0,28.0,Stratigraphy,TransCover,34504933
37265,592,2181888,28.0,30.0,Stratigraphy,TransCover,34504934
37266,592,2181888,30.0,32.0,Stratigraphy,TransCover,34504935
37267,592,2181888,32.0,34.0,Stratigraphy,TransCover,34504936
37268,592,2181888,34.0,36.0,Stratigraphy,TransCover,34504937
37269,592,2181888,36.0,38.0,Stratigraphy,Fortescue,34504938
37270,592,2181888,38.0,40.0,Stratigraphy,Fortescue,34504939
37271,592,2181888,40.0,42.0,Stratigraphy,Fortescue,34504940
37272,592,2181888,42.0,44.0,Stratigraphy,Fortescue,34504941
37273,592,2181888,44.0,46.0,Stratigraphy,Fortescue,34504942
37274,592,2181888,46.0,48.0,Stratigraphy,Fortescue,34504943
37275,592,2181888,48.0,50.0,Stratigraphy,Fortescue,34504944
37276,592,2181888,50.0,52.0,Stratigraphy,Fortescue,34504945
37277,592,2181888,52.0,54.0,Stratigraphy,Fortescue,34504946
43411,592,2181888,0.0,2.0,Stratigraphy,TransCover,34504920
