,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
33415,592,2182062,0.0,2.0,Stratigraphy,TransCover,34515620
33417,592,2182062,2.0,4.0,Stratigraphy,TransCover,34515621
33419,592,2182062,4.0,6.0,Stratigraphy,TransCover,34515622
33421,592,2182062,6.0,8.0,Stratigraphy,TransCover,34515623
33422,592,2182062,8.0,10.0,Stratigraphy,TransCover,34515624
33426,592,2182062,10.0,12.0,Stratigraphy,TransCover,34515625
33428,592,2182062,12.0,14.0,Stratigraphy,TransCover,34515626
33430,592,2182062,14.0,16.0,Stratigraphy,TransCover,34515627
33431,592,2182062,16.0,18.0,Stratigraphy,TransCover,34515628
33433,592,2182062,18.0,20.0,Stratigraphy,TransCover,34515629
33435,592,2182062,20.0,22.0,Stratigraphy,TransCover,34515630
33437,592,2182062,22.0,24.0,Stratigraphy,TransCover,34515631
33438,592,2182062,24.0,26.0,Stratigraphy,TransCover,34515632
33441,592,2182062,26.0,28.0,Stratigraphy,TransCover,34515633
33443,592,2182062,28.0,30.0,Stratigraphy,TransCover,34515634
33445,592,2182062,30.0,32.0,Stratigraphy,TransCover,34515635
33446,592,2182062,32.0,34.0,Stratigraphy,TransCover,34515636
33448,592,2182062,34.0,36.0,Stratigraphy,TransCover,34515637
33450,592,2182062,36.0,38.0,Stratigraphy,TransCover,34515638
33452,592,2182062,38.0,40.0,Stratigraphy,TransCover,34515639
33453,592,2182062,40.0,42.0,Stratigraphy,TransCover,34515640
33460,592,2182062,42.0,44.0,Stratigraphy,TransCover,34515641
33462,592,2182062,44.0,46.0,Stratigraphy,TransCover,34515642
33464,592,2182062,46.0,48.0,Stratigraphy,TransCover,34515643
33465,592,2182062,48.0,50.0,Stratigraphy,TransCover,34515644
33467,592,2182062,50.0,52.0,Stratigraphy,TransCover,34515645
33469,592,2182062,52.0,54.0,Stratigraphy,TransCover,34515646
33471,592,2182062,54.0,56.0,Stratigraphy,TransCover,34515647
33472,592,2182062,56.0,58.0,Stratigraphy,TransCover,34515648
33475,592,2182062,58.0,60.0,Stratigraphy,TransCover,34515649
33477,592,2182062,60.0,62.0,Stratigraphy,TransCover,34515650
33479,592,2182062,62.0,64.0,Stratigraphy,TransCover,34515651
33480,592,2182062,64.0,66.0,Stratigraphy,TransCover,34515652
33482,592,2182062,66.0,68.0,Stratigraphy,TransCover,34515653
33484,592,2182062,68.0,70.0,Stratigraphy,TransCover,34515654
33486,592,2182062,70.0,72.0,Stratigraphy,TransCover,34515655
33487,592,2182062,72.0,74.0,Stratigraphy,TransCover,34515656
