,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
5314,592,2182165,22.0,24.0,Stratigraphy,TransCover,34524375
5322,592,2182165,106.0,108.0,Stratigraphy,TransCover,34524417
5642,592,2182165,108.0,110.0,Stratigraphy,TransCover,34524418
5643,592,2182165,142.0,144.0,Stratigraphy,Mt Newman,34524435
5838,592,2182165,144.0,146.0,Stratigraphy,Mt Newman,34524436
6073,592,2182165,146.0,148.0,Stratigraphy,Mt Newman,34524437
6087,592,2182165,148.0,150.0,Stratigraphy,Mt Newman,34524438
6101,592,2182165,110.0,112.0,Stratigraphy,TransCover,34524419
6102,592,2182165,128.0,130.0,Stratigraphy,Mt Newman,34524428
6103,592,2182165,138.0,140.0,Stratigraphy,Mt Newman,34524433
6118,592,2182165,140.0,142.0,Stratigraphy,Mt Newman,34524434
6133,592,2182165,130.0,132.0,Stratigraphy,Mt Newman,34524429
6134,592,2182165,136.0,138.0,Stratigraphy,Mt Newman,34524432
6170,592,2182165,132.0,134.0,Stratigraphy,Mt Newman,34524430
6186,592,2182165,134.0,136.0,Stratigraphy,Mt Newman,34524431
6198,592,2182165,112.0,114.0,Stratigraphy,TransCover,34524420
6200,592,2182165,122.0,124.0,Stratigraphy,Mt Newman,34524425
6230,592,2182165,124.0,126.0,Stratigraphy,Mt Newman,34524426
6246,592,2182165,126.0,128.0,Stratigraphy,Mt Newman,34524427
6260,592,2182165,114.0,116.0,Stratigraphy,TransCover,34524421
6262,592,2182165,120.0,122.0,Stratigraphy,Mt Newman,34524424
6290,592,2182165,116.0,118.0,Stratigraphy,TransCover,34524422
6306,592,2182165,118.0,120.0,Stratigraphy,TransCover,34524423
6320,592,2182165,24.0,26.0,Stratigraphy,TransCover,34524376
6322,592,2182165,44.0,46.0,Stratigraphy,TransCover,34524386
6324,592,2182165,78.0,80.0,Stratigraphy,TransCover,34524403
6326,592,2182165,96.0,98.0,Stratigraphy,TransCover,34524412
6388,592,2182165,98.0,100.0,Stratigraphy,TransCover,34524413
6390,592,2182165,104.0,106.0,Stratigraphy,TransCover,34524416
6418,592,2182165,100.0,102.0,Stratigraphy,TransCover,34524414
6434,592,2182165,102.0,104.0,Stratigraphy,TransCover,34524415
6448,592,2182165,80.0,82.0,Stratigraphy,TransCover,34524404
6450,592,2182165,90.0,92.0,Stratigraphy,TransCover,34524409
6610,592,2182165,92.0,94.0,Stratigraphy,TransCover,34524410
6634,592,2182165,94.0,96.0,Stratigraphy,TransCover,34524411
6643,592,2182165,82.0,84.0,Stratigraphy,TransCover,34524405
6645,592,2182165,88.0,90.0,Stratigraphy,TransCover,34524408
6663,592,2182165,84.0,86.0,Stratigraphy,TransCover,34524406
6674,592,2182165,86.0,88.0,Stratigraphy,TransCover,34524407
6683,592,2182165,46.0,48.0,Stratigraphy,TransCover,34524387
6685,592,2182165,64.0,66.0,Stratigraphy,TransCover,34524396
6686,592,2182165,74.0,76.0,Stratigraphy,TransCover,34524401
6704,592,2182165,76.0,78.0,Stratigraphy,TransCover,34524402
6719,592,2182165,66.0,68.0,Stratigraphy,TransCover,34524397
6720,592,2182165,72.0,74.0,Stratigraphy,TransCover,34524400
6735,592,2182165,68.0,70.0,Stratigraphy,TransCover,34524398
6743,592,2182165,70.0,72.0,Stratigraphy,TransCover,34524399
6750,592,2182165,48.0,50.0,Stratigraphy,TransCover,34524388
6751,592,2182165,58.0,60.0,Stratigraphy,TransCover,34524393
6767,592,2182165,60.0,62.0,Stratigraphy,TransCover,34524394
6775,592,2182165,62.0,64.0,Stratigraphy,TransCover,34524395
6782,592,2182165,50.0,52.0,Stratigraphy,TransCover,34524389
6783,592,2182165,56.0,58.0,Stratigraphy,TransCover,34524392
6798,592,2182165,52.0,54.0,Stratigraphy,TransCover,34524390
6806,592,2182165,54.0,56.0,Stratigraphy,TransCover,34524391
6813,592,2182165,26.0,28.0,Stratigraphy,TransCover,34524377
6814,592,2182165,28.0,30.0,Stratigraphy,TransCover,34524378
6815,592,2182165,32.0,34.0,Stratigraphy,TransCover,34524380
6816,592,2182165,42.0,44.0,Stratigraphy,TransCover,34524385
6847,592,2182165,34.0,36.0,Stratigraphy,TransCover,34524381
6848,592,2182165,40.0,42.0,Stratigraphy,TransCover,34524384
6863,592,2182165,36.0,38.0,Stratigraphy,TransCover,34524382
6871,592,2182165,38.0,40.0,Stratigraphy,TransCover,34524383
6878,592,2182165,30.0,32.0,Stratigraphy,TransCover,34524379
7989,592,2182165,6.0,8.0,Stratigraphy,TransCover,34524367
8615,592,2182165,8.0,10.0,Stratigraphy,TransCover,34524368
8616,592,2182165,18.0,20.0,Stratigraphy,TransCover,34524373
8620,592,2182165,20.0,22.0,Stratigraphy,TransCover,34524374
8623,592,2182165,10.0,12.0,Stratigraphy,TransCover,34524369
8624,592,2182165,16.0,18.0,Stratigraphy,TransCover,34524372
8627,592,2182165,12.0,14.0,Stratigraphy,TransCover,34524370
8629,592,2182165,14.0,16.0,Stratigraphy,TransCover,34524371
8632,592,2182165,2.0,4.0,Stratigraphy,TransCover,34524365
8636,592,2182165,4.0,6.0,Stratigraphy,TransCover,34524366
8640,592,2182165,0.0,2.0,Stratigraphy,TransCover,34524364
15705,592,2182165,152.0,154.0,Stratigraphy,Mt Newman,34524440
27787,592,2182165,150.0,152.0,Stratigraphy,Mt Newman,34524439
30050,592,2182165,154.0,156.0,Stratigraphy,Mt Newman,34524441
33915,592,2182165,156.0,158.0,Stratigraphy,Mt Newman,34524442
33945,592,2182165,158.0,160.0,Stratigraphy,Mt Newman,34524443
33946,592,2182165,180.0,182.0,Stratigraphy,Mt Newman,34524454
34010,592,2182165,182.0,184.0,Stratigraphy,McLeod,34524455
34011,592,2182165,200.0,202.0,Stratigraphy,McLeod,34524464
34027,592,2182165,202.0,204.0,Stratigraphy,McLeod,34524465
34028,592,2182165,208.0,210.0,Stratigraphy,McLeod,34524468
34035,592,2182165,204.0,206.0,Stratigraphy,McLeod,34524466
34039,592,2182165,206.0,208.0,Stratigraphy,McLeod,34524467
34042,592,2182165,184.0,186.0,Stratigraphy,McLeod,34524456
34043,592,2182165,194.0,196.0,Stratigraphy,McLeod,34524461
34051,592,2182165,196.0,198.0,Stratigraphy,McLeod,34524462
34055,592,2182165,198.0,200.0,Stratigraphy,McLeod,34524463
34058,592,2182165,186.0,188.0,Stratigraphy,McLeod,34524457
34059,592,2182165,192.0,194.0,Stratigraphy,McLeod,34524460
34066,592,2182165,188.0,190.0,Stratigraphy,McLeod,34524458
34070,592,2182165,190.0,192.0,Stratigraphy,McLeod,34524459
34073,592,2182165,160.0,162.0,Stratigraphy,Mt Newman,34524444
34074,592,2182165,162.0,164.0,Stratigraphy,Mt Newman,34524445
34075,592,2182165,168.0,170.0,Stratigraphy,Mt Newman,34524448
34076,592,2182165,178.0,180.0,Stratigraphy,Mt Newman,34524453
34085,592,2182165,170.0,172.0,Stratigraphy,Mt Newman,34524449
34086,592,2182165,176.0,178.0,Stratigraphy,Mt Newman,34524452
34091,592,2182165,172.0,174.0,Stratigraphy,Mt Newman,34524450
34094,592,2182165,174.0,176.0,Stratigraphy,Mt Newman,34524451
34097,592,2182165,164.0,166.0,Stratigraphy,Mt Newman,34524446
34098,592,2182165,166.0,168.0,Stratigraphy,Mt Newman,34524447
35211,592,2182165,22.0,24.0,Stratigraphy,TransCover,34524375
35219,592,2182165,106.0,108.0,Stratigraphy,TransCover,34524417
35539,592,2182165,108.0,110.0,Stratigraphy,TransCover,34524418
35540,592,2182165,142.0,144.0,Stratigraphy,Mt Newman,34524435
35735,592,2182165,144.0,146.0,Stratigraphy,Mt Newman,34524436
35970,592,2182165,146.0,148.0,Stratigraphy,Mt Newman,34524437
35984,592,2182165,148.0,150.0,Stratigraphy,Mt Newman,34524438
35998,592,2182165,110.0,112.0,Stratigraphy,TransCover,34524419
35999,592,2182165,128.0,130.0,Stratigraphy,Mt Newman,34524428
36000,592,2182165,138.0,140.0,Stratigraphy,Mt Newman,34524433
36015,592,2182165,140.0,142.0,Stratigraphy,Mt Newman,34524434
36030,592,2182165,130.0,132.0,Stratigraphy,Mt Newman,34524429
36031,592,2182165,136.0,138.0,Stratigraphy,Mt Newman,34524432
36067,592,2182165,132.0,134.0,Stratigraphy,Mt Newman,34524430
36083,592,2182165,134.0,136.0,Stratigraphy,Mt Newman,34524431
36095,592,2182165,112.0,114.0,Stratigraphy,TransCover,34524420
36097,592,2182165,122.0,124.0,Stratigraphy,Mt Newman,34524425
36127,592,2182165,124.0,126.0,Stratigraphy,Mt Newman,34524426
36143,592,2182165,126.0,128.0,Stratigraphy,Mt Newman,34524427
36157,592,2182165,114.0,116.0,Stratigraphy,TransCover,34524421
36159,592,2182165,120.0,122.0,Stratigraphy,Mt Newman,34524424
36187,592,2182165,116.0,118.0,Stratigraphy,TransCover,34524422
36203,592,2182165,118.0,120.0,Stratigraphy,TransCover,34524423
36217,592,2182165,24.0,26.0,Stratigraphy,TransCover,34524376
36219,592,2182165,44.0,46.0,Stratigraphy,TransCover,34524386
36221,592,2182165,78.0,80.0,Stratigraphy,TransCover,34524403
36223,592,2182165,96.0,98.0,Stratigraphy,TransCover,34524412
36285,592,2182165,98.0,100.0,Stratigraphy,TransCover,34524413
36287,592,2182165,104.0,106.0,Stratigraphy,TransCover,34524416
36315,592,2182165,100.0,102.0,Stratigraphy,TransCover,34524414
36331,592,2182165,102.0,104.0,Stratigraphy,TransCover,34524415
36345,592,2182165,80.0,82.0,Stratigraphy,TransCover,34524404
36347,592,2182165,90.0,92.0,Stratigraphy,TransCover,34524409
36507,592,2182165,92.0,94.0,Stratigraphy,TransCover,34524410
36531,592,2182165,94.0,96.0,Stratigraphy,TransCover,34524411
36540,592,2182165,82.0,84.0,Stratigraphy,TransCover,34524405
36542,592,2182165,88.0,90.0,Stratigraphy,TransCover,34524408
36560,592,2182165,84.0,86.0,Stratigraphy,TransCover,34524406
36571,592,2182165,86.0,88.0,Stratigraphy,TransCover,34524407
36580,592,2182165,46.0,48.0,Stratigraphy,TransCover,34524387
36582,592,2182165,64.0,66.0,Stratigraphy,TransCover,34524396
36583,592,2182165,74.0,76.0,Stratigraphy,TransCover,34524401
36601,592,2182165,76.0,78.0,Stratigraphy,TransCover,34524402
36616,592,2182165,66.0,68.0,Stratigraphy,TransCover,34524397
36617,592,2182165,72.0,74.0,Stratigraphy,TransCover,34524400
36632,592,2182165,68.0,70.0,Stratigraphy,TransCover,34524398
36640,592,2182165,70.0,72.0,Stratigraphy,TransCover,34524399
36647,592,2182165,48.0,50.0,Stratigraphy,TransCover,34524388
36648,592,2182165,58.0,60.0,Stratigraphy,TransCover,34524393
36664,592,2182165,60.0,62.0,Stratigraphy,TransCover,34524394
36672,592,2182165,62.0,64.0,Stratigraphy,TransCover,34524395
36679,592,2182165,50.0,52.0,Stratigraphy,TransCover,34524389
36680,592,2182165,56.0,58.0,Stratigraphy,TransCover,34524392
36695,592,2182165,52.0,54.0,Stratigraphy,TransCover,34524390
36703,592,2182165,54.0,56.0,Stratigraphy,TransCover,34524391
36710,592,2182165,26.0,28.0,Stratigraphy,TransCover,34524377
36711,592,2182165,28.0,30.0,Stratigraphy,TransCover,34524378
36712,592,2182165,32.0,34.0,Stratigraphy,TransCover,34524380
36713,592,2182165,42.0,44.0,Stratigraphy,TransCover,34524385
36744,592,2182165,34.0,36.0,Stratigraphy,TransCover,34524381
36745,592,2182165,40.0,42.0,Stratigraphy,TransCover,34524384
36760,592,2182165,36.0,38.0,Stratigraphy,TransCover,34524382
36768,592,2182165,38.0,40.0,Stratigraphy,TransCover,34524383
36775,592,2182165,30.0,32.0,Stratigraphy,TransCover,34524379
37886,592,2182165,6.0,8.0,Stratigraphy,TransCover,34524367
38512,592,2182165,8.0,10.0,Stratigraphy,TransCover,34524368
38513,592,2182165,18.0,20.0,Stratigraphy,TransCover,34524373
38517,592,2182165,20.0,22.0,Stratigraphy,TransCover,34524374
38520,592,2182165,10.0,12.0,Stratigraphy,TransCover,34524369
38521,592,2182165,16.0,18.0,Stratigraphy,TransCover,34524372
38524,592,2182165,12.0,14.0,Stratigraphy,TransCover,34524370
38526,592,2182165,14.0,16.0,Stratigraphy,TransCover,34524371
38529,592,2182165,2.0,4.0,Stratigraphy,TransCover,34524365
38533,592,2182165,4.0,6.0,Stratigraphy,TransCover,34524366
38537,592,2182165,0.0,2.0,Stratigraphy,TransCover,34524364
45602,592,2182165,152.0,154.0,Stratigraphy,Mt Newman,34524440
57684,592,2182165,150.0,152.0,Stratigraphy,Mt Newman,34524439
59947,592,2182165,154.0,156.0,Stratigraphy,Mt Newman,34524441
63812,592,2182165,156.0,158.0,Stratigraphy,Mt Newman,34524442
63842,592,2182165,158.0,160.0,Stratigraphy,Mt Newman,34524443
