,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
67017,2670,2470316,46.0,50.0,Stratigraphy,Fortescue,38827235
67018,2670,2470316,0.0,7.0,Stratigraphy,TransCover,38827228
68792,2670,2470316,10.0,25.0,Stratigraphy,Fortescue,38827230
68793,2670,2470316,30.0,36.0,Stratigraphy,Fortescue,38827233
70654,2670,2470316,25.0,28.0,Stratigraphy,Fortescue,38827231
71541,2670,2470316,7.0,10.0,Stratigraphy,Fortescue,38827229
72472,2670,2470316,28.0,30.0,Stratigraphy,Fortescue,38827232
72916,2670,2470316,70.0,74.0,Stratigraphy,Basement,38827237
73381,2670,2470316,36.0,46.0,Stratigraphy,Fortescue,38827234
73603,2670,2470316,50.0,70.0,Stratigraphy,Basement,38827236
75985,2670,2470316,46.0,50.0,Stratigraphy,Fortescue,38827235
75986,2670,2470316,0.0,7.0,Stratigraphy,TransCover,38827228
77760,2670,2470316,10.0,25.0,Stratigraphy,Fortescue,38827230
77761,2670,2470316,30.0,36.0,Stratigraphy,Fortescue,38827233
79622,2670,2470316,25.0,28.0,Stratigraphy,Fortescue,38827231
80509,2670,2470316,7.0,10.0,Stratigraphy,Fortescue,38827229
81440,2670,2470316,28.0,30.0,Stratigraphy,Fortescue,38827232
81884,2670,2470316,70.0,74.0,Stratigraphy,Basement,38827237
82349,2670,2470316,36.0,46.0,Stratigraphy,Fortescue,38827234
82571,2670,2470316,50.0,70.0,Stratigraphy,Basement,38827236
