,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
33063,592,2181961,0.0,2.0,Stratigraphy,TransCover,34508313
33065,592,2181961,2.0,4.0,Stratigraphy,TransCover,34508314
33067,592,2181961,4.0,6.0,Stratigraphy,TransCover,34508315
33068,592,2181961,6.0,8.0,Stratigraphy,TransCover,34508316
33074,592,2181961,8.0,10.0,Stratigraphy,TransCover,34508317
33076,592,2181961,10.0,12.0,Stratigraphy,TransCover,34508318
33078,592,2181961,12.0,14.0,Stratigraphy,TransCover,34508319
33079,592,2181961,14.0,16.0,Stratigraphy,TransCover,34508320
33081,592,2181961,16.0,18.0,Stratigraphy,TransCover,34508321
33083,592,2181961,18.0,20.0,Stratigraphy,TransCover,34508322
33085,592,2181961,30.0,32.0,Stratigraphy,LWA,34508328
33086,592,2181961,32.0,34.0,Stratigraphy,LWA,34508329
33089,592,2181961,34.0,36.0,Stratigraphy,LWA,34508330
33091,592,2181961,36.0,38.0,Stratigraphy,LWA,34508331
33093,592,2181961,38.0,40.0,Stratigraphy,LWA,34508332
33094,592,2181961,40.0,42.0,Stratigraphy,LWA,34508333
33096,592,2181961,42.0,44.0,Stratigraphy,LWA,34508334
33098,592,2181961,44.0,46.0,Stratigraphy,Mt Newman,34508335
33100,592,2181961,46.0,48.0,Stratigraphy,Mt Newman,34508336
33101,592,2181961,48.0,50.0,Stratigraphy,Mt Newman,34508337
33105,592,2181961,50.0,52.0,Stratigraphy,Mt Newman,34508338
33107,592,2181961,52.0,54.0,Stratigraphy,Mt Newman,34508339
33109,592,2181961,54.0,56.0,Stratigraphy,Mt Newman,34508340
33110,592,2181961,56.0,58.0,Stratigraphy,Mt Newman,34508341
33112,592,2181961,58.0,60.0,Stratigraphy,Mt Newman,34508342
33114,592,2181961,60.0,62.0,Stratigraphy,Mt Newman,34508343
33116,592,2181961,62.0,64.0,Stratigraphy,Mt Newman,34508344
33117,592,2181961,64.0,66.0,Stratigraphy,Mt Newman,34508345
33120,592,2181961,66.0,68.0,Stratigraphy,Mt Newman,34508346
33122,592,2181961,68.0,70.0,Stratigraphy,Mt Newman,34508347
33124,592,2181961,70.0,72.0,Stratigraphy,Mt Newman,34508348
33125,592,2181961,72.0,74.0,Stratigraphy,Mt Newman,34508349
33127,592,2181961,74.0,76.0,Stratigraphy,Mt Newman,34508350
33129,592,2181961,76.0,78.0,Stratigraphy,Mt Newman,34508351
33131,592,2181961,78.0,80.0,Stratigraphy,Mt Newman,34508352
33132,592,2181961,80.0,82.0,Stratigraphy,Mt Newman,34508353
33137,592,2181961,82.0,84.0,Stratigraphy,Mt Newman,34508354
33139,592,2181961,84.0,86.0,Stratigraphy,McLeod,34508355
33141,592,2181961,86.0,88.0,Stratigraphy,McLeod,34508356
33142,592,2181961,88.0,90.0,Stratigraphy,McLeod,34508357
33144,592,2181961,90.0,92.0,Stratigraphy,McLeod,34508358
33146,592,2181961,92.0,94.0,Stratigraphy,McLeod,34508359
33148,592,2181961,94.0,96.0,Stratigraphy,McLeod,34508360
33149,592,2181961,96.0,98.0,Stratigraphy,McLeod,34508361
33152,592,2181961,98.0,100.0,Stratigraphy,McLeod,34508362
33154,592,2181961,100.0,102.0,Stratigraphy,McLeod,34508363
33156,592,2181961,102.0,104.0,Stratigraphy,McLeod,34508364
33157,592,2181961,104.0,106.0,Stratigraphy,McLeod,34508365
33159,592,2181961,106.0,108.0,Stratigraphy,McLeod,34508366
62960,592,2181961,0.0,2.0,Stratigraphy,TransCover,34508313
62962,592,2181961,2.0,4.0,Stratigraphy,TransCover,34508314
62964,592,2181961,4.0,6.0,Stratigraphy,TransCover,34508315
62965,592,2181961,6.0,8.0,Stratigraphy,TransCover,34508316
62971,592,2181961,8.0,10.0,Stratigraphy,TransCover,34508317
62973,592,2181961,10.0,12.0,Stratigraphy,TransCover,34508318
62975,592,2181961,12.0,14.0,Stratigraphy,TransCover,34508319
62976,592,2181961,14.0,16.0,Stratigraphy,TransCover,34508320
62978,592,2181961,16.0,18.0,Stratigraphy,TransCover,34508321
62980,592,2181961,18.0,20.0,Stratigraphy,TransCover,34508322
62982,592,2181961,30.0,32.0,Stratigraphy,LWA,34508328
62983,592,2181961,32.0,34.0,Stratigraphy,LWA,34508329
62986,592,2181961,34.0,36.0,Stratigraphy,LWA,34508330
62988,592,2181961,36.0,38.0,Stratigraphy,LWA,34508331
62990,592,2181961,38.0,40.0,Stratigraphy,LWA,34508332
62991,592,2181961,40.0,42.0,Stratigraphy,LWA,34508333
62993,592,2181961,42.0,44.0,Stratigraphy,LWA,34508334
62995,592,2181961,44.0,46.0,Stratigraphy,Mt Newman,34508335
62997,592,2181961,46.0,48.0,Stratigraphy,Mt Newman,34508336
62998,592,2181961,48.0,50.0,Stratigraphy,Mt Newman,34508337
63002,592,2181961,50.0,52.0,Stratigraphy,Mt Newman,34508338
63004,592,2181961,52.0,54.0,Stratigraphy,Mt Newman,34508339
63006,592,2181961,54.0,56.0,Stratigraphy,Mt Newman,34508340
63007,592,2181961,56.0,58.0,Stratigraphy,Mt Newman,34508341
63009,592,2181961,58.0,60.0,Stratigraphy,Mt Newman,34508342
63011,592,2181961,60.0,62.0,Stratigraphy,Mt Newman,34508343
63013,592,2181961,62.0,64.0,Stratigraphy,Mt Newman,34508344
63014,592,2181961,64.0,66.0,Stratigraphy,Mt Newman,34508345
63017,592,2181961,66.0,68.0,Stratigraphy,Mt Newman,34508346
63019,592,2181961,68.0,70.0,Stratigraphy,Mt Newman,34508347
63021,592,2181961,70.0,72.0,Stratigraphy,Mt Newman,34508348
63022,592,2181961,72.0,74.0,Stratigraphy,Mt Newman,34508349
63024,592,2181961,74.0,76.0,Stratigraphy,Mt Newman,34508350
63026,592,2181961,76.0,78.0,Stratigraphy,Mt Newman,34508351
63028,592,2181961,78.0,80.0,Stratigraphy,Mt Newman,34508352
63029,592,2181961,80.0,82.0,Stratigraphy,Mt Newman,34508353
63034,592,2181961,82.0,84.0,Stratigraphy,Mt Newman,34508354
63036,592,2181961,84.0,86.0,Stratigraphy,McLeod,34508355
63038,592,2181961,86.0,88.0,Stratigraphy,McLeod,34508356
63039,592,2181961,88.0,90.0,Stratigraphy,McLeod,34508357
63041,592,2181961,90.0,92.0,Stratigraphy,McLeod,34508358
63043,592,2181961,92.0,94.0,Stratigraphy,McLeod,34508359
63045,592,2181961,94.0,96.0,Stratigraphy,McLeod,34508360
63046,592,2181961,96.0,98.0,Stratigraphy,McLeod,34508361
63049,592,2181961,98.0,100.0,Stratigraphy,McLeod,34508362
63051,592,2181961,100.0,102.0,Stratigraphy,McLeod,34508363
63053,592,2181961,102.0,104.0,Stratigraphy,McLeod,34508364
63054,592,2181961,104.0,106.0,Stratigraphy,McLeod,34508365
63056,592,2181961,106.0,108.0,Stratigraphy,McLeod,34508366
