,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
65102,2670,2470153,39.0,41.0,Stratigraphy,TransCover,38816517
65103,2670,2470153,51.0,56.0,Stratigraphy,TransCover,38816520
65104,2670,2470153,72.0,92.0,Stratigraphy,Fortescue,38816524
67238,2670,2470153,1.0,6.0,Stratigraphy,TransCover,38816514
67239,2670,2470153,41.0,45.0,Stratigraphy,TransCover,38816518
67240,2670,2470153,63.0,66.0,Stratigraphy,TransCover,38816522
68570,2670,2470153,92.0,98.0,Stratigraphy,Fortescue,38816525
68571,2670,2470153,45.0,51.0,Stratigraphy,TransCover,38816519
69696,2670,2470153,14.0,39.0,Stratigraphy,TransCover,38816516
69697,2670,2470153,66.0,72.0,Stratigraphy,TransCover,38816523
70765,2670,2470153,56.0,63.0,Stratigraphy,TransCover,38816521
71431,2670,2470153,0.0,1.0,Stratigraphy,TransCover,38816513
71993,2670,2470153,6.0,14.0,Stratigraphy,TransCover,38816515
74070,2670,2470153,39.0,41.0,Stratigraphy,TransCover,38816517
74071,2670,2470153,51.0,56.0,Stratigraphy,TransCover,38816520
74072,2670,2470153,72.0,92.0,Stratigraphy,Fortescue,38816524
76206,2670,2470153,1.0,6.0,Stratigraphy,TransCover,38816514
76207,2670,2470153,41.0,45.0,Stratigraphy,TransCover,38816518
76208,2670,2470153,63.0,66.0,Stratigraphy,TransCover,38816522
77538,2670,2470153,92.0,98.0,Stratigraphy,Fortescue,38816525
77539,2670,2470153,45.0,51.0,Stratigraphy,TransCover,38816519
78664,2670,2470153,14.0,39.0,Stratigraphy,TransCover,38816516
78665,2670,2470153,66.0,72.0,Stratigraphy,TransCover,38816523
79733,2670,2470153,56.0,63.0,Stratigraphy,TransCover,38816521
80399,2670,2470153,0.0,1.0,Stratigraphy,TransCover,38816513
80961,2670,2470153,6.0,14.0,Stratigraphy,TransCover,38816515
