,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
11663,592,2182261,0.0,2.0,Stratigraphy,TransCover,34530850
11665,592,2182261,2.0,4.0,Stratigraphy,TransCover,34530851
11666,592,2182261,4.0,6.0,Stratigraphy,TransCover,34530852
11676,592,2182261,6.0,8.0,Stratigraphy,TransCover,34530853
11680,592,2182261,8.0,10.0,Stratigraphy,TransCover,34530854
11686,592,2182261,10.0,12.0,Stratigraphy,TransCover,34530855
11688,592,2182261,12.0,14.0,Stratigraphy,TransCover,34530856
11700,592,2182261,14.0,16.0,Stratigraphy,TransCover,34530857
11704,592,2182261,16.0,18.0,Stratigraphy,TransCover,34530858
11736,592,2182261,18.0,20.0,Stratigraphy,TransCover,34530859
11752,592,2182261,20.0,22.0,Stratigraphy,TransCover,34530860
11808,592,2182261,22.0,24.0,Stratigraphy,TransCover,34530861
11810,592,2182261,24.0,26.0,Stratigraphy,TransCover,34530862
11814,592,2182261,26.0,28.0,Stratigraphy,TransCover,34530863
11815,592,2182261,28.0,30.0,Stratigraphy,TransCover,34530864
11820,592,2182261,30.0,32.0,Stratigraphy,TransCover,34530865
11822,592,2182261,32.0,34.0,Stratigraphy,TransCover,34530866
11826,592,2182261,34.0,36.0,Stratigraphy,TransCover,34530867
11828,592,2182261,36.0,38.0,Stratigraphy,TransCover,34530868
11834,592,2182261,38.0,40.0,Stratigraphy,Mt Newman,34530869
11836,592,2182261,40.0,42.0,Stratigraphy,Mt Newman,34530870
11840,592,2182261,42.0,44.0,Stratigraphy,Mt Newman,34530871
11842,592,2182261,44.0,46.0,Stratigraphy,Mt Newman,34530872
11847,592,2182261,46.0,48.0,Stratigraphy,Mt Newman,34530873
11848,592,2182261,48.0,50.0,Stratigraphy,Mt Newman,34530874
11852,592,2182261,50.0,52.0,Stratigraphy,Mt Newman,34530875
11854,592,2182261,52.0,54.0,Stratigraphy,Mt Newman,34530876
11863,592,2182261,54.0,56.0,Stratigraphy,Mt Newman,34530877
11864,592,2182261,56.0,58.0,Stratigraphy,Mt Newman,34530878
11868,592,2182261,58.0,60.0,Stratigraphy,Mt Newman,34530879
11870,592,2182261,60.0,62.0,Stratigraphy,Mt Newman,34530880
11876,592,2182261,62.0,64.0,Stratigraphy,Mt Newman,34530881
11878,592,2182261,64.0,66.0,Stratigraphy,Mt Newman,34530882
11880,592,2182261,66.0,68.0,Stratigraphy,Mt Newman,34530883
11882,592,2182261,68.0,70.0,Stratigraphy,Mt Newman,34530884
11890,592,2182261,70.0,72.0,Stratigraphy,Mt Newman,34530885
11892,592,2182261,72.0,74.0,Stratigraphy,Mt Newman,34530886
11895,592,2182261,74.0,76.0,Stratigraphy,Mt Newman,34530887
11896,592,2182261,76.0,78.0,Stratigraphy,Mt Newman,34530888
11902,592,2182261,78.0,80.0,Stratigraphy,Mt Newman,34530889
11904,592,2182261,80.0,82.0,Stratigraphy,Mt Newman,34530890
11908,592,2182261,82.0,84.0,Stratigraphy,McLeod,34530891
11910,592,2182261,84.0,86.0,Stratigraphy,McLeod,34530892
11922,592,2182261,86.0,88.0,Stratigraphy,McLeod,34530893
11926,592,2182261,88.0,90.0,Stratigraphy,McLeod,34530894
11928,592,2182261,90.0,92.0,Stratigraphy,McLeod,34530895
11930,592,2182261,92.0,94.0,Stratigraphy,McLeod,34530896
