,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
22526,592,2181759,48.6,56.0,Stratigraphy,Mt Newman,34497773
22527,592,2181759,48.2,48.6,Stratigraphy,Mt Newman,34497772
22529,592,2181759,43.0,44.7,Stratigraphy,Mt Newman,34497770
22530,592,2181759,41.8,43.0,Stratigraphy,Mt Newman,34497769
22531,592,2181759,36.6,41.8,Stratigraphy,Mt Newman,34497768
22532,592,2181759,34.7,36.6,Stratigraphy,Mt Newman,34497767
22533,592,2181759,33.5,34.7,Stratigraphy,Mt Newman,34497766
22534,592,2181759,31.8,33.5,Stratigraphy,Mt Newman,34497765
22535,592,2181759,30.8,31.8,Stratigraphy,Mt Newman,34497764
22537,592,2181759,26.1,30.5,Stratigraphy,Mt Newman,34497762
22538,592,2181759,25.5,26.1,Stratigraphy,Mt Newman,34497761
22539,592,2181759,24.8,25.5,Stratigraphy,Mt Newman,34497760
22540,592,2181759,24.7,24.8,Stratigraphy,LWA,34497759
22541,592,2181759,23.9,24.7,Stratigraphy,LWA,34497758
22542,592,2181759,20.3,23.9,Stratigraphy,LWA,34497757
22543,592,2181759,17.8,20.3,Stratigraphy,TransCover,34497756
22545,592,2181759,3.0,6.0,Stratigraphy,TransCover,34497754
25054,592,2181759,6.0,17.8,Stratigraphy,TransCover,34497755
25063,592,2181759,30.5,30.8,Stratigraphy,Mt Newman,34497763
25070,592,2181759,44.7,48.2,Stratigraphy,Mt Newman,34497771
52423,592,2181759,48.6,56.0,Stratigraphy,Mt Newman,34497773
52424,592,2181759,48.2,48.6,Stratigraphy,Mt Newman,34497772
52426,592,2181759,43.0,44.7,Stratigraphy,Mt Newman,34497770
52427,592,2181759,41.8,43.0,Stratigraphy,Mt Newman,34497769
52428,592,2181759,36.6,41.8,Stratigraphy,Mt Newman,34497768
52429,592,2181759,34.7,36.6,Stratigraphy,Mt Newman,34497767
52430,592,2181759,33.5,34.7,Stratigraphy,Mt Newman,34497766
52431,592,2181759,31.8,33.5,Stratigraphy,Mt Newman,34497765
52432,592,2181759,30.8,31.8,Stratigraphy,Mt Newman,34497764
52434,592,2181759,26.1,30.5,Stratigraphy,Mt Newman,34497762
52435,592,2181759,25.5,26.1,Stratigraphy,Mt Newman,34497761
52436,592,2181759,24.8,25.5,Stratigraphy,Mt Newman,34497760
52437,592,2181759,24.7,24.8,Stratigraphy,LWA,34497759
52438,592,2181759,23.9,24.7,Stratigraphy,LWA,34497758
52439,592,2181759,20.3,23.9,Stratigraphy,LWA,34497757
52440,592,2181759,17.8,20.3,Stratigraphy,TransCover,34497756
52442,592,2181759,3.0,6.0,Stratigraphy,TransCover,34497754
54951,592,2181759,6.0,17.8,Stratigraphy,TransCover,34497755
54960,592,2181759,30.5,30.8,Stratigraphy,Mt Newman,34497763
54967,592,2181759,44.7,48.2,Stratigraphy,Mt Newman,34497771
