,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
11224,592,2182291,0.0,2.0,Stratigraphy,TransCover,34532437
11231,592,2182291,2.0,4.0,Stratigraphy,TransCover,34532438
11243,592,2182291,4.0,6.0,Stratigraphy,TransCover,34532439
11250,592,2182291,6.0,8.0,Stratigraphy,TransCover,34532440
11258,592,2182291,8.0,10.0,Stratigraphy,TransCover,34532441
11265,592,2182291,10.0,12.0,Stratigraphy,TransCover,34532442
11274,592,2182291,12.0,14.0,Stratigraphy,TransCover,34532443
11281,592,2182291,14.0,16.0,Stratigraphy,TransCover,34532444
11289,592,2182291,16.0,18.0,Stratigraphy,TransCover,34532445
11296,592,2182291,18.0,20.0,Stratigraphy,TransCover,34532446
11306,592,2182291,20.0,22.0,Stratigraphy,TransCover,34532447
11313,592,2182291,22.0,24.0,Stratigraphy,TransCover,34532448
11321,592,2182291,24.0,26.0,Stratigraphy,TransCover,34532449
11328,592,2182291,26.0,28.0,Stratigraphy,TransCover,34532450
11337,592,2182291,28.0,30.0,Stratigraphy,TransCover,34532451
11344,592,2182291,30.0,32.0,Stratigraphy,TransCover,34532452
11352,592,2182291,32.0,34.0,Stratigraphy,TransCover,34532453
11359,592,2182291,34.0,36.0,Stratigraphy,TransCover,34532454
11369,592,2182291,36.0,38.0,Stratigraphy,TransCover,34532455
11377,592,2182291,38.0,40.0,Stratigraphy,TransCover,34532456
11385,592,2182291,40.0,42.0,Stratigraphy,Mt Newman,34532457
11392,592,2182291,42.0,44.0,Stratigraphy,Mt Newman,34532458
11399,592,2182291,44.0,46.0,Stratigraphy,Mt Newman,34532459
11407,592,2182291,46.0,48.0,Stratigraphy,Mt Newman,34532460
11413,592,2182291,48.0,50.0,Stratigraphy,Mt Newman,34532461
11420,592,2182291,50.0,52.0,Stratigraphy,Mt Newman,34532462
11429,592,2182291,52.0,54.0,Stratigraphy,Mt Newman,34532463
11436,592,2182291,54.0,56.0,Stratigraphy,Mt Newman,34532464
11443,592,2182291,56.0,58.0,Stratigraphy,Mt Newman,34532465
11450,592,2182291,58.0,60.0,Stratigraphy,Mt Newman,34532466
11458,592,2182291,60.0,62.0,Stratigraphy,Mt Newman,34532467
11465,592,2182291,62.0,64.0,Stratigraphy,Mt Newman,34532468
11473,592,2182291,64.0,66.0,Stratigraphy,Mt Newman,34532469
11480,592,2182291,66.0,68.0,Stratigraphy,Mt Newman,34532470
11493,592,2182291,68.0,70.0,Stratigraphy,Mt Newman,34532471
11502,592,2182291,70.0,72.0,Stratigraphy,Mt Newman,34532472
41121,592,2182291,0.0,2.0,Stratigraphy,TransCover,34532437
41128,592,2182291,2.0,4.0,Stratigraphy,TransCover,34532438
41140,592,2182291,4.0,6.0,Stratigraphy,TransCover,34532439
41147,592,2182291,6.0,8.0,Stratigraphy,TransCover,34532440
41155,592,2182291,8.0,10.0,Stratigraphy,TransCover,34532441
41162,592,2182291,10.0,12.0,Stratigraphy,TransCover,34532442
41171,592,2182291,12.0,14.0,Stratigraphy,TransCover,34532443
41178,592,2182291,14.0,16.0,Stratigraphy,TransCover,34532444
41186,592,2182291,16.0,18.0,Stratigraphy,TransCover,34532445
41193,592,2182291,18.0,20.0,Stratigraphy,TransCover,34532446
41203,592,2182291,20.0,22.0,Stratigraphy,TransCover,34532447
41210,592,2182291,22.0,24.0,Stratigraphy,TransCover,34532448
41218,592,2182291,24.0,26.0,Stratigraphy,TransCover,34532449
41225,592,2182291,26.0,28.0,Stratigraphy,TransCover,34532450
41234,592,2182291,28.0,30.0,Stratigraphy,TransCover,34532451
41241,592,2182291,30.0,32.0,Stratigraphy,TransCover,34532452
41249,592,2182291,32.0,34.0,Stratigraphy,TransCover,34532453
41256,592,2182291,34.0,36.0,Stratigraphy,TransCover,34532454
41266,592,2182291,36.0,38.0,Stratigraphy,TransCover,34532455
41274,592,2182291,38.0,40.0,Stratigraphy,TransCover,34532456
41282,592,2182291,40.0,42.0,Stratigraphy,Mt Newman,34532457
41289,592,2182291,42.0,44.0,Stratigraphy,Mt Newman,34532458
41296,592,2182291,44.0,46.0,Stratigraphy,Mt Newman,34532459
41304,592,2182291,46.0,48.0,Stratigraphy,Mt Newman,34532460
41310,592,2182291,48.0,50.0,Stratigraphy,Mt Newman,34532461
41317,592,2182291,50.0,52.0,Stratigraphy,Mt Newman,34532462
41326,592,2182291,52.0,54.0,Stratigraphy,Mt Newman,34532463
41333,592,2182291,54.0,56.0,Stratigraphy,Mt Newman,34532464
41340,592,2182291,56.0,58.0,Stratigraphy,Mt Newman,34532465
41347,592,2182291,58.0,60.0,Stratigraphy,Mt Newman,34532466
41355,592,2182291,60.0,62.0,Stratigraphy,Mt Newman,34532467
41362,592,2182291,62.0,64.0,Stratigraphy,Mt Newman,34532468
41370,592,2182291,64.0,66.0,Stratigraphy,Mt Newman,34532469
41377,592,2182291,66.0,68.0,Stratigraphy,Mt Newman,34532470
41390,592,2182291,68.0,70.0,Stratigraphy,Mt Newman,34532471
41399,592,2182291,70.0,72.0,Stratigraphy,Mt Newman,34532472
