,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
19503,592,2181771,130.1,134.0,Stratigraphy,Mt Newman,34498069
19505,592,2181771,121.2,127.85,Stratigraphy,Mt Newman,34498067
19506,592,2181771,119.8,121.2,Stratigraphy,Mt Newman,34498066
19507,592,2181771,119.2,119.8,Stratigraphy,Mt Newman,34498065
19509,592,2181771,113.8,117.8,Stratigraphy,Mt Newman,34498063
19510,592,2181771,111.3,113.8,Stratigraphy,Mt Newman,34498062
19511,592,2181771,108.8,111.3,Stratigraphy,Mt Newman,34498061
19513,592,2181771,105.9,106.8,Stratigraphy,Mt Newman,34498059
19514,592,2181771,104.4,105.9,Stratigraphy,Mt Newman,34498058
19515,592,2181771,103.2,104.4,Stratigraphy,Mt Newman,34498057
19517,592,2181771,97.2,100.35,Stratigraphy,Mt Newman,34498055
19518,592,2181771,92.7,97.2,Stratigraphy,Mt Newman,34498054
19519,592,2181771,91.65,92.7,Stratigraphy,Mt Newman,34498053
19521,592,2181771,89.6,91.0,Stratigraphy,Mt Newman,34498051
19522,592,2181771,84.85,89.6,Stratigraphy,Mt Newman,34498050
19523,592,2181771,80.6,84.85,Stratigraphy,Mt Newman,34498049
19525,592,2181771,76.45,77.25,Stratigraphy,Mt Newman,34498047
19526,592,2181771,75.45,76.45,Stratigraphy,Mt Newman,34498046
19527,592,2181771,73.9,75.45,Stratigraphy,Mt Newman,34498045
19529,592,2181771,72.05,72.65,Stratigraphy,Mt Newman,34498043
19530,592,2181771,70.5,72.05,Stratigraphy,Mt Newman,34498042
19531,592,2181771,69.05,70.5,Stratigraphy,Mt Newman,34498041
19533,592,2181771,68.0,68.4,Stratigraphy,Mt Newman,34498039
19534,592,2181771,66.7,68.0,Stratigraphy,TransCover,34498038
19535,592,2181771,64.7,66.7,Stratigraphy,TransCover,34498037
19537,592,2181771,60.7,63.2,Stratigraphy,TransCover,34498035
19538,592,2181771,60.2,60.7,Stratigraphy,TransCover,34498034
19539,592,2181771,57.05,60.2,Stratigraphy,TransCover,34498033
19541,592,2181771,51.4,52.6,Stratigraphy,TransCover,34498031
19542,592,2181771,0.0,51.4,Stratigraphy,TransCover,34498030
27821,592,2181771,52.6,57.05,Stratigraphy,TransCover,34498032
27825,592,2181771,63.2,64.7,Stratigraphy,TransCover,34498036
27828,592,2181771,68.4,69.05,Stratigraphy,Mt Newman,34498040
27834,592,2181771,72.65,73.9,Stratigraphy,Mt Newman,34498044
27837,592,2181771,77.25,80.6,Stratigraphy,Mt Newman,34498048
27841,592,2181771,91.0,91.65,Stratigraphy,Mt Newman,34498052
27844,592,2181771,100.35,103.2,Stratigraphy,Mt Newman,34498056
27849,592,2181771,106.8,108.8,Stratigraphy,Mt Newman,34498060
27852,592,2181771,117.8,119.2,Stratigraphy,Mt Newman,34498064
27856,592,2181771,127.85,130.1,Stratigraphy,Mt Newman,34498068
49400,592,2181771,130.1,134.0,Stratigraphy,Mt Newman,34498069
49402,592,2181771,121.2,127.85,Stratigraphy,Mt Newman,34498067
49403,592,2181771,119.8,121.2,Stratigraphy,Mt Newman,34498066
49404,592,2181771,119.2,119.8,Stratigraphy,Mt Newman,34498065
49406,592,2181771,113.8,117.8,Stratigraphy,Mt Newman,34498063
49407,592,2181771,111.3,113.8,Stratigraphy,Mt Newman,34498062
49408,592,2181771,108.8,111.3,Stratigraphy,Mt Newman,34498061
49410,592,2181771,105.9,106.8,Stratigraphy,Mt Newman,34498059
