,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
65292,2670,2470272,4.0,6.0,Stratigraphy,TransCover,38824452
65293,2670,2470272,10.0,12.0,Stratigraphy,TransCover,38824455
65294,2670,2470272,20.0,22.0,Stratigraphy,TransCover,38824460
65295,2670,2470272,26.0,28.0,Stratigraphy,TransCover,38824463
65296,2670,2470272,34.0,36.0,Stratigraphy,TransCover,38824467
65297,2670,2470272,40.0,42.0,Stratigraphy,TransCover,38824470
65298,2670,2470272,56.0,58.0,Stratigraphy,TransCover,38824478
65299,2670,2470272,62.0,64.0,Stratigraphy,TransCover,38824481
65300,2670,2470272,70.0,72.0,Stratigraphy,Mt Newman,38824485
65301,2670,2470272,76.0,78.0,Stratigraphy,Mt Newman,38824488
65302,2670,2470272,86.0,88.0,Stratigraphy,Mt Newman,38824493
67356,2670,2470272,8.0,10.0,Stratigraphy,TransCover,38824454
67357,2670,2470272,28.0,30.0,Stratigraphy,TransCover,38824464
67358,2670,2470272,42.0,44.0,Stratigraphy,TransCover,38824471
67359,2670,2470272,60.0,62.0,Stratigraphy,TransCover,38824480
67360,2670,2470272,72.0,74.0,Stratigraphy,Mt Newman,38824486
67361,2670,2470272,74.0,76.0,Stratigraphy,Mt Newman,38824487
68454,2670,2470272,78.0,80.0,Stratigraphy,Mt Newman,38824489
68455,2670,2470272,66.0,68.0,Stratigraphy,Mt Newman,38824483
68456,2670,2470272,44.0,46.0,Stratigraphy,TransCover,38824472
68457,2670,2470272,36.0,38.0,Stratigraphy,TransCover,38824468
68458,2670,2470272,12.0,14.0,Stratigraphy,TransCover,38824456
68459,2670,2470272,0.0,2.0,Stratigraphy,TransCover,38824450
69791,2670,2470272,2.0,4.0,Stratigraphy,TransCover,38824451
69792,2670,2470272,18.0,20.0,Stratigraphy,TransCover,38824459
69793,2670,2470272,32.0,34.0,Stratigraphy,TransCover,38824466
69794,2670,2470272,54.0,56.0,Stratigraphy,TransCover,38824477
69795,2670,2470272,68.0,70.0,Stratigraphy,Mt Newman,38824484
69796,2670,2470272,84.0,86.0,Stratigraphy,Mt Newman,38824492
70823,2670,2470272,6.0,8.0,Stratigraphy,TransCover,38824453
70824,2670,2470272,38.0,40.0,Stratigraphy,TransCover,38824469
70825,2670,2470272,64.0,66.0,Stratigraphy,Mt Newman,38824482
71372,2670,2470272,80.0,82.0,Stratigraphy,Mt Newman,38824490
71373,2670,2470272,58.0,60.0,Stratigraphy,TransCover,38824479
71374,2670,2470272,14.0,16.0,Stratigraphy,TransCover,38824457
72041,2670,2470272,16.0,18.0,Stratigraphy,TransCover,38824458
72042,2670,2470272,52.0,54.0,Stratigraphy,TransCover,38824476
72043,2670,2470272,82.0,84.0,Stratigraphy,Mt Newman,38824491
72226,2670,2470272,46.0,48.0,Stratigraphy,TransCover,38824473
72230,2670,2470272,48.0,50.0,Stratigraphy,TransCover,38824474
72232,2670,2470272,50.0,52.0,Stratigraphy,TransCover,38824475
72557,2670,2470272,30.0,32.0,Stratigraphy,TransCover,38824465
72831,2670,2470272,88.0,90.0,Stratigraphy,Mt Newman,38824494
72832,2670,2470272,22.0,24.0,Stratigraphy,TransCover,38824461
73561,2670,2470272,24.0,26.0,Stratigraphy,TransCover,38824462
74260,2670,2470272,4.0,6.0,Stratigraphy,TransCover,38824452
74261,2670,2470272,10.0,12.0,Stratigraphy,TransCover,38824455
74262,2670,2470272,20.0,22.0,Stratigraphy,TransCover,38824460
74263,2670,2470272,26.0,28.0,Stratigraphy,TransCover,38824463
74264,2670,2470272,34.0,36.0,Stratigraphy,TransCover,38824467
74265,2670,2470272,40.0,42.0,Stratigraphy,TransCover,38824470
74266,2670,2470272,56.0,58.0,Stratigraphy,TransCover,38824478
74267,2670,2470272,62.0,64.0,Stratigraphy,TransCover,38824481
74268,2670,2470272,70.0,72.0,Stratigraphy,Mt Newman,38824485
74269,2670,2470272,76.0,78.0,Stratigraphy,Mt Newman,38824488
74270,2670,2470272,86.0,88.0,Stratigraphy,Mt Newman,38824493
76324,2670,2470272,8.0,10.0,Stratigraphy,TransCover,38824454
76325,2670,2470272,28.0,30.0,Stratigraphy,TransCover,38824464
76326,2670,2470272,42.0,44.0,Stratigraphy,TransCover,38824471
76327,2670,2470272,60.0,62.0,Stratigraphy,TransCover,38824480
76328,2670,2470272,72.0,74.0,Stratigraphy,Mt Newman,38824486
76329,2670,2470272,74.0,76.0,Stratigraphy,Mt Newman,38824487
77422,2670,2470272,78.0,80.0,Stratigraphy,Mt Newman,38824489
77423,2670,2470272,66.0,68.0,Stratigraphy,Mt Newman,38824483
77424,2670,2470272,44.0,46.0,Stratigraphy,TransCover,38824472
77425,2670,2470272,36.0,38.0,Stratigraphy,TransCover,38824468
77426,2670,2470272,12.0,14.0,Stratigraphy,TransCover,38824456
77427,2670,2470272,0.0,2.0,Stratigraphy,TransCover,38824450
78759,2670,2470272,2.0,4.0,Stratigraphy,TransCover,38824451
78760,2670,2470272,18.0,20.0,Stratigraphy,TransCover,38824459
78761,2670,2470272,32.0,34.0,Stratigraphy,TransCover,38824466
78762,2670,2470272,54.0,56.0,Stratigraphy,TransCover,38824477
78763,2670,2470272,68.0,70.0,Stratigraphy,Mt Newman,38824484
78764,2670,2470272,84.0,86.0,Stratigraphy,Mt Newman,38824492
79791,2670,2470272,6.0,8.0,Stratigraphy,TransCover,38824453
79792,2670,2470272,38.0,40.0,Stratigraphy,TransCover,38824469
