,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
7285,592,2182035,174.0,176.0,Stratigraphy,Dales Gorge ,34513823
7291,592,2182035,190.0,192.0,Stratigraphy,Dales Gorge ,34513831
13068,592,2182035,102.0,104.0,Stratigraphy,Dales Gorge ,34513787
13113,592,2182035,158.0,160.0,Stratigraphy,Dales Gorge ,34513815
13522,592,2182035,182.0,184.0,Stratigraphy,Dales Gorge ,34513827
13527,592,2182035,166.0,168.0,Stratigraphy,Dales Gorge ,34513819
13534,592,2182035,142.0,144.0,Stratigraphy,Dales Gorge ,34513807
13559,592,2182035,150.0,152.0,Stratigraphy,Dales Gorge ,34513811
13580,592,2182035,126.0,128.0,Stratigraphy,Dales Gorge ,34513799
13596,592,2182035,134.0,136.0,Stratigraphy,Dales Gorge ,34513803
13618,592,2182035,110.0,112.0,Stratigraphy,Dales Gorge ,34513791
13636,592,2182035,118.0,120.0,Stratigraphy,Dales Gorge ,34513795
14128,592,2182035,86.0,88.0,Stratigraphy,Dales Gorge ,34513779
14146,592,2182035,94.0,96.0,Stratigraphy,Dales Gorge ,34513783
14147,592,2182035,22.0,24.0,Stratigraphy,TransCover,34513747
14156,592,2182035,78.0,80.0,Stratigraphy,Dales Gorge ,34513775
14160,592,2182035,70.0,72.0,Stratigraphy,Mt Whaleback,34513771
14164,592,2182035,62.0,64.0,Stratigraphy,Mt Whaleback,34513767
14168,592,2182035,54.0,56.0,Stratigraphy,Mt Whaleback,34513763
14174,592,2182035,46.0,48.0,Stratigraphy,Mt Whaleback,34513759
14178,592,2182035,38.0,40.0,Stratigraphy,Mt Whaleback,34513755
14182,592,2182035,30.0,32.0,Stratigraphy,Mt Whaleback,34513751
14192,592,2182035,14.0,16.0,Stratigraphy,TransCover,34513743
14196,592,2182035,6.0,8.0,Stratigraphy,TransCover,34513739
22116,592,2182035,0.0,2.0,Stratigraphy,TransCover,34513736
22118,592,2182035,2.0,4.0,Stratigraphy,TransCover,34513737
22119,592,2182035,4.0,6.0,Stratigraphy,TransCover,34513738
22120,592,2182035,8.0,10.0,Stratigraphy,TransCover,34513740
22122,592,2182035,10.0,12.0,Stratigraphy,TransCover,34513741
22124,592,2182035,12.0,14.0,Stratigraphy,TransCover,34513742
22126,592,2182035,16.0,18.0,Stratigraphy,TransCover,34513744
22127,592,2182035,18.0,20.0,Stratigraphy,TransCover,34513745
22128,592,2182035,20.0,22.0,Stratigraphy,TransCover,34513746
22130,592,2182035,24.0,26.0,Stratigraphy,TransCover,34513748
22132,592,2182035,26.0,28.0,Stratigraphy,Mt Whaleback,34513749
22135,592,2182035,28.0,30.0,Stratigraphy,Mt Whaleback,34513750
22138,592,2182035,32.0,34.0,Stratigraphy,Mt Whaleback,34513752
22140,592,2182035,34.0,36.0,Stratigraphy,Mt Whaleback,34513753
22143,592,2182035,36.0,38.0,Stratigraphy,Mt Whaleback,34513754
22144,592,2182035,40.0,42.0,Stratigraphy,Mt Whaleback,34513756
22146,592,2182035,42.0,44.0,Stratigraphy,Mt Whaleback,34513757
22148,592,2182035,44.0,46.0,Stratigraphy,Mt Whaleback,34513758
22150,592,2182035,48.0,50.0,Stratigraphy,Mt Whaleback,34513760
22151,592,2182035,50.0,52.0,Stratigraphy,Mt Whaleback,34513761
22152,592,2182035,52.0,54.0,Stratigraphy,Mt Whaleback,34513762
22154,592,2182035,56.0,58.0,Stratigraphy,Mt Whaleback,34513764
22156,592,2182035,58.0,60.0,Stratigraphy,Mt Whaleback,34513765
22158,592,2182035,60.0,62.0,Stratigraphy,Mt Whaleback,34513766
22167,592,2182035,64.0,66.0,Stratigraphy,Mt Whaleback,34513768
22168,592,2182035,66.0,68.0,Stratigraphy,Mt Whaleback,34513769
22170,592,2182035,68.0,70.0,Stratigraphy,Mt Whaleback,34513770
22172,592,2182035,72.0,74.0,Stratigraphy,Dales Gorge ,34513772
22175,592,2182035,74.0,76.0,Stratigraphy,Dales Gorge ,34513773
22176,592,2182035,76.0,78.0,Stratigraphy,Dales Gorge ,34513774
22178,592,2182035,80.0,82.0,Stratigraphy,Dales Gorge ,34513776
22180,592,2182035,82.0,84.0,Stratigraphy,Dales Gorge ,34513777
22182,592,2182035,84.0,86.0,Stratigraphy,Dales Gorge ,34513778
22183,592,2182035,88.0,90.0,Stratigraphy,Dales Gorge ,34513780
22184,592,2182035,90.0,92.0,Stratigraphy,Dales Gorge ,34513781
22186,592,2182035,92.0,94.0,Stratigraphy,Dales Gorge ,34513782
22190,592,2182035,96.0,98.0,Stratigraphy,Dales Gorge ,34513784
22191,592,2182035,98.0,100.0,Stratigraphy,Dales Gorge ,34513785
22192,592,2182035,100.0,102.0,Stratigraphy,Dales Gorge ,34513786
22194,592,2182035,104.0,106.0,Stratigraphy,Dales Gorge ,34513788
22196,592,2182035,106.0,108.0,Stratigraphy,Dales Gorge ,34513789
22200,592,2182035,108.0,110.0,Stratigraphy,Dales Gorge ,34513790
22204,592,2182035,112.0,114.0,Stratigraphy,Dales Gorge ,34513792
22208,592,2182035,114.0,116.0,Stratigraphy,Dales Gorge ,34513793
22212,592,2182035,116.0,118.0,Stratigraphy,Dales Gorge ,34513794
22213,592,2182035,120.0,122.0,Stratigraphy,Dales Gorge ,34513796
22214,592,2182035,122.0,124.0,Stratigraphy,Dales Gorge ,34513797
22215,592,2182035,124.0,126.0,Stratigraphy,Dales Gorge ,34513798
22220,592,2182035,128.0,130.0,Stratigraphy,Dales Gorge ,34513800
22222,592,2182035,130.0,132.0,Stratigraphy,Dales Gorge ,34513801
22224,592,2182035,132.0,134.0,Stratigraphy,Dales Gorge ,34513802
22226,592,2182035,136.0,138.0,Stratigraphy,Dales Gorge ,34513804
22228,592,2182035,138.0,140.0,Stratigraphy,Dales Gorge ,34513805
22230,592,2182035,140.0,142.0,Stratigraphy,Dales Gorge ,34513806
22231,592,2182035,144.0,146.0,Stratigraphy,Dales Gorge ,34513808
22232,592,2182035,146.0,148.0,Stratigraphy,Dales Gorge ,34513809
22234,592,2182035,148.0,150.0,Stratigraphy,Dales Gorge ,34513810
22236,592,2182035,152.0,154.0,Stratigraphy,Dales Gorge ,34513812
22238,592,2182035,154.0,156.0,Stratigraphy,Dales Gorge ,34513813
22240,592,2182035,156.0,158.0,Stratigraphy,Dales Gorge ,34513814
22244,592,2182035,160.0,162.0,Stratigraphy,Dales Gorge ,34513816
22245,592,2182035,162.0,164.0,Stratigraphy,Dales Gorge ,34513817
22246,592,2182035,164.0,166.0,Stratigraphy,Dales Gorge ,34513818
22247,592,2182035,168.0,170.0,Stratigraphy,Dales Gorge ,34513820
22248,592,2182035,170.0,172.0,Stratigraphy,Dales Gorge ,34513821
22250,592,2182035,172.0,174.0,Stratigraphy,Dales Gorge ,34513822
22252,592,2182035,176.0,178.0,Stratigraphy,Dales Gorge ,34513824
22254,592,2182035,178.0,180.0,Stratigraphy,Dales Gorge ,34513825
22256,592,2182035,180.0,182.0,Stratigraphy,Dales Gorge ,34513826
22258,592,2182035,184.0,186.0,Stratigraphy,Dales Gorge ,34513828
22260,592,2182035,186.0,188.0,Stratigraphy,Dales Gorge ,34513829
22262,592,2182035,188.0,190.0,Stratigraphy,Dales Gorge ,34513830
22268,592,2182035,192.0,194.0,Stratigraphy,Dales Gorge ,34513832
22270,592,2182035,194.0,196.0,Stratigraphy,Dales Gorge ,34513833
22272,592,2182035,196.0,198.0,Stratigraphy,Dales Gorge ,34513834
37182,592,2182035,174.0,176.0,Stratigraphy,Dales Gorge ,34513823
37188,592,2182035,190.0,192.0,Stratigraphy,Dales Gorge ,34513831
42965,592,2182035,102.0,104.0,Stratigraphy,Dales Gorge ,34513787
43010,592,2182035,158.0,160.0,Stratigraphy,Dales Gorge ,34513815
43419,592,2182035,182.0,184.0,Stratigraphy,Dales Gorge ,34513827
43424,592,2182035,166.0,168.0,Stratigraphy,Dales Gorge ,34513819
43431,592,2182035,142.0,144.0,Stratigraphy,Dales Gorge ,34513807
43456,592,2182035,150.0,152.0,Stratigraphy,Dales Gorge ,34513811
43477,592,2182035,126.0,128.0,Stratigraphy,Dales Gorge ,34513799
43493,592,2182035,134.0,136.0,Stratigraphy,Dales Gorge ,34513803
43515,592,2182035,110.0,112.0,Stratigraphy,Dales Gorge ,34513791
43533,592,2182035,118.0,120.0,Stratigraphy,Dales Gorge ,34513795
44025,592,2182035,86.0,88.0,Stratigraphy,Dales Gorge ,34513779
44043,592,2182035,94.0,96.0,Stratigraphy,Dales Gorge ,34513783
44044,592,2182035,22.0,24.0,Stratigraphy,TransCover,34513747
44053,592,2182035,78.0,80.0,Stratigraphy,Dales Gorge ,34513775
44057,592,2182035,70.0,72.0,Stratigraphy,Mt Whaleback,34513771
44061,592,2182035,62.0,64.0,Stratigraphy,Mt Whaleback,34513767
44065,592,2182035,54.0,56.0,Stratigraphy,Mt Whaleback,34513763
44071,592,2182035,46.0,48.0,Stratigraphy,Mt Whaleback,34513759
44075,592,2182035,38.0,40.0,Stratigraphy,Mt Whaleback,34513755
44079,592,2182035,30.0,32.0,Stratigraphy,Mt Whaleback,34513751
44089,592,2182035,14.0,16.0,Stratigraphy,TransCover,34513743
44093,592,2182035,6.0,8.0,Stratigraphy,TransCover,34513739
52013,592,2182035,0.0,2.0,Stratigraphy,TransCover,34513736
52015,592,2182035,2.0,4.0,Stratigraphy,TransCover,34513737
52016,592,2182035,4.0,6.0,Stratigraphy,TransCover,34513738
52017,592,2182035,8.0,10.0,Stratigraphy,TransCover,34513740
52019,592,2182035,10.0,12.0,Stratigraphy,TransCover,34513741
52021,592,2182035,12.0,14.0,Stratigraphy,TransCover,34513742
52023,592,2182035,16.0,18.0,Stratigraphy,TransCover,34513744
52024,592,2182035,18.0,20.0,Stratigraphy,TransCover,34513745
52025,592,2182035,20.0,22.0,Stratigraphy,TransCover,34513746
52027,592,2182035,24.0,26.0,Stratigraphy,TransCover,34513748
52029,592,2182035,26.0,28.0,Stratigraphy,Mt Whaleback,34513749
52032,592,2182035,28.0,30.0,Stratigraphy,Mt Whaleback,34513750
52035,592,2182035,32.0,34.0,Stratigraphy,Mt Whaleback,34513752
52037,592,2182035,34.0,36.0,Stratigraphy,Mt Whaleback,34513753
52040,592,2182035,36.0,38.0,Stratigraphy,Mt Whaleback,34513754
52041,592,2182035,40.0,42.0,Stratigraphy,Mt Whaleback,34513756
52043,592,2182035,42.0,44.0,Stratigraphy,Mt Whaleback,34513757
52045,592,2182035,44.0,46.0,Stratigraphy,Mt Whaleback,34513758
52047,592,2182035,48.0,50.0,Stratigraphy,Mt Whaleback,34513760
52048,592,2182035,50.0,52.0,Stratigraphy,Mt Whaleback,34513761
52049,592,2182035,52.0,54.0,Stratigraphy,Mt Whaleback,34513762
52051,592,2182035,56.0,58.0,Stratigraphy,Mt Whaleback,34513764
52053,592,2182035,58.0,60.0,Stratigraphy,Mt Whaleback,34513765
52055,592,2182035,60.0,62.0,Stratigraphy,Mt Whaleback,34513766
52064,592,2182035,64.0,66.0,Stratigraphy,Mt Whaleback,34513768
52065,592,2182035,66.0,68.0,Stratigraphy,Mt Whaleback,34513769
52067,592,2182035,68.0,70.0,Stratigraphy,Mt Whaleback,34513770
52069,592,2182035,72.0,74.0,Stratigraphy,Dales Gorge ,34513772
52072,592,2182035,74.0,76.0,Stratigraphy,Dales Gorge ,34513773
52073,592,2182035,76.0,78.0,Stratigraphy,Dales Gorge ,34513774
52075,592,2182035,80.0,82.0,Stratigraphy,Dales Gorge ,34513776
52077,592,2182035,82.0,84.0,Stratigraphy,Dales Gorge ,34513777
52079,592,2182035,84.0,86.0,Stratigraphy,Dales Gorge ,34513778
52080,592,2182035,88.0,90.0,Stratigraphy,Dales Gorge ,34513780
52081,592,2182035,90.0,92.0,Stratigraphy,Dales Gorge ,34513781
52083,592,2182035,92.0,94.0,Stratigraphy,Dales Gorge ,34513782
52087,592,2182035,96.0,98.0,Stratigraphy,Dales Gorge ,34513784
52088,592,2182035,98.0,100.0,Stratigraphy,Dales Gorge ,34513785
52089,592,2182035,100.0,102.0,Stratigraphy,Dales Gorge ,34513786
52091,592,2182035,104.0,106.0,Stratigraphy,Dales Gorge ,34513788
52093,592,2182035,106.0,108.0,Stratigraphy,Dales Gorge ,34513789
52097,592,2182035,108.0,110.0,Stratigraphy,Dales Gorge ,34513790
52101,592,2182035,112.0,114.0,Stratigraphy,Dales Gorge ,34513792
52105,592,2182035,114.0,116.0,Stratigraphy,Dales Gorge ,34513793
52109,592,2182035,116.0,118.0,Stratigraphy,Dales Gorge ,34513794
52110,592,2182035,120.0,122.0,Stratigraphy,Dales Gorge ,34513796
52111,592,2182035,122.0,124.0,Stratigraphy,Dales Gorge ,34513797
52112,592,2182035,124.0,126.0,Stratigraphy,Dales Gorge ,34513798
52117,592,2182035,128.0,130.0,Stratigraphy,Dales Gorge ,34513800
52119,592,2182035,130.0,132.0,Stratigraphy,Dales Gorge ,34513801
52121,592,2182035,132.0,134.0,Stratigraphy,Dales Gorge ,34513802
52123,592,2182035,136.0,138.0,Stratigraphy,Dales Gorge ,34513804
52125,592,2182035,138.0,140.0,Stratigraphy,Dales Gorge ,34513805
52127,592,2182035,140.0,142.0,Stratigraphy,Dales Gorge ,34513806
52128,592,2182035,144.0,146.0,Stratigraphy,Dales Gorge ,34513808
52129,592,2182035,146.0,148.0,Stratigraphy,Dales Gorge ,34513809
52131,592,2182035,148.0,150.0,Stratigraphy,Dales Gorge ,34513810
52133,592,2182035,152.0,154.0,Stratigraphy,Dales Gorge ,34513812
52135,592,2182035,154.0,156.0,Stratigraphy,Dales Gorge ,34513813
