,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
17809,592,2181967,0.0,2.0,Stratigraphy,TransCover,34508652
17825,592,2181967,2.0,4.0,Stratigraphy,TransCover,34508653
17835,592,2181967,4.0,6.0,Stratigraphy,TransCover,34508654
17851,592,2181967,6.0,8.0,Stratigraphy,TransCover,34508655
17866,592,2181967,8.0,10.0,Stratigraphy,TransCover,34508656
17884,592,2181967,10.0,12.0,Stratigraphy,TransCover,34508657
17903,592,2181967,12.0,14.0,Stratigraphy,TransCover,34508658
17935,592,2181967,14.0,16.0,Stratigraphy,TransCover,34508659
17964,592,2181967,16.0,18.0,Stratigraphy,TransCover,34508660
18000,592,2181967,18.0,20.0,Stratigraphy,TransCover,34508661
18023,592,2181967,20.0,22.0,Stratigraphy,TransCover,34508662
18048,592,2181967,22.0,24.0,Stratigraphy,TransCover,34508663
18072,592,2181967,24.0,26.0,Stratigraphy,TransCover,34508664
18104,592,2181967,26.0,28.0,Stratigraphy,TransCover,34508665
18130,592,2181967,28.0,30.0,Stratigraphy,TransCover,34508666
18156,592,2181967,30.0,32.0,Stratigraphy,TransCover,34508667
18180,592,2181967,32.0,34.0,Stratigraphy,TransCover,34508668
18207,592,2181967,34.0,36.0,Stratigraphy,TransCover,34508669
18231,592,2181967,36.0,38.0,Stratigraphy,TransCover,34508670
18256,592,2181967,38.0,40.0,Stratigraphy,TransCover,34508671
18280,592,2181967,40.0,42.0,Stratigraphy,TransCover,34508672
18310,592,2181967,42.0,44.0,Stratigraphy,TransCover,34508673
18334,592,2181967,44.0,46.0,Stratigraphy,TransCover,34508674
18359,592,2181967,46.0,48.0,Stratigraphy,TransCover,34508675
18383,592,2181967,48.0,50.0,Stratigraphy,TransCover,34508676
18410,592,2181967,50.0,52.0,Stratigraphy,TransCover,34508677
18434,592,2181967,52.0,54.0,Stratigraphy,TransCover,34508678
18544,592,2181967,54.0,56.0,Stratigraphy,TransCover,34508679
18664,592,2181967,56.0,58.0,Stratigraphy,TransCover,34508680
18816,592,2181967,58.0,60.0,Stratigraphy,TransCover,34508681
18836,592,2181967,60.0,62.0,Stratigraphy,TransCover,34508682
18852,592,2181967,62.0,64.0,Stratigraphy,TransCover,34508683
18867,592,2181967,64.0,66.0,Stratigraphy,TransCover,34508684
18884,592,2181967,66.0,68.0,Stratigraphy,TransCover,34508685
18899,592,2181967,68.0,70.0,Stratigraphy,TransCover,34508686
18915,592,2181967,70.0,72.0,Stratigraphy,LWA,34508687
18930,592,2181967,72.0,74.0,Stratigraphy,LWA,34508688
18948,592,2181967,74.0,76.0,Stratigraphy,LWA,34508689
18963,592,2181967,76.0,78.0,Stratigraphy,LWA,34508690
18979,592,2181967,78.0,80.0,Stratigraphy,LWA,34508691
18994,592,2181967,80.0,82.0,Stratigraphy,LWA,34508692
19011,592,2181967,82.0,84.0,Stratigraphy,LWA,34508693
19023,592,2181967,84.0,86.0,Stratigraphy,LWA,34508694
19031,592,2181967,86.0,88.0,Stratigraphy,LWA,34508695
19038,592,2181967,88.0,90.0,Stratigraphy,Mt Newman,34508696
19056,592,2181967,90.0,92.0,Stratigraphy,Mt Newman,34508697
19076,592,2181967,92.0,94.0,Stratigraphy,Mt Newman,34508698
19108,592,2181967,94.0,96.0,Stratigraphy,Mt Newman,34508699
19128,592,2181967,96.0,98.0,Stratigraphy,Mt Newman,34508700
19148,592,2181967,98.0,100.0,Stratigraphy,Mt Newman,34508701
19172,592,2181967,100.0,102.0,Stratigraphy,Mt Newman,34508702
19190,592,2181967,102.0,104.0,Stratigraphy,Mt Newman,34508703
19212,592,2181967,104.0,106.0,Stratigraphy,Mt Newman,34508704
19252,592,2181967,106.0,108.0,Stratigraphy,Mt Newman,34508705
19292,592,2181967,108.0,110.0,Stratigraphy,Mt Newman,34508706
19334,592,2181967,110.0,112.0,Stratigraphy,Mt Newman,34508707
19388,592,2181967,112.0,114.0,Stratigraphy,Mt Newman,34508708
19456,592,2181967,114.0,116.0,Stratigraphy,Mt Newman,34508709
19516,592,2181967,116.0,118.0,Stratigraphy,Mt Newman,34508710
19575,592,2181967,118.0,120.0,Stratigraphy,Mt Newman,34508711
19595,592,2181967,120.0,122.0,Stratigraphy,Mt Newman,34508712
19614,592,2181967,122.0,124.0,Stratigraphy,Mt Newman,34508713
19629,592,2181967,124.0,126.0,Stratigraphy,Mt Newman,34508714
19645,592,2181967,126.0,128.0,Stratigraphy,Mt Newman,34508715
19660,592,2181967,128.0,130.0,Stratigraphy,Mt Newman,34508716
19677,592,2181967,130.0,132.0,Stratigraphy,Mt Newman,34508717
19692,592,2181967,132.0,134.0,Stratigraphy,Mt Newman,34508718
19708,592,2181967,134.0,136.0,Stratigraphy,Mt Newman,34508719
19723,592,2181967,136.0,138.0,Stratigraphy,Mt Newman,34508720
19741,592,2181967,138.0,140.0,Stratigraphy,Mt Newman,34508721
19756,592,2181967,140.0,142.0,Stratigraphy,Mt Newman,34508722
19772,592,2181967,142.0,144.0,Stratigraphy,Mt Newman,34508723
19787,592,2181967,144.0,146.0,Stratigraphy,McLeod,34508724
47706,592,2181967,0.0,2.0,Stratigraphy,TransCover,34508652
47722,592,2181967,2.0,4.0,Stratigraphy,TransCover,34508653
47732,592,2181967,4.0,6.0,Stratigraphy,TransCover,34508654
47748,592,2181967,6.0,8.0,Stratigraphy,TransCover,34508655
