,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
27803,592,2182290,0.0,2.0,Stratigraphy,TransCover,34532410
27810,592,2182290,2.0,4.0,Stratigraphy,TransCover,34532411
27818,592,2182290,4.0,6.0,Stratigraphy,TransCover,34532412
27823,592,2182290,6.0,8.0,Stratigraphy,TransCover,34532413
27832,592,2182290,8.0,10.0,Stratigraphy,TransCover,34532414
27839,592,2182290,10.0,12.0,Stratigraphy,TransCover,34532415
27847,592,2182290,12.0,14.0,Stratigraphy,TransCover,34532416
27854,592,2182290,14.0,16.0,Stratigraphy,TransCover,34532417
27864,592,2182290,16.0,18.0,Stratigraphy,TransCover,34532418
27871,592,2182290,18.0,20.0,Stratigraphy,TransCover,34532419
27879,592,2182290,20.0,22.0,Stratigraphy,TransCover,34532420
27886,592,2182290,22.0,24.0,Stratigraphy,TransCover,34532421
27895,592,2182290,24.0,26.0,Stratigraphy,TransCover,34532422
27902,592,2182290,26.0,28.0,Stratigraphy,Mt Newman,34532423
27910,592,2182290,28.0,30.0,Stratigraphy,Mt Newman,34532424
27917,592,2182290,30.0,32.0,Stratigraphy,Mt Newman,34532425
27928,592,2182290,32.0,34.0,Stratigraphy,Mt Newman,34532426
27935,592,2182290,34.0,36.0,Stratigraphy,Mt Newman,34532427
27943,592,2182290,36.0,38.0,Stratigraphy,Mt Newman,34532428
27950,592,2182290,38.0,40.0,Stratigraphy,Mt Newman,34532429
27959,592,2182290,40.0,42.0,Stratigraphy,Mt Newman,34532430
27966,592,2182290,42.0,44.0,Stratigraphy,Mt Newman,34532431
27974,592,2182290,44.0,46.0,Stratigraphy,Mt Newman,34532432
27981,592,2182290,46.0,48.0,Stratigraphy,Mt Newman,34532433
27991,592,2182290,48.0,50.0,Stratigraphy,Mt Newman,34532434
27998,592,2182290,50.0,52.0,Stratigraphy,Mt Newman,34532435
28006,592,2182290,52.0,54.0,Stratigraphy,Mt Newman,34532436
57700,592,2182290,0.0,2.0,Stratigraphy,TransCover,34532410
57707,592,2182290,2.0,4.0,Stratigraphy,TransCover,34532411
57715,592,2182290,4.0,6.0,Stratigraphy,TransCover,34532412
57720,592,2182290,6.0,8.0,Stratigraphy,TransCover,34532413
57729,592,2182290,8.0,10.0,Stratigraphy,TransCover,34532414
57736,592,2182290,10.0,12.0,Stratigraphy,TransCover,34532415
57744,592,2182290,12.0,14.0,Stratigraphy,TransCover,34532416
57751,592,2182290,14.0,16.0,Stratigraphy,TransCover,34532417
57761,592,2182290,16.0,18.0,Stratigraphy,TransCover,34532418
57768,592,2182290,18.0,20.0,Stratigraphy,TransCover,34532419
57776,592,2182290,20.0,22.0,Stratigraphy,TransCover,34532420
57783,592,2182290,22.0,24.0,Stratigraphy,TransCover,34532421
57792,592,2182290,24.0,26.0,Stratigraphy,TransCover,34532422
57799,592,2182290,26.0,28.0,Stratigraphy,Mt Newman,34532423
57807,592,2182290,28.0,30.0,Stratigraphy,Mt Newman,34532424
57814,592,2182290,30.0,32.0,Stratigraphy,Mt Newman,34532425
57825,592,2182290,32.0,34.0,Stratigraphy,Mt Newman,34532426
57832,592,2182290,34.0,36.0,Stratigraphy,Mt Newman,34532427
57840,592,2182290,36.0,38.0,Stratigraphy,Mt Newman,34532428
57847,592,2182290,38.0,40.0,Stratigraphy,Mt Newman,34532429
57856,592,2182290,40.0,42.0,Stratigraphy,Mt Newman,34532430
57863,592,2182290,42.0,44.0,Stratigraphy,Mt Newman,34532431
57871,592,2182290,44.0,46.0,Stratigraphy,Mt Newman,34532432
57878,592,2182290,46.0,48.0,Stratigraphy,Mt Newman,34532433
57888,592,2182290,48.0,50.0,Stratigraphy,Mt Newman,34532434
57895,592,2182290,50.0,52.0,Stratigraphy,Mt Newman,34532435
57903,592,2182290,52.0,54.0,Stratigraphy,Mt Newman,34532436
