,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
19927,592,2182274,142.0,144.0,Stratigraphy,Mt Newman,34531641
19929,592,2182274,138.0,140.0,Stratigraphy,Mt Newman,34531639
19931,592,2182274,134.0,136.0,Stratigraphy,Mt Newman,34531637
19933,592,2182274,130.0,132.0,Stratigraphy,Mt Newman,34531635
19935,592,2182274,126.0,128.0,Stratigraphy,Mt Newman,34531633
19937,592,2182274,122.0,124.0,Stratigraphy,Mt Newman,34531631
19939,592,2182274,118.0,120.0,Stratigraphy,Mt Newman,34531629
19941,592,2182274,114.0,116.0,Stratigraphy,Mt Newman,34531627
19945,592,2182274,106.0,108.0,Stratigraphy,Mt Newman,34531623
19947,592,2182274,102.0,104.0,Stratigraphy,Mt Newman,34531621
19949,592,2182274,98.0,100.0,Stratigraphy,Mt Newman,34531619
19951,592,2182274,94.0,96.0,Stratigraphy,Mt Newman,34531617
19953,592,2182274,90.0,92.0,Stratigraphy,Mt Newman,34531615
19955,592,2182274,86.0,88.0,Stratigraphy,Mt Newman,34531613
19957,592,2182274,82.0,84.0,Stratigraphy,Mt Newman,34531611
19959,592,2182274,78.0,80.0,Stratigraphy,Mt Newman,34531609
19961,592,2182274,74.0,76.0,Stratigraphy,Mt Newman,34531607
19963,592,2182274,70.0,72.0,Stratigraphy,TransCover,34531605
19965,592,2182274,66.0,68.0,Stratigraphy,TransCover,34531603
19967,592,2182274,62.0,64.0,Stratigraphy,TransCover,34531601
19969,592,2182274,58.0,60.0,Stratigraphy,TransCover,34531599
19971,592,2182274,54.0,56.0,Stratigraphy,TransCover,34531597
19973,592,2182274,50.0,52.0,Stratigraphy,TransCover,34531595
19977,592,2182274,42.0,44.0,Stratigraphy,TransCover,34531591
19979,592,2182274,38.0,40.0,Stratigraphy,TransCover,34531589
19981,592,2182274,34.0,36.0,Stratigraphy,TransCover,34531587
19983,592,2182274,30.0,32.0,Stratigraphy,TransCover,34531585
19985,592,2182274,26.0,28.0,Stratigraphy,TransCover,34531583
19987,592,2182274,22.0,24.0,Stratigraphy,TransCover,34531581
19989,592,2182274,18.0,20.0,Stratigraphy,TransCover,34531579
19991,592,2182274,14.0,16.0,Stratigraphy,TransCover,34531577
19993,592,2182274,10.0,12.0,Stratigraphy,TransCover,34531575
19995,592,2182274,6.0,8.0,Stratigraphy,TransCover,34531573
19997,592,2182274,2.0,4.0,Stratigraphy,TransCover,34531571
