,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
21129,592,2181959,68.0,70.0,Stratigraphy,McLeod,34508266
21131,592,2181959,64.0,66.0,Stratigraphy,Mt Newman,34508264
21133,592,2181959,60.0,62.0,Stratigraphy,Mt Newman,34508262
21135,592,2181959,56.0,58.0,Stratigraphy,Mt Newman,34508260
21137,592,2181959,52.0,54.0,Stratigraphy,Mt Newman,34508258
21139,592,2181959,48.0,50.0,Stratigraphy,Mt Newman,34508256
21141,592,2181959,44.0,46.0,Stratigraphy,Mt Newman,34508254
21143,592,2181959,40.0,42.0,Stratigraphy,Mt Newman,34508252
21145,592,2181959,36.0,38.0,Stratigraphy,LWA,34508250
21147,592,2181959,32.0,34.0,Stratigraphy,LWA,34508248
21149,592,2181959,28.0,30.0,Stratigraphy,LWA,34508246
21151,592,2181959,24.0,26.0,Stratigraphy,TransCover,34508244
21153,592,2181959,20.0,22.0,Stratigraphy,TransCover,34508242
21155,592,2181959,16.0,18.0,Stratigraphy,TransCover,34508240
21157,592,2181959,12.0,14.0,Stratigraphy,TransCover,34508238
21161,592,2181959,4.0,6.0,Stratigraphy,TransCover,34508234
21163,592,2181959,0.0,2.0,Stratigraphy,TransCover,34508232
26313,592,2181959,2.0,4.0,Stratigraphy,TransCover,34508233
26318,592,2181959,6.0,8.0,Stratigraphy,TransCover,34508235
26319,592,2181959,8.0,10.0,Stratigraphy,TransCover,34508236
26320,592,2181959,10.0,12.0,Stratigraphy,TransCover,34508237
26322,592,2181959,14.0,16.0,Stratigraphy,TransCover,34508239
26323,592,2181959,18.0,20.0,Stratigraphy,TransCover,34508241
26326,592,2181959,22.0,24.0,Stratigraphy,TransCover,34508243
26327,592,2181959,26.0,28.0,Stratigraphy,TransCover,34508245
26329,592,2181959,30.0,32.0,Stratigraphy,LWA,34508247
26330,592,2181959,34.0,36.0,Stratigraphy,LWA,34508249
26334,592,2181959,38.0,40.0,Stratigraphy,Mt Newman,34508251
26335,592,2181959,42.0,44.0,Stratigraphy,Mt Newman,34508253
26337,592,2181959,46.0,48.0,Stratigraphy,Mt Newman,34508255
26338,592,2181959,50.0,52.0,Stratigraphy,Mt Newman,34508257
26341,592,2181959,54.0,56.0,Stratigraphy,Mt Newman,34508259
26342,592,2181959,58.0,60.0,Stratigraphy,Mt Newman,34508261
26344,592,2181959,62.0,64.0,Stratigraphy,Mt Newman,34508263
26345,592,2181959,66.0,68.0,Stratigraphy,Mt Newman,34508265
26349,592,2181959,70.0,72.0,Stratigraphy,McLeod,34508267
51026,592,2181959,68.0,70.0,Stratigraphy,McLeod,34508266
51028,592,2181959,64.0,66.0,Stratigraphy,Mt Newman,34508264
51030,592,2181959,60.0,62.0,Stratigraphy,Mt Newman,34508262
51032,592,2181959,56.0,58.0,Stratigraphy,Mt Newman,34508260
51034,592,2181959,52.0,54.0,Stratigraphy,Mt Newman,34508258
51036,592,2181959,48.0,50.0,Stratigraphy,Mt Newman,34508256
51038,592,2181959,44.0,46.0,Stratigraphy,Mt Newman,34508254
51040,592,2181959,40.0,42.0,Stratigraphy,Mt Newman,34508252
51042,592,2181959,36.0,38.0,Stratigraphy,LWA,34508250
51044,592,2181959,32.0,34.0,Stratigraphy,LWA,34508248
51046,592,2181959,28.0,30.0,Stratigraphy,LWA,34508246
51048,592,2181959,24.0,26.0,Stratigraphy,TransCover,34508244
51050,592,2181959,20.0,22.0,Stratigraphy,TransCover,34508242
51052,592,2181959,16.0,18.0,Stratigraphy,TransCover,34508240
51054,592,2181959,12.0,14.0,Stratigraphy,TransCover,34508238
51058,592,2181959,4.0,6.0,Stratigraphy,TransCover,34508234
51060,592,2181959,0.0,2.0,Stratigraphy,TransCover,34508232
56210,592,2181959,2.0,4.0,Stratigraphy,TransCover,34508233
56215,592,2181959,6.0,8.0,Stratigraphy,TransCover,34508235
56216,592,2181959,8.0,10.0,Stratigraphy,TransCover,34508236
56217,592,2181959,10.0,12.0,Stratigraphy,TransCover,34508237
56219,592,2181959,14.0,16.0,Stratigraphy,TransCover,34508239
56220,592,2181959,18.0,20.0,Stratigraphy,TransCover,34508241
56223,592,2181959,22.0,24.0,Stratigraphy,TransCover,34508243
56224,592,2181959,26.0,28.0,Stratigraphy,TransCover,34508245
56226,592,2181959,30.0,32.0,Stratigraphy,LWA,34508247
56227,592,2181959,34.0,36.0,Stratigraphy,LWA,34508249
56231,592,2181959,38.0,40.0,Stratigraphy,Mt Newman,34508251
56232,592,2181959,42.0,44.0,Stratigraphy,Mt Newman,34508253
56234,592,2181959,46.0,48.0,Stratigraphy,Mt Newman,34508255
56235,592,2181959,50.0,52.0,Stratigraphy,Mt Newman,34508257
56238,592,2181959,54.0,56.0,Stratigraphy,Mt Newman,34508259
56239,592,2181959,58.0,60.0,Stratigraphy,Mt Newman,34508261
56241,592,2181959,62.0,64.0,Stratigraphy,Mt Newman,34508263
56242,592,2181959,66.0,68.0,Stratigraphy,Mt Newman,34508265
56246,592,2181959,70.0,72.0,Stratigraphy,McLeod,34508267
