,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
65648,2670,2470215,78.0,80.0,Stratigraphy,Mt Newman,38820238
65649,2670,2470215,66.0,68.0,Stratigraphy,Mt Newman,38820232
65650,2670,2470215,34.0,36.0,Stratigraphy,TransCover,38820216
65651,2670,2470215,18.0,20.0,Stratigraphy,TransCover,38820208
65652,2670,2470215,4.0,6.0,Stratigraphy,TransCover,38820201
65997,2670,2470215,12.0,14.0,Stratigraphy,TransCover,38820205
65998,2670,2470215,30.0,32.0,Stratigraphy,TransCover,38820214
65999,2670,2470215,44.0,46.0,Stratigraphy,TransCover,38820221
66000,2670,2470215,60.0,62.0,Stratigraphy,Mt Newman,38820229
66001,2670,2470215,74.0,76.0,Stratigraphy,Mt Newman,38820236
67176,2670,2470215,88.0,90.0,Stratigraphy,Mt Newman,38820243
67445,2670,2470215,90.0,92.0,Stratigraphy,Mt Newman,38820244
67521,2670,2470215,92.0,94.0,Stratigraphy,Mt Newman,38820245
67529,2670,2470215,94.0,96.0,Stratigraphy,Mt Newman,38820246
67536,2670,2470215,84.0,86.0,Stratigraphy,Mt Newman,38820241
67537,2670,2470215,72.0,74.0,Stratigraphy,Mt Newman,38820235
67563,2670,2470215,26.0,28.0,Stratigraphy,TransCover,38820212
67564,2670,2470215,58.0,60.0,Stratigraphy,Mt Newman,38820228
67565,2670,2470215,28.0,30.0,Stratigraphy,TransCover,38820213
67737,2670,2470215,6.0,8.0,Stratigraphy,TransCover,38820202
67738,2670,2470215,62.0,64.0,Stratigraphy,Mt Newman,38820230
67739,2670,2470215,68.0,70.0,Stratigraphy,Mt Newman,38820233
68075,2670,2470215,76.0,78.0,Stratigraphy,Mt Newman,38820237
68076,2670,2470215,46.0,48.0,Stratigraphy,TransCover,38820222
68077,2670,2470215,20.0,22.0,Stratigraphy,TransCover,38820209
68277,2670,2470215,16.0,18.0,Stratigraphy,TransCover,38820207
68278,2670,2470215,70.0,72.0,Stratigraphy,Mt Newman,38820234
68279,2670,2470215,86.0,88.0,Stratigraphy,Mt Newman,38820242
69969,2670,2470215,80.0,82.0,Stratigraphy,Mt Newman,38820239
69970,2670,2470215,36.0,38.0,Stratigraphy,TransCover,38820217
69971,2670,2470215,8.0,10.0,Stratigraphy,TransCover,38820203
70928,2670,2470215,54.0,56.0,Stratigraphy,Mt Newman,38820226
