,companyid,CollarID,fromdepth,todepth,attributecolumn,attributevalue,dhgeologyid
427,60,969889,0.0,1.0,Stratigraphy,TransCover,14421893
428,60,969889,1.0,2.0,Stratigraphy,TransCover,14421894
429,60,969889,2.0,3.0,Stratigraphy,TransCover,14421895
430,60,969889,3.0,4.0,Stratigraphy,TransCover,14421896
431,60,969889,4.0,5.0,Stratigraphy,TransCover,14421897
432,60,969889,5.0,6.0,Stratigraphy,TransCover,14421898
433,60,969889,6.0,7.0,Stratigraphy,TransCover,14421899
434,60,969889,7.0,8.0,Stratigraphy,TransCover,14421900
435,60,969889,8.0,9.0,Stratigraphy,TransCover,14421901
436,60,969889,9.0,10.0,Stratigraphy,TransCover,14421902
437,60,969889,10.0,11.0,Stratigraphy,TransCover,14421903
438,60,969889,11.0,12.0,Stratigraphy,Mn Sub Group,14421904
439,60,969889,12.0,13.0,Stratigraphy,Mn Sub Group,14421905
440,60,969889,13.0,14.0,Stratigraphy,Mn Sub Group,14421906
441,60,969889,14.0,15.0,Stratigraphy,Mn Sub Group,14421907
442,60,969889,15.0,16.0,Stratigraphy,Mn Sub Group,14421908
443,60,969889,16.0,17.0,Stratigraphy,Mn Sub Group,14421909
444,60,969889,17.0,18.0,Stratigraphy,Mn Sub Group,14421910
445,60,969889,18.0,19.0,Stratigraphy,Mn Sub Group,14421911
446,60,969889,19.0,20.0,Stratigraphy,Mn Sub Group,14421912
447,60,969889,20.0,21.0,Stratigraphy,Mn Sub Group,14421913
448,60,969889,21.0,22.0,Stratigraphy,Mn Sub Group,14421914
449,60,969889,22.0,23.0,Stratigraphy,Mn Sub Group,14421915
450,60,969889,23.0,24.0,Stratigraphy,Mn Sub Group,14421916
451,60,969889,24.0,25.0,Stratigraphy,Mn Sub Group,14421917
452,60,969889,25.0,26.0,Stratigraphy,Mn Sub Group,14421918
453,60,969889,26.0,27.0,Stratigraphy,Mn Sub Group,14421919
454,60,969889,27.0,28.0,Stratigraphy,Mn Sub Group,14421920
455,60,969889,28.0,29.0,Stratigraphy,Mn Sub Group,14421921
456,60,969889,29.0,30.0,Stratigraphy,Mn Sub Group,14421922
457,60,969889,30.0,31.0,Stratigraphy,Mn Sub Group,14421923
458,60,969889,31.0,32.0,Stratigraphy,Mn Sub Group,14421924
459,60,969889,32.0,33.0,Stratigraphy,Mn Sub Group,14421925
460,60,969889,33.0,34.0,Stratigraphy,Mn Sub Group,14421926
461,60,969889,34.0,35.0,Stratigraphy,Mn Sub Group,14421927
462,60,969889,35.0,36.0,Stratigraphy,Mn Sub Group,14421928
463,60,969889,36.0,37.0,Stratigraphy,Mn Sub Group,14421929
464,60,969889,37.0,38.0,Stratigraphy,Mn Sub Group,14421930
465,60,969889,38.0,39.0,Stratigraphy,Mn Sub Group,14421931
466,60,969889,39.0,40.0,Stratigraphy,Mn Sub Group,14421932
467,60,969889,40.0,41.0,Stratigraphy,Mn Sub Group,14421933
468,60,969889,41.0,42.0,Stratigraphy,Mn Sub Group,14421934
1759,60,969889,0.0,1.0,Stratigraphy,TransCover,14421893
1760,60,969889,1.0,2.0,Stratigraphy,TransCover,14421894
1761,60,969889,2.0,3.0,Stratigraphy,TransCover,14421895
1762,60,969889,3.0,4.0,Stratigraphy,TransCover,14421896
1763,60,969889,4.0,5.0,Stratigraphy,TransCover,14421897
1764,60,969889,5.0,6.0,Stratigraphy,TransCover,14421898
1765,60,969889,6.0,7.0,Stratigraphy,TransCover,14421899
1766,60,969889,7.0,8.0,Stratigraphy,TransCover,14421900
1767,60,969889,8.0,9.0,Stratigraphy,TransCover,14421901
1768,60,969889,9.0,10.0,Stratigraphy,TransCover,14421902
1769,60,969889,10.0,11.0,Stratigraphy,TransCover,14421903
1770,60,969889,11.0,12.0,Stratigraphy,Mn Sub Group,14421904
1771,60,969889,12.0,13.0,Stratigraphy,Mn Sub Group,14421905
1772,60,969889,13.0,14.0,Stratigraphy,Mn Sub Group,14421906
1773,60,969889,14.0,15.0,Stratigraphy,Mn Sub Group,14421907
1774,60,969889,15.0,16.0,Stratigraphy,Mn Sub Group,14421908
1775,60,969889,16.0,17.0,Stratigraphy,Mn Sub Group,14421909
1776,60,969889,17.0,18.0,Stratigraphy,Mn Sub Group,14421910
1777,60,969889,18.0,19.0,Stratigraphy,Mn Sub Group,14421911
