,CODE,UNITNAME,DESCRIPTN,lithos,distance,GROUP_,FORMATION,MEMBER,BED,LITHNAME1,LITHNAME2,ROCKTYPE1,ROCKTYPE2
2473,A-CE-g,Cleland Supersuite,"Monzogranite, granodiorite, and tonalite; local gabbro and dolerite; variably metamorphosed","monzogranite,dolerite,gabbro,granodiorite,tonalite",257920.37514843693,,,,,,,igneous granitic,
2234,A-EM-g,Emu Pool Supersuite,Monzogranite and granodiorite; minor trondhjemite; metamorphosed,"granodiorite,monzogranite,trondhjemite",220886.6220223744,,,,,,,igneous granitic,
524,A-FO-mos,Fortescue Group,Metagabbro and metadolerite; sheared,"metadolerite,metagabbro",228129.49817452033,Fortescue Group,,,,mafic schist derived from intrusive rock,,meta-igneous mafic intrusive,
591,A-FO-od,Fortescue Group,Dolerite dyke or sill,dolerite,228912.41732887304,Fortescue Group,,,,dolerite,,igneous mafic intrusive,
906,A-FOh-xs-f,Hardey Formation,Sedimentary and felsic volcanic rocks; local intrusive rocks,volcanic,221396.27741635905,Fortescue Group,Hardey Formation,,,,,sedimentary siliciclastic,igneous felsic volcanic
1016,A-FOhb-fr,Bamboo Creek Member,"Rhyolite, rhyodacite, and dacite in flows and subvolcanic intrusions; alkali feldspar and quartz phenocrysts; volcanic breccia, welded ignimbrite, with accretionary lapilli; resedimented pyroclastic deposits","rhyolite,dacite,rhyodacite,volcanic",251455.7657156638,Fortescue Group,Hardey Formation,Bamboo Creek Member,,rhyolite,,igneous felsic volcanic,
2438,A-FOhi-f,Koongaling Volcanic Member,"Porphoryritic and fine-grained dacite, rhyodacite, rhyolite lava","dacite,rhyodacite,rhyolite",219170.65891915272,Fortescue Group,Hardey Formation,Koongaling Volcanic Member,,,,igneous felsic volcanic,
31524,A-FOj-s,Jeerinah Formation,"Siliciclastic sedimentary rocks, local volcanic rocks, and dolerite sills","siliciclastic,dolerite,volcanic",223051.22816166043,Fortescue Group,Jeerinah Formation,,,,,sedimentary siliciclastic,
2642,A-FOji-fr,Isabella Member,"Fine-grained, massive rhyolite; quartz or carbonate amygdales; possible intrusion","rhyolite,carbonate",224172.38571314458,Fortescue Group,Jeerinah Formation,Isabella Member,,rhyolite,,igneous felsic volcanic,
2643,A-FOk-b,Kylena Formation,"Massive, amygdaloidal, and vesicular basalt and basaltic andesite; local komatiitic basalt, dacite, and rhyolite","andesite,basalt,basalt,dacite,rhyolite",215280.39532095383,Fortescue Group,Kylena Formation,,,,,igneous mafic volcanic,
324,A-FOm-b,Maddina Formation,"Massive, amygdaloidal, or vesicular basalt and basaltic andesite; local komatiitic basalt, dacite, and rhyolite","andesite,basalt,basalt,dacite,rhyolite",221295.80705650672,Fortescue Group,Maddina Formation,,,,,igneous mafic volcanic,
2647,A-FOr-b,Mount Roe Basalt,Basaltic volcanic rock; local volcaniclastic and siliciclastic rocks,"volcanic,siliciclastic,volcaniclastic",250709.80528914667,Fortescue Group,Mount Roe Basalt,,,,,igneous mafic volcanic,
2231,A-FOt-xb-k,Tumbiana Formation,Basaltic volcanic rocks and carbonate rocks,"volcanic,carbonate",219626.14454133363,Fortescue Group,Tumbiana Formation,,,,,igneous mafic volcanic,sedimentary carbonate
933,A-GCe-ca,Cleaverville Formation,"Banded iron-formation, ferruginous chert, sandstone, siltstone and shale; minor grey-white chert and felsic volcaniclastic rock; metamorphosed","iron-formation,chert,chert,sandstone,shale,siltstone,volcaniclastic",220967.45293095938,Gorge Creek Group,Cleaverville Formation,,,mixed iron formation and mudstone/siltstone,,sedimentary other chemical or biochemical,
973,A-GCu-s,Cundaline Formation,"Shale, siltstone, and wacke; local sandstone and conglomerate; metamorphosed","shale,conglomerate,sandstone,siltstone,wacke",221424.89521477598,Gorge Creek Group,Cundaline Formation,,,,,sedimentary siliciclastic,
