,CODE,UNITNAME,DESCRIPTN,lithos,distance,GROUP_,FORMATION,MEMBER,BED,LITHNAME1,LITHNAME2,ROCKTYPE1,ROCKTYPE2
2516,A-CDa-s,Cattle Well Formation,"Sandstone, siltstone, shale, and wacke; minor felsic volcaniclastic rocks; local chert replacing stromatolitic carbonate rocks; metamorphosed","sandstone,chert,shale,siltstone,volcaniclastic,carbonate,wacke",211266.03688358003,Croydon Group,Cattle Well Formation,,,,,sedimentary siliciclastic,
1485,A-CDl-st,Lalla Rookh Sandstone,"Sandstone with beds of conglomerate, and minor siltstone and shale; metamorphosed","conglomerate,sandstone,shale,siltstone",186085.75800079564,Croydon Group,Lalla Rookh Sandstone,,,sandstone,,sedimentary siliciclastic,
111,A-CE-g,Cleland Supersuite,"Monzogranite, granodiorite, and tonalite; local gabbro and dolerite; variably metamorphosed","monzogranite,dolerite,gabbro,granodiorite,tonalite",89993.32887267084,,,,,,,igneous granitic,
31086,A-CEbi-gm,Bishop Creek Monzogranite,Biotite monzogranite to granodiorite and syenogranite; fine to coarse grained; locally seriate and porphyritic; rare pegmatite dykes; weakly metamorphosed,"granodiorite,monzogranite,syenogranite,pegmatite",146605.3240017353,,Bishop Creek Monzogranite,,,monzogranite,,igneous granitic,
2319,A-CEbu-gm,Bullgarina Monzogranite,Biotite(â??muscovite) monzogranite; medium to coarse grained; weakly metamorphosed,monzogranite,146804.08422947346,,Bullgarina Monzogranite,,,monzogranite,,igneous granitic,
2193,A-CEgc-mgm,Garden Creek Monzogranite,Metamorphosed biotite monzogranite; tectonically foliated; leucocratic; minor pegmatitic granitic sheets,"monzogranite,granitic",196088.91205903652,,Garden Creek Monzogranite,,,metamonzogranite,,meta-igneous felsic intrusive,
31343,A-CEwo-gmp,Wolline Monzogranite,Monzogranite and syenogranite; porphyritic and seriate; metamorphosed,"monzogranite,syenogranite",194831.03075029788,,Wolline Monzogranite,,,monzogranite,,igneous granitic,
1000,A-CL-mg,Callina Supersuite,Metadiorite to metasyenogranite; massive to gneissic,"metadiorite,metasyenogranite",159482.43093699243,,,,,metagranitic rock,,meta-igneous felsic intrusive,
31146,A-CLco-mgg,Coolyia Creek Granodiorite,Metagranodiorite to metatonalite; clotty hornblende texture; strongly foliated,"metagranodiorite,metatonalite",185240.43418858814,,Coolyia Creek Granodiorite,,,metagranodiorite,,meta-igneous felsic intrusive,
1356,A-CLho-gf,Homeward Bound Granite,Alkali-feldspar granite; medium to coarse grained; includes local diorite and granodiorite; massive to weakly foliated; weakly metamorphosed,"granite,granodiorite,diorite",169636.12964785122,,Homeward Bound Granite,,,alkali feldspar granite,,igneous granitic,
31476,A-CLns-mgta,North Shaw Tonalite,"Metamorphosed hornblende tonalite to diorite; equigranular, with local plagioclase phenocrysts","tonalite,diorite",173857.6412203879,,North Shaw Tonalite,,,metatonalite,,meta-igneous felsic intrusive,
237,A-CLow-mgi,Owens Gully Diorite,Metamorphosed quartz diorite; foliated to gneissic,diorite,167869.87336303227,,Owens Gully Diorite,,,metadiorite,,meta-igneous felsic intrusive,
1045,A-CLun-mgtn,Underwood Gneiss,"Granitic gneiss and migmatite; metatonalite, metagranodiorite, and metamonzogranite banding; strongly sheared","gneiss,granitic,migmatite,metagranodiorite,metamonzogranite,metatonalite",140080.5523531428,,Underwood Gneiss,,,metatonalite,,meta-igneous felsic intrusive,
2209,A-DA-ma,Dalton Suite,Metamorphosed ultramafic intrusive rock,ultramafic,79907.82319795004,,,,,meta-ultramafic intrusive rock,,meta-igneous ultramafic intrusive,
2210,A-DA-xo-a,Dalton Suite,Mafic and ultramafic intrusive rocks; metamorphosed,"mafic,ultramafic",97802.48177483605,,,,,,,igneous mafic intrusive,igneous ultramafic intrusive
1414,A-DGc-b,Coonieena Basalt,Massive and pillowed basalt and komatiitic basalt; local silicified basaltic andesite and hyaloclastic breccia; metamorphosed,"basalt,basalt,andesite,hyaloclastic",178629.9038910754,,Coonieena Basalt,,,,,igneous mafic volcanic,
1276,A-EM-g,Emu Pool Supersuite,Monzogranite and granodiorite; minor trondhjemite; metamorphosed,"granodiorite,monzogranite,trondhjemite",153823.0789927014,,,,,,,igneous granitic,
682,A-EMbo-gmap,Boobina Porphyry,Porphyritic fine-grained monzogranite; minor hornblende; weakly metamorphosed,monzogranite,133474.11879773033,,Boobina Porphyry,,,monzogranite,,igneous granitic,
31087,A-EMca-gmp,Carbana Monzogranite,Biotite monzogranite; feldspar porphyritic; common mafic xenoliths; weakly metamorphosed,"monzogranite,mafic",147078.26355049235,,Carbana Monzogranite,,,monzogranite,,igneous granitic,
1053,A-EMce-mgg,Chessman Granodiorite,Metamorphosed biotite granodiorite and metatonalite; medium to coarse grained; strongly foliated to gneissic,"granodiorite,metatonalite",140676.92231375352,,Chessman Granodiorite,,,metagranodiorite,,meta-igneous felsic intrusive,
31461,A-EMch-gt,Chimingadgi Trondhjemite,"Biotite trondhjemite; medium grained, massive, seriate textured; weakly metamorphosed",trondhjemite,163185.7231324233,,Chimingadgi Trondhjemite,,,tonalite,,igneous granitic,
1054,A-EMcm-gg,Campbell Well Granodiorite,Biotite granodiorite; medium to coarse grained; foliated; weakly metamorphosed,granodiorite,182230.16298408146,,Campbell Well Granodiorite,,,granodiorite,,igneous granitic,
31100,A-EMco-gg,Coppin Gap Granodiorite,"Biotite granodiorite and tonalite; medium grained, massive to seriate, weakly foliated; local mafic xenoliths; weakly metamorphosed","granodiorite,tonalite,mafic",171962.09905617245,,Coppin Gap Granodiorite,,,granodiorite,,igneous granitic,
1578,A-EMco-gnap,Coppin Gap Granodiorite,Porphyritic microgranodiorite and micromonzogranite; metamorphosed,micromonzogranite,185726.28537446438,,Coppin Gap Granodiorite,,,granitic rock; undivided,,igneous granitic,
248,A-EMcw-ggv,Cotton Well Granodiorite,Muscovite granodiorite; fine to medium grained; weakly foliated; metamorphosed,granodiorite,172964.4410054476,,Cotton Well Granodiorite,,,granodiorite,,igneous granitic,
643,A-EMda-gr,Davitt Syenogranite,"Muscoviteâ??garnet syenogranite; medium grained, foliated; weakly metamorphosed",syenogranite,143794.44758424358,,Davitt Syenogranite,,,syenogranite,,igneous granitic,
31278,A-EMel-mgtn,Elsie Creek Tonalite,Metatonalite and metagranodiorite; local sills of monzogranite and orthogneiss xenoilths; strongly foliated to gneissic,"metagranodiorite,metatonalite,monzogranite,orthogneiss",84300.84677819548,,Elsie Creek Tonalite,,,metatonalite,,meta-igneous felsic intrusive,
543,A-EMgo-gg,Gobbos Granodiorite,"Biotite granodiorite and monzogranite, with minor hornblende; medium grained, seriate to locally porphyritic; weakly metamorphosed","granodiorite,monzogranite",118556.76769691806,,Gobbos Granodiorite,,,granodiorite,,igneous granitic,
31475,A-EMje-gg,Jenkin Granodiorite,Biotite granodiorite; medium to coarse grained; foliated; metamorphosed,granodiorite,171862.39896709184,,Jenkin Granodiorite,,,granodiorite,,igneous granitic,
1063,A-EMjh-gm,Johansen Monzogranite,Biotite monzogranite; medium to coarse grained; locally foliated; metamorphosed,monzogranite,181523.9656382985,,Johansen Monzogranite,,,monzogranite,,igneous granitic,
